Utility Characteristics,Unnamed: 1,Unnamed: 2,Unnamed: 3,Photovoltaic,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Wind,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Other,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Total,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63
2015,12298,City of Menasha - (WI),WI, ,0.026,0,0,0.026, ,3,0,0,3,0,0,0,0,0, ,0.002,0,0,0.002, ,1,0,0,1,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0,0.028,0,0,0.028,0,4,0,0,4,0,0,0,0,0
2015,12301,Nodak Electric Coop Inc,ND,0.014,0,0,0,0.014,3,0,0,0,3,8.665,0,0,0,8.665,0.166,0,0.06,0,0.226,7,0,2,0,9,30.332,0,9.11,0,39.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0.06,0,0.24,10,0,2,0,12,38.997,0,9.11,0,48.107
2015,12312,Merced Irrigation District,CA,0.2,1, , ,1.2,231,8, , ,239, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.2,1,0,0,1.2,231,8,0,0,239,0,0,0,0,0
2015,12341,MidAmerican Energy Co,IA,0.816,1.126,0.06, ,2.002,126,51,1, ,178,85.559,96.961, , ,182.52,0.425,1.027,0.006, ,1.458,49,26,1, ,76,21.943,166.215, , ,188.158, , ,2.29, ,2.29, , ,2, ,2, , , , ,0,1.241,2.153,2.356,0,5.75,175,77,4,0,256,107.502,263.176,0,0,370.678
2015,12341,MidAmerican Energy Co,IL,0.042,0.562, , ,0.604,11,3, , ,14,1.507, , , ,1.507,0.022,0.6, , ,0.622,2,1, , ,3, , , , ,0, ,1.2, , ,1.2, ,1, , ,1, , , , ,0,0.064,2.362,0,0,2.426,13,5,0,0,18,1.507,0,0,0,1.507
2015,12351,City of Mesa - (AZ),AZ,0.043,0.221, , ,0.264,13,9, , ,22,0.026,0.202, , ,0.228, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.043,0.221,0,0,0.264,13,9,0,0,22,0.026,0.202,0,0,0.228
2015,12377,Midwest Energy Cooperative,MI,0.08, , , ,0.08,14, , , ,14,0, , , ,0,0.03, , , ,0.03,14, , , ,14,0, , , ,0, , , , ,0, , , , ,0, , , , ,0,0.11,0,0,0,0.11,28,0,0,0,28,0,0,0,0,0
2015,12390,Metropolitan Edison Co,PA,14.159,13.141,4.87,0,32.17,1566,201,12,0,1779,0,0,0,0,0,0.08,0.102,0,0,0.182,22,2,0,0,24,0,0,0,0,0,0.007,1.063,3.65,0,4.72,3,5,3,0,11,0,0,0,0,0,14.246,14.306,8.52,0,37.072,1591,208,15,0,1814,0,0,0,0,0
2015,12395,Menard Electric Coop,IL,0.048, , , ,0.048,9, , , ,9,16.774, , , ,16.774,0.018, , , ,0.018,3, , , ,3,5.953, , , ,5.953, , , , ,0, , , , ,0, , , , ,0,0.066,0,0,0,0.066,12,0,0,0,12,22.727,0,0,0,22.727
2015,12406,Miami-Cass County Rural E M C,IN,0.027, , , ,0.027,5, , , ,5, , , , ,0,0.002, , , ,0.002,1, , , ,1, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.029,0,0,0,0.029,6,0,0,0,6,0,0,0,0,0
2015,12439,"Midstate Electric Coop, Inc",OR,0.04,0.018, , ,0.058,16,7, , ,23, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.04,0.018,0,0,0.058,16,7,0,0,23,0,0,0,0,0
2015,12450,Midland Power Coop,IA,0.025, , , ,0.025,5, , , ,5,0, , , ,0,0.245, , , ,0.245,10, , , ,10, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.27,0,0,0,0.27,15,0,0,0,15,0,0,0,0,0
2015,12452,Mid-South Electric Coop Assn,TX,0.103,0.018,0,0,0.121,24,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0.018,0,0,0.121,24,1,0,0,25,0,0,0,0,0
2015,12462,Mid-Carolina Electric Coop Inc,SC,0.072,0.014, , ,0.086,10,1, , ,11, , , , ,0, , , , ,0, , , , ,0, , , , ,0, ,0.03, , ,0.03, ,1, , ,1, ,0, , ,0,0.072,0.044,0,0,0.116,10,2,0,0,12,0,0,0,0,0
2015,12463,"Mid-Yellowstone Elec Coop, Inc",MT, , , , ,0, , , , ,0, , , , ,0,0.007, , , ,0.007,1, , , ,1,0, , , ,0, , , , ,0, , , , ,0, , , , ,0,0.007,0,0,0,0.007,1,0,0,0,1,0,0,0,0,0
2015,12472,Middle Georgia El Member Corp,GA,0.015,0.03, , ,0.045,3,1, , ,4,20,28.8, , ,48.8, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.015,0.03,0,0,0.045,3,1,0,0,4,20,28.8,0,0,48.8
2015,12473,Town of Middleborough - (MA),MA,0.159, , , ,0.159,24, , , ,24,102, , , ,102, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.159,0,0,0,0.159,24,0,0,0,24,102,0,0,0,102
2015,12515,"Midwest Electric, Inc",OH,0.032,0,0,0,0.032,3,0,0,0,3, , , , ,0,0,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,0,0,0,0, , , , ,0,0.032,0,0,0,0.032,3,0,0,0,3,0,0,0,0,0
2015,12539,Midwest Electric Member Corp,NE, , , , ,0, , , , ,0, , , , ,0,0.053, , , ,0.053,3, , , ,3,0, , , ,0, , , , ,0, , , , ,0, , , , ,0,0.053,0,0,0,0.053,3,0,0,0,3,0,0,0,0,0
2015,12546,Mille Lacs Energy Cooperative,MN,0.056,0.013, , ,0.069,9,2, , ,11,28.091,0.027, , ,28.118, ,0.001, , ,0.001, ,1, , ,1, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.056,0.014,0,0,0.07,9,3,0,0,12,28.091,0.027,0,0,28.118
2015,12615,City of Milton-Freewater- (OR),OR,0.005, , , ,0.005,2, , , ,2, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.005,0,0,0,0.005,2,0,0,0,2,0,0,0,0,0
2015,12647,"ALLETE, Inc.",MN,0.557,0.394,0.002, ,0.953,97,32,1, ,130,0.95,2.411, , ,3.361,0.079,0.101, , ,0.18,8,8, , ,16,1.646,1.576, , ,3.222, , , , ,0, , , , ,0, , , , ,0,0.636,0.495,0.002,0,1.133,105,40,1,0,146,2.596,3.987,0,0,6.583
2015,12651,Minnesota Valley Electric Coop,MN,0.12, , , ,0.12,9, , , ,9, , , , ,0,0.213,0.04, , ,0.253,10,1, , ,11, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.333,0.04,0,0,0.373,19,1,0,0,20,0,0,0,0,0
2015,12692,"Missoula Electric Coop, Inc",MT,0.112,0.015,0,0,0.127,23,2,0,0,25, , , , ,0,0.002,0,0,0,0.002,1,0,0,0,1, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.114,0.015,0,0,0.129,24,2,0,0,26,0,0,0,0,0
2015,12698,KCP&L Greater Missouri Operations Co.,MO,16.219,13.897,0.531, ,30.647,887,616,17, ,1520,13329.648,6424.678,29.92, ,19784.246,0.026,0.009, , ,0.035,11,3, , ,14,24.403,1.386, , ,25.789, , , , ,0, , , , ,0, , , , ,0,16.245,13.906,0.531,0,30.682,898,619,17,0,1534,13354.051,6426.064,29.92,0,19810.035
2015,12706,Mitchell Electric Member Corp,GA,0.022,0.105, , ,0.127,4,3, , ,7, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.022,0.105,0,0,0.127,4,3,0,0,7,0,0,0,0,0
2015,12744,Modern Electric Water Company,WA,0.022, , , ,0.022,3, , , ,3,0, , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.022,0,0,0,0.022,3,0,0,0,3,0,0,0,0,0
2015,12745,Modesto Irrigation District,CA,14.4,6.4,6.9,0,27.7,2636,72,33,0,2741, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,14.4,6.4,6.9,0,27.7,2636,72,33,0,2741,0,0,0,0,0
2015,12789,City of Monmouth - (OR),OR,0.01,0.075, , ,0.085,6,1, , ,7,13.9,0.075, , ,13.975, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.01,0.075,0,0,0.085,6,1,0,0,7,13.9,0.075,0,0,13.975
2015,12796,Monongahela Power Co,WV,0.494,0.231, , ,0.725,110,16, , ,126,0,0, , ,0,0.034,0.001, , ,0.035,11,1, , ,12,0,0, , ,0, , , , ,0, , , , ,0, , , , ,0,0.528,0.232,0,0,0.76,121,17,0,0,138,0,0,0,0,0
2015,12803,"Monroe County Elec Coop, Inc",IL,0.083, , , ,0.083,9, , , ,9,23.7, , , ,23.7,0.001, , , ,0.001,1, , , ,1,0, , , ,0, , , , ,0, , , , ,0, , , , ,0,0.084,0,0,0,0.084,10,0,0,0,10,23.7,0,0,0,23.7
2015,12825,NorthWestern Energy LLC - (MT),MT,4.151,2.117, , ,6.268,1139,298, , ,1437, , , , ,0,0.4,0.47, , ,0.87,78,35, , ,113, , , , ,0,0.02,0.07, , ,0.09,3,2, , ,5, , , , ,0,4.571,2.657,0,0,7.228,1220,335,0,0,1555,0,0,0,0,0
2015,12860,Morgan County Rural Elec Assn,CO,0.098, , , ,0.098,8, , , ,8, , , , ,0,0.012, , , ,0.012,2, , , ,2, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.11,0,0,0,0.11,10,0,0,0,10,0,0,0,0,0
2015,12866,Moon Lake Electric Assn Inc,CO, ,0.1, , ,0.1, ,5, , ,5, ,14.837, , ,14.837, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0,0.1,0,0,0.1,0,5,0,0,5,0,14.837,0,0,14.837
2015,12866,Moon Lake Electric Assn Inc,UT,0.006,0.02, , ,0.026,4,1, , ,5, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.006,0.02,0,0,0.026,4,1,0,0,5,0,0,0,0,0
2015,12900,City of Mora - (MN),MN,0.016,0,0,0,0.016,1,0,0,0,1,20.64,0,0,0,20.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0.016,1,0,0,0,1,20.64,0,0,0,20.64
2015,12901,Mora-San Miguel Elec Coop,NM,0.297,0.028, , ,0.325,63,3, , ,66,66.97,1.03, , ,68, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.297,0.028,0,0,0.325,63,3,0,0,66,66.97,1.03,0,0,68
2015,12919,Morenci Water and Electric,AZ, ,0.033, , ,0.033, ,3, , ,3, ,14.472, , ,14.472, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0,0.033,0,0,0.033,0,3,0,0,3,0,14.472,0,0,14.472
2015,12929,South Central Indiana REMC,IN,0.245, , , ,0.245,37, , , ,37,182.585, , , ,182.585, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.245,0,0,0,0.245,37,0,0,0,37,182.585,0,0,0,182.585
2015,12989,Village of Morrisville - (VT),VT,0.288,0.235, , ,0.523,44,4, , ,48, , , , ,0,0.019, , , ,0.019,2, , , ,2, , , , ,0,0.004, , , ,0.004,1, , , ,1, , , , ,0,0.311,0.235,0,0,0.546,47,4,0,0,51,0,0,0,0,0
2015,12990,Consolidated Electric Coop Inc,OH,0.128,0.02, , ,0.148,13,1, , ,14, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.128,0.02,0,0,0.148,13,1,0,0,14,0,0,0,0,0
2015,13032,Mt Carmel Public Utility Co,IL,0.015,0.01,0,0,0.025,3,1,0,0,4,9.155,2.4,0,0,11.555, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.015,0.01,0,0,0.025,3,1,0,0,4,9.155,2.4,0,0,11.555
2015,13036,Village of Mt. Horeb - (WI),WI,0.031,0.036,0,0,0.067,3,4,0,0,7,0,0,0,0,0,0.01, ,0,0,0.01,1, ,0,0,1,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0.041,0.036,0,0,0.077,4,4,0,0,8,0,0,0,0,0
2015,13038,City of Mt Pleasant - (IA),IA, ,0.073, , ,0.073, ,2, , ,2, ,0, , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0,0.073,0,0,0.073,0,2,0,0,2,0,0,0,0,0
2015,13050,"Mountain Parks Electric, Inc",CO,0.407, , , ,0.407,74, , , ,74, , , , ,0,0.09, , , ,0.09,4, , , ,4, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.497,0,0,0,0.497,78,0,0,0,78,0,0,0,0,0
2015,13058,"Mountain View Elec Assn, Inc",CO,2.14, , , ,2.14,423, , , ,423,309.717, , , ,309.717,0.143, , , ,0.143,41, , , ,41,6.192, , , ,6.192, , , , ,0, , , , ,0, , , , ,0,2.283,0,0,0,2.283,464,0,0,0,464,315.909,0,0,0,315.909
2015,13073,"Mt Wheeler Power, Inc",NV,0.017,0.111, , ,0.128,3,4, , ,7,10.409,22.94, , ,33.349, ,0.011, , ,0.011, ,1, , ,1, ,0.582, , ,0.582, , , , ,0, , , , ,0, , , , ,0,0.017,0.122,0,0,0.139,3,5,0,0,8,10.409,23.522,0,0,33.931
2015,13137,City of Murray - (UT),UT,0.228,0.052, , ,0.28,54,6, , ,60, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.228,0.052,0,0,0.28,54,6,0,0,60,0,0,0,0,0
2015,13145,Village of Muscoda - (WI),WI, ,0.006,0,0,0.006, ,1,0,0,1,0,0,0,0,0, , ,0,0,0, , ,0,0,0,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0,0.006,0,0,0.006,0,1,0,0,1,0,0,0,0,0
2015,13206,Nantucket Electric Co,MA,0.078,0.01, , ,0.088,16,1, , ,17, , , , ,0,0.001,0.35, , ,0.351,1,2, , ,3, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.079,0.36,0,0,0.439,17,3,0,0,20,0,0,0,0,0
2015,13208,City of Naperville - (IL),IL,0.104,0.015, , ,0.119,15,4, , ,19, , , , ,0, ,0.001, , ,0.001, ,1, , ,1, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.104,0.016,0,0,0.12,15,5,0,0,20,0,0,0,0,0
2015,13209,City of Napoleon - (OH),OH,0.015,0.013, , ,0.028,2,1, , ,3,4.401,0.187, , ,4.588, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.015,0.013,0,0,0.028,2,1,0,0,3,4.401,0.187,0,0,4.588
2015,13214,The Narragansett Electric Co,RI,3.121,4.362, , ,7.483,604,151, , ,755, , , , ,0,0.025,7.54, , ,7.565,8,14, , ,22, , , , ,0,0.002,0.255, , ,0.257,2,2, , ,4, , , , ,0,3.148,12.157,0,0,15.305,614,167,0,0,781,0,0,0,0,0
2015,13292,Norris Electric Coop,IL,0.44,0.25, , ,0.69,26,4, , ,30,0,0, , ,0,0.02, , , ,0.02,2, , , ,2,0, , , ,0, , , , ,0, , , , ,0, , , , ,0,0.46,0.25,0,0,0.71,28,4,0,0,32,0,0,0,0,0
2015,13318,"Navopache Electric Coop, Inc",AZ,1.273,0.253, , ,1.526,176,25, , ,201,1194.045,179.921, , ,1373.966,0.006, , , ,0.006,5, , , ,5, , , , ,0, , , , ,0, , , , ,0, , , , ,0,1.279,0.253,0,0,1.532,181,25,0,0,206,1194.045,179.921,0,0,1373.966
2015,13318,"Navopache Electric Coop, Inc",NM,0.037, , , ,0.037,7, , , ,7,37.784, , , ,37.784,0.006, , , ,0.006,1, , , ,1, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.043,0,0,0,0.043,8,0,0,0,8,37.784,0,0,0,37.784
2015,13332,"Navarro County Elec Coop, Inc",TX,3.65,0,0,0,3.65,20,0,0,0,20,0,0,0,0,0,0.211,0,0,0,0.211,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.861,0,0,0,3.861,27,0,0,0,27,0,0,0,0,0
2015,13334,City of Nebraska City,NE,0.003, , , ,0.003,1, , , ,1,0.958, , , ,0.958, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.003,0,0,0,0.003,1,0,0,0,1,0.958,0,0,0,0.958
2015,13337,Nebraska Public Power District,NE,0.056,0.104, , ,0.16,17,12, , ,29,9.011, , , ,9.011,0.025,0.041, , ,0.066,4,13, , ,17, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.081,0.145,0,0,0.226,21,25,0,0,46,9.011,0,0,0,9.011
2015,13337,Nebraska Public Power District,SD, ,0.01, , ,0.01, ,1, , ,1, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0,0.01,0,0,0.01,0,1,0,0,1,0,0,0,0,0
2015,13352,City of Negaunee,MI, ,0.01,0,0,0.01, ,1,0,0,1,0,0,0,0,0, , ,0,0,0, , ,0,0,0,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0,0.01,0,0,0.01,0,1,0,0,1,0,0,0,0,0
2015,13386,"Nemaha-Marshall E C A, Inc",KS, , , , ,0, , , , ,0, , , , ,0,0.01, , , ,0.01,1, , , ,1,10.697, , , ,10.697, , , , ,0, , , , ,0, , , , ,0,0.01,0,0,0,0.01,1,0,0,0,1,10.697,0,0,0,10.697
2015,13407,Nevada Power Co,NV,87.703,20.565,10.525, ,118.793,14587,340,74, ,15001, , , , ,0,0.018,0.009,0.002, ,0.029,4,1,1, ,6, , , , ,0, , , , ,0, , , , ,0, , , , ,0,87.721,20.574,10.527,0,118.822,14591,341,75,0,15007,0,0,0,0,0
2015,13418,City of New Braunfels - (TX),TX,0.078,0.011, , ,0.089,16,1, , ,17, , , , ,0,0.002, , , ,0.002,1, , , ,1, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.08,0.011,0,0,0.091,17,1,0,0,18,0,0,0,0,0
2015,13424,New Castle Municipal Serv Comm,DE,0.016,0.225, , ,0.241,3,2, , ,5,6,88, , ,94, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.016,0.225,0,0,0.241,3,2,0,0,5,6,88,0,0,94
2015,13438,Village of New Glarus - (WI),WI, ,0.017,0,0,0.017, ,3,0,0,3,0,0,0,0,0, , ,0,0,0, , ,0,0,0,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0,0.017,0,0,0.017,0,3,0,0,3,0,0,0,0,0
2015,13441,New Hampshire Elec Coop Inc,NH,3.405,0.777,0.566,0,4.748,564,45,5,0,614,0,0,0,0,0,0.099,0.002,0,0,0.101,33,1,0,0,34,0,0,0,0,0,0.012,0.154,0.095,0,0.261,1,2,1,0,4,0,0,0,0,0,3.516,0.933,0.661,0,5.11,598,48,6,0,652,0,0,0,0,0
2015,13448,City of New Holstein - (WI),WI,0.028,0.005,0,0,0.033,5,1,0,0,6,0,0,0,0,0, ,0.02,0,0,0.02, ,1,0,0,1,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0.028,0.025,0,0,0.053,5,2,0,0,7,0,0,0,0,0
2015,13478,Entergy New Orleans Inc,LA,33.478,0.887, , ,34.365,6445,33, , ,6478, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,33.478,0.887,0,0,34.365,6445,33,0,0,6478,0,0,0,0,0
2015,13481,City of New Richmond,WI, ,0.012,0,0,0.012, ,2,0,0,2,0,0,0,0,0, , ,0,0,0, , ,0,0,0,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0,0.012,0,0,0.012,0,2,0,0,2,0,0,0,0,0
2015,13485,New Smyrna Beach City of,FL,0.095,0.02, , ,0.115,22,4, , ,26, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.095,0.02,0,0,0.115,22,4,0,0,26,0,0,0,0,0
2015,13488,New Ulm Public Utilities Comm,MN,0.004,0.039,0,0,0.043,1,4,0,0,5,1.31,15.83,0,0,17.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.039,0,0,0.043,1,4,0,0,5,1.31,15.83,0,0,17.14
2015,13511,New York State Elec & Gas Corp,NY,27.989,28.382,0,0,56.371,3940,533,0,0,4473, , , , ,0,0.452,0.705,0,0,1.157,60,18,0,0,78, , , , ,0,0.249,6.709,0,0,6.958,25,20,0,0,45, , , , ,0,28.69,35.796,0,0,64.486,4025,571,0,0,4596,0,0,0,0,0
2015,13519,City of Newark - (DE),DE,0.107,0,0.073, ,0.18,54,0,6, ,60, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.107,0,0.073,0,0.18,54,0,6,0,60,0,0,0,0,0
2015,13520,"New-Mac Electric Coop, Inc",MO,0.13, , , ,0.13,12, , , ,12,45, , , ,45, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.13,0,0,0,0.13,12,0,0,0,12,45,0,0,0,45
2015,13573,Niagara Mohawk Power Corp.,NY,64.39,60.31,7.51, ,132.21,9399,1245,20, ,10664, , , , ,0,1.93,1.5,0.15, ,3.58,147,49,2, ,198, , , , ,0,1.65,3.56,0, ,5.21,40,19,0, ,59, , , , ,0,67.97,65.37,7.66,0,141,9586,1313,22,0,10921,0,0,0,0,0
2015,13610,Niobrara Valley El Member Corp,NE,0.008,0.01, , ,0.018,1,1, , ,2,0.315,0, , ,0.315, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.008,0.01,0,0,0.018,1,1,0,0,2,0.315,0,0,0,0.315
2015,13640,Northern Virginia Elec Coop,VA,0.73,0.92, , ,1.65,121,10, , ,131,174.8,897.6, , ,1072.4,0,0, , ,0, , , , ,0, , , , ,0,0,0, , ,0, , , , ,0, , , , ,0,0.73,0.92,0,0,1.65,121,10,0,0,131,174.8,897.6,0,0,1072.4
2015,13647,Noble County R E M C,IN,0.049,0.015, , ,0.064,7,1, , ,8,31.976,5.028, , ,37.004,0.002,0.01, , ,0.012,1,1, , ,2,5.341, , , ,5.341, , , , ,0, , , , ,0, , , , ,0,0.051,0.025,0,0,0.076,8,2,0,0,10,37.317,5.028,0,0,42.345
2015,13651,Nolin Rural Electric Coop Corp,KY,0.304, , , ,0.304,42, , , ,42,148.7, , , ,148.7, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.304,0,0,0,0.304,42,0,0,0,42,148.7,0,0,0,148.7
2015,13664,Norris Public Power District,NE,0.123,0.003, , ,0.126,19,1, , ,20,72.583,0.1, , ,72.683,0.093,0.047, , ,0.14,12,5, , ,17,35.004,2.494, , ,37.498, , , , ,0, , , , ,0, , , , ,0,0.216,0.05,0,0,0.266,31,6,0,0,37,107.587,2.594,0,0,110.181
2015,13675,Nishnabotna Valley R E C,IA,0.08,0,0,0,0.08,9,0,0,0,9,0, , , ,0,0.116,0,0,0,0.116,6,0,0,0,6,7.94, , , ,7.94,0,0,0,0,0,0,0,0,0,0, , , , ,0,0.196,0,0,0,0.196,15,0,0,0,15,7.94,0,0,0,7.94
2015,13676,"North Arkansas Elec Coop, Inc",AR,0.204, , , ,0.204,32, , , ,32, , , , ,0,0.008, , , ,0.008,5, , , ,5, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.212,0,0,0,0.212,37,0,0,0,37,0,0,0,0,0
2015,13684,Nobles Cooperative Electric,MN,0.078, ,0.04, ,0.118,5, ,1, ,6,42, ,7, ,49,0.101, , , ,0.101,6, , , ,6,185, , , ,185, , , , ,0, , , , ,0, , , , ,0,0.179,0,0.04,0,0.219,11,0,1,0,12,227,0,7,0,234
2015,13690,North Central MO Elec Coop Inc,MO,0.012, , , ,0.012,2, , , ,2,1, , , ,1, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.012,0,0,0,0.012,2,0,0,0,2,1,0,0,0,1
2015,13697,North Central Power Co Inc,WI,0.041, , , ,0.041,7, , , ,7,5.5, , , ,5.5, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.041,0,0,0,0.041,7,0,0,0,7,5.5,0,0,0,5.5
2015,13698,North Central Public Pwr Dist,NE, , , , ,0, , , , ,0, , , , ,0,0.002, ,0.025, ,0.027,1, ,1, ,2,0.4, ,43.474, ,43.874, , , , ,0, , , , ,0, , , , ,0,0.002,0,0.025,0,0.027,1,0,1,0,2,0.4,0,43.474,0,43.874
2015,13704,"North Western Elec Coop, Inc",OH, , , , ,0, , , , ,0, , , , ,0,0.022,0.002, , ,0.024,2,1, , ,3,0.227,0.025, , ,0.252, , , , ,0, , , , ,0, , , , ,0,0.022,0.002,0,0,0.024,2,1,0,0,3,0.227,0.025,0,0,0.252
2015,13718,City of North Little Rock - (AR),AR,0.05,1.2, , ,1.25,3,5, , ,8, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.05,1.2,0,0,1.25,3,5,0,0,8,0,0,0,0,0
2015,13731,"North Star Electric Coop, Inc",MN,0.01, , , ,0.01,2, , , ,2, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.01,0,0,0,0.01,2,0,0,0,2,0,0,0,0,0
2015,13734,Northeast Oklahoma Electric Co,OK,0.068,0.005,0,0,0.073,22,1,0,0,23,43.175,0.169,0,0,43.344,0.015,0,0,0,0.015,2,0,0,0,2,3.819,0,0,0,3.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0.005,0,0,0.088,24,1,0,0,25,46.994,0.169,0,0,47.163
2015,13739,Northeast Nebraska P P D,NE, , , , ,0, , , , ,0, , , , ,0,0.005,0.03, , ,0.035,1,2, , ,3,0.441,27.8, , ,28.241,0.035, , , ,0.035,2, , , ,2,13.744, , , ,13.744,0.04,0.03,0,0,0.07,3,2,0,0,5,14.185,27.8,0,0,41.985
