,Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,Alert Criteria
1338,August,08/03/2020,08:00:00,08/03/2020,13:00:00,Texas: Ector County;,TRE,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
1339,August,08/03/2020,23:15:00,08/06/2020,07:00:00,North Carolina: South Carolina:,SERC,Severe Weather,Unknown,340000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1340,August,08/03/2020,23:02:00,Unknown,Unknown,North Carolina:,SERC,Severe Weather,Unknown,Unknown,Complete loss of off-site power (LOOP) affecting a nuclear generating station per the Nuclear Plant Interface Requirements.
1341,August,08/04/2020,12:00:00,08/07/2020,06:00:00,"New York: Rockland County, Orange County, Sullivan County; New Jersey: Bergen County, Passaic County, Sussex County;",NPCC,Severe Weather,Unknown,160000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1342,August,08/04/2020,13:00:00,08/04/2020,23:59:00,"New York: Nassau County, Suffolk County, Queens County;",NPCC,Severe Weather,3907,420000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1343,August,08/04/2020,11:20:00,08/07/2020,10:55:00,New Jersey:,RF,Severe Weather,60,75000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1344,August,08/04/2020,09:00:00,08/05/2020,18:00:00,Delaware:,RF,Severe Weather,Unknown,100000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1345,August,08/04/2020,14:00:00,08/08/2020,12:00:00,"New York: Dutchess County, Orange County, Ulster County;",NPCC,Severe Weather,Unknown,116818,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1346,August,08/04/2020,04:41:00,08/05/2020,16:26:00,Virginia:,SERC,Severe Weather,Unknown,508000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1347,August,08/04/2020,12:18:00,08/08/2020,17:31:00,New Jersey:,RF,Severe Weather,Unknown,788000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1348,August,08/04/2020,14:35:00,08/10/2020,11:00:00,New York: Broome County;,NPCC,Severe Weather,Unknown,76120,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1349,August,08/04/2020,15:15:00,08/07/2020,10:27:00,Connecticut: Massachusetts: New Hampshire: Maine: Rhode Island: Vermont:,NPCC,Severe Weather,2000,1188247,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1350,August,08/04/2020,13:31:00,Unknown,Unknown,"New York: Bronx County, Richmond County, Queens County, Kings County, Westchester County, New York County;",NPCC,Severe Weather,Unknown,271119,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1351,August,08/04/2020,06:01:00,08/06/2020,15:30:00,"North Carolina: Brunswick County, Columbus County, Pender County, Duplin County, Onslow County, Jones County, Craven County, Jones County, Beaufort County, Bertie County, Chowan County, Gates County, Perquimans County;",SERC,Severe Weather,311,125987,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1352,August,08/04/2020,12:00:00,Unknown,Unknown,"Pennsylvania: Bucks County, Chester County, Delaware County, Montgomery County, Philadelphia County, York County;",RF,Severe Weather,Unknown,137103,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1353,August,08/04/2020,10:30:00,Unknown,Unknown,New Jersey:,RF,Severe Weather,Unknown,70000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1354,August,08/04/2020,14:35:00,Unknown,Unknown,New York:,NPCC,Severe Weather,Unknown,76120,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1355,August,08/05/2020,17:58:00,08/05/2020,20:53:00,Texas: Orange County;,TRE,Transmission Interruption,89,19785,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
1356,August,08/07/2020,05:13:00,Unknown,Unknown,"New York: Queens County, New York County;",NPCC,Severe Weather,500,187068,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.
1357,August,08/10/2020,11:00:00,08/10/2020,16:00:00,"Iowa: Webster County, Greene County, Dallas County, Hamilton County, Boone County, Polk County, Hardin County, Story County, Jasper County, Grundy County, Marshall County, Tama County, Poweshiek County, Benton County, Iowa County, Linn County, Johnson County, Jones County, Cedar County, Muscatine County, Jackson County, Clinton County, Scott County;",MRO,Severe Weather,550,Unknown,"Uncontrolled loss of 200 Megawatts or more of firm system loads for 15 minutes or more from a single incident for entities with previous year's peak demand less than or equal to 3,000 Megawatts."
1358,August,08/10/2020,16:00:00,08/13/2020,15:00:00,Illinois: Missouri:,SERC,Severe Weather,Unknown,135000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1359,August,08/10/2020,12:49:00,Unknown,Unknown,Iowa:,MRO,Severe Weather,Unknown,Unknown,Complete loss of off-site power (LOOP) affecting a nuclear generating station per the Nuclear Plant Interface Requirements.
1360,August,08/10/2020,22:39:00,08/13/2020,15:48:00,Indiana:,RF,Severe Weather,Unknown,95300,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1361,August,08/10/2020,14:30:00,Unknown,Unknown,"Illinois: Cook County, Will County, DuPage County, Lake County, Kane County, Grundy County, LaSalle County, DeKalb County, McHenry County, Lee County;",SERC,Severe Weather,Unknown,856000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1362,August,08/10/2020,22:25:00,08/10/2020,23:02:00,New York: Onondaga County;,NPCC,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
1363,August,08/10/2020,12:38:00,Unknown,Unknown,Iowa:,MRO,Severe Weather,1400,250000,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.
1364,August,08/10/2020,10:00:00,Unknown,Unknown,"Iowa: Dallas County, Polk County, Warren County, Madison County, Johnson County, Scott County; Illinois: Rock Island County, Henry County, Mercer County;",MRO,Severe Weather,950,300000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1365,August,08/13/2020,13:51:00,08/13/2020,16:27:00,Texas: El Paso County;,TRE,System Operations,218,57060,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
1366,August,08/14/2020,18:36:00,08/14/2020,20:42:00,California:,WECC,System Operations,560,220000,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
1367,August,08/14/2020,16:39:00,08/14/2020,17:42:00,Louisiana: St. Charles Parish;,SERC,Transmission Interruption,101,12671,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
1368,August,08/14/2020,17:15:00,08/15/2020,21:00:00,California:,WECC,Severe Weather,1120,Unknown,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
1369,August,08/14/2020,18:45:00,08/14/2020,21:12:00,"California: Kern County, Kings County, Los Angeles County, Orange County, Riverside County, San Bernardino County, Santa Barbara County, Tulare County, Ventura County;",WECC,System Operations,1419,132000,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
1370,August,08/14/2020,20:00:00,08/16/2020,17:00:00,"Minnesota: Anoka County, Hennepin County, Ramsey County, Washington County;",MRO,Severe Weather,Unknown,60000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1371,August,08/15/2020,18:25:00,08/15/2020,19:44:00,California:,WECC,System Operations,459,220000,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
1372,August,08/15/2020,14:53:00,08/15/2020,20:00:00,California:,WECC,Severe Weather,795,Unknown,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
1373,August,08/15/2020,15:00:00,08/15/2020,19:45:00,"California: Inyo County, Kern County, Los Angeles County, Orange County, Riverside County, San Bernardino County, Tulare County, Ventura County;",WECC,System Operations,200,70000,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
1374,August,08/15/2020,17:00:00,Unknown,Unknown,Washington: Snohomish County;,WECC,Vandalism,0,8,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.
1375,August,08/15/2020,17:41:00,08/15/2020,18:48:00,Connecticut: New Haven County[13];,NPCC,Suspicious Activity,0,0,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
1376,August,08/16/2020,20:00:00,08/18/2020,21:00:00,"Texas: Collin County, Dallas County, Denton County, Tarrant County, Ellis County, Kaufman County, Johnson County, Anderson County, Angelina County, Grayson County, Smith County, Wichita County;",TRE,Severe Weather,Unknown,300000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1377,August,08/16/2020,03:44:00,08/17/2020,14:18:00,California:,WECC,Severe Weather,409,124266,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1378,August,08/16/2020,17:30:00,08/16/2020,19:10:00,California:,WECC,Severe Weather,712,Unknown,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
1379,August,08/17/2020,08:21:00,08/17/2020,09:01:00,California: Yuba County;,WECC,Severe Weather,2,2,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.
1380,August,08/17/2020,15:05:00,08/17/2020,21:24:00,California:,WECC,Severe Weather,829,Unknown,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
1381,August,08/18/2020,19:00:00,08/18/2020,19:30:00,California: Kings County;,WECC,Potential Physical Attack,0,0,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center."
1382,August,08/18/2020,14:00:00,08/18/2020,21:00:00,Nevada:,WECC,Severe Weather,7800,1400000,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
1383,August,08/18/2020,21:55:00,08/18/2020,22:10:00,California: Imperial County;,WECC,System Operations,0,0,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
1384,August,08/18/2020,13:30:00,08/18/2020,20:30:00,California:,WECC,Severe Weather,917,Unknown,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
1385,August,08/18/2020,14:44:00,08/18/2020,15:14:00,"Texas: Culberson County, Reeves County;",TRE,Transmission Interruption,205,238,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
1386,August,08/18/2020,14:30:00,Unknown,Unknown,Arizona:,WECC,Severe Weather,0,Unknown,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
1387,August,08/19/2020,01:27:00,08/19/2020,03:03:00,Ohio: Trumbull County;,RF,Transmission Interruption,22,16107,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
1388,August,08/19/2020,14:00:00,08/19/2020,21:00:00,Arizona: Maricopa County;,WECC,Severe Weather,1200,0,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
1389,August,08/19/2020,14:00:00,08/19/2020,21:00:00,Nevada:,WECC,Severe Weather,7500,1400000,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
1390,August,08/19/2020,12:00:00,08/19/2020,21:00:00,California:,WECC,Severe Weather,Unknown,Unknown,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
1391,August,08/20/2020,00:03:00,08/20/2020,14:05:00,Maine:,NPCC,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
1392,August,08/20/2020,09:17:00,08/20/2020,13:42:00,Mississippi: Jasper County;,SERC,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
1393,August,08/20/2020,15:29:00,08/20/2020,15:39:00,Nebraska: Custer County;,MRO,Transmission Interruption,60,Unknown,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
1394,August,08/23/2020,22:12:00,08/23/2020,22:15:00,West Virginia: Putnam County;,RF,Suspicious Activity,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
1395,August,08/23/2020,10:30:00,Unknown,Unknown,"Texas panhandle, SE NM",TRE,Severe Weather,Unknown,Unknown,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
1396,August,08/24/2020,23:00:00,08/24/2020,23:59:00,Texas: Denton County;,TRE,Potential Physical Attack,0,0,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
1397,August,08/25/2020,02:43:00,08/25/2020,07:43:00,Colorado: Jefferson County;,WECC,Vandalism,0,0,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center."
1398,August,08/27/2020,05:00:00,09/03/2020,12:00:00,Louisiana:,SERC,Severe Weather,200,50000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1399,August,08/27/2020,07:00:00,08/30/2020,19:00:00,Louisiana: Rapides Parish;,SERC,Severe Weather,48,Unknown,Complete operational failure or shut-down of the transmission and/or distribution of electrical system.
1400,August,08/27/2020,12:44:00,08/27/2020,23:00:00,Texas:,TRE,Severe Weather,Unknown,Unknown,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
1401,August,08/27/2020,12:06:00,08/27/2020,22:49:00,Texas:,TRE,Severe Weather,581,Unknown,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
1402,August,08/27/2020,07:40:00,08/31/2020,07:40:00,Louisiana: Texas:,SERC,Severe Weather,Unknown,130000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1403,August,08/27/2020,01:15:00,Unknown,Unknown,Texas: Louisiana:,TRE,Severe Weather,Unknown,615992,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1404,August,08/27/2020,07:40:00,08/31/2020,03:33:00,Louisiana: Texas:,SERC,Severe Weather,Unknown,47927,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1405,August,08/27/2020,12:02:00,08/27/2020,22:54:00,Texas:,TRE,Severe Weather,573,Unknown,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
1406,August,08/27/2020,12:29:00,08/27/2020,12:59:00,"Nebraska: Douglas County, Burt County, Washington County, Dodge County, Colfax County, Saunders County, Sarpy County, Cass County, Otoe County, Johnson County, Nemaha County, Pawnee County, Richardson County;",MRO,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
1407,August,08/27/2020,17:11:00,08/28/2020,10:00:00,Connecticut: Massachusetts: New Hampshire: Maine: Rhode Island: Vermont:,NPCC,Severe Weather,100,60687,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1408,August,08/27/2020,13:24:00,Unknown,Unknown,"Texas: Montgomery County, Liberty County;",TRE,Severe Weather,208,Unknown,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
1409,August,08/27/2020,12:06:00,Unknown,Unknown,Texas:,TRE,Severe Weather,350,Unknown,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
1410,August,08/27/2020,06:00:00,08/27/2020,06:05:00,West Virginia: Putnam County;,RF,Suspicious Activity,2900,Unknown,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
1411,August,08/27/2020,03:14:00,Unknown,Unknown,"Louisiana: Calcasieu Parish, Beauregard Parish, Iberia Parish, Acadia Parish, Evangeline Parish, Rapides Parish, St. Landry Parish, Vernon Parish;",SERC,Severe Weather,Unknown,Unknown,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1412,August,08/28/2020,16:27:00,08/28/2020,19:26:00,Washington: Oregon:,WECC,Severe Weather,0,0,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection."
1413,August,08/28/2020,00:25:00,08/28/2020,01:00:00,Maine:,NPCC,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
1414,August,08/29/2020,03:35:00,08/29/2020,05:45:00,Texas:,TRE,Severe Weather,Unknown,Unknown,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
1415,August,08/31/2020,09:00:00,08/31/2020,15:53:00,Washington:,WECC,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
1416,September,09/01/2020,13:04:00,09/01/2020,13:05:00,California: Los Angeles County;,WECC,Suspicious Activity,0,0,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
1417,September,09/03/2020,13:46:00,09/03/2020,22:47:00,Washington:,WECC,Transmission Interruption,Unknown,Unknown,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
1418,September,09/04/2020,01:07:00,09/04/2020,01:37:00,Florida: Pinellas County;,FRCC,System Operations,0,0,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
1419,September,09/05/2020,17:20:00,09/05/2020,20:37:00,California:,WECC,Severe Weather,986,Unknown,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
1420,September,09/05/2020,17:25:00,09/05/2020,20:55:00,California: Imperial County;,WECC,Severe Weather,100,20000,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
1421,September,09/06/2020,16:00:00,09/06/2020,21:00:00,Nevada:,WECC,Severe Weather,8180,1400000,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
1422,September,09/06/2020,16:30:00,09/06/2020,21:05:00,California:,WECC,System Operations,1071,Unknown,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
1423,September,09/06/2020,17:36:00,09/06/2020,19:27:00,Washington: Oregon: California:,WECC,System Operations,0,0,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection."
1424,September,09/06/2020,17:00:00,09/07/2020,03:00:00,California: Los Angeles County;,WECC,Severe Weather,Unknown,72000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1425,September,09/07/2020,22:40:00,09/09/2020,17:24:00,California:,WECC,Transmission Interruption,610,172000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1426,September,09/07/2020,18:00:00,09/08/2020,18:00:00,"Washington: Kitsap County, King County, Pierce County;",WECC,Severe Weather,Unknown,71500,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1427,September,09/07/2020,09:13:00,09/08/2020,06:00:00,Washington:,WECC,Natural Disaster,80,21000,Complete operational failure or shut-down of the transmission and/or distribution of electrical system.
1428,September,09/07/2020,19:05:00,09/08/2020,22:00:00,"Oregon: Multnomah County, Washington County, Clackamas County, Marion County, Yamhill County, Polk County;",WECC,Severe Weather,2859,103000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1429,September,09/08/2020,09:50:00,09/08/2020,10:56:00,Michigan: Ingham County;,RF,System Operations,265,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
1430,September,09/09/2020,22:16:00,09/11/2020,08:17:00,Minnesota: Sherburne County;,MRO,Suspicious Activity,0,0,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
1431,September,09/09/2020,11:22:00,09/09/2020,13:04:00,Idaho:,WECC,Natural Disaster,0,0,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
1432,September,09/15/2020,22:00:00,09/20/2020,15:00:00,Alabama: Florida: Georgia: Mississippi:,SERC,Severe Weather/Transmission Interruption,236,34096,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1433,September,09/15/2020,15:04:00,09/15/2020,15:37:00,North Dakota: South Dakota: Montana:,MRO,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
1434,September,09/16/2020,07:00:00,09/18/2020,06:00:00,Florida: Escambia County;,FRCC,System Operations,0,0,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
1435,September,09/16/2020,03:00:00,09/21/2020,08:00:00,Alabama: Baldwin County;,SERC,Severe Weather,0,77600,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1436,September,09/16/2020,02:09:00,09/16/2020,02:20:00,Maine: Oxford County;,NPCC,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
1437,September,09/20/2020,20:01:00,09/21/2020,15:44:00,Oklahoma: Canadian County;,SPP RE,Actual Physical Attack,0,Unknown,Damage or destruction of its Facility that results from actual or suspected intentional human action.
1438,September,09/22/2020,10:02:00,09/22/2020,12:58:00,California:,WECC,System Operations,8,4350,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.
1439,September,09/23/2020,12:00:00,09/23/2020,13:00:00,New Jersey:,RF,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
1440,September,09/26/2020,05:17:00,09/26/2020,05:41:00,Nevada: Clark County;,WECC,Actual Physical Attack,26,13000,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
1441,September,09/27/2020,18:27:00,09/28/2020,15:17:00,California:,WECC,Natural Disaster,337,102267,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1442,September,09/30/2020,05:55:00,09/30/2020,23:30:00,Connecticut: Maine: Rhode Island: Massachusetts: New Hampshire: Vermont:,NPCC,Severe Weather,Unknown,155000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1443,October,10/02/2020,19:30:00,10/04/2020,06:30:00,Virginia: Hanover County;,SERC,Suspicious Activity,0,0,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
1444,October,10/07/2020,13:45:00,10/07/2020,13:59:00,Louisiana: Orleans Parish;,SERC,Transmission Interruption,183,39089,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
1445,October,10/07/2020,16:00:00,Unknown,Unknown,New York: Onondaga County;,NPCC,Severe Weather,Unknown,7500,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1446,October,10/07/2020,18:50:00,10/09/2020,15:00:00,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,NPCC,Severe Weather,Unknown,186600,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1447,October,10/09/2020,10:44:00,10/09/2020,22:25:00,Colorado:,WECC,Transmission Interruption,0,0,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
1448,October,10/09/2020,20:00:00,10/15/2020,07:00:00,Louisiana:,SERC,Severe Weather,200,50000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1449,October,10/09/2020,19:50:00,10/11/2020,15:09:00,"Louisiana: Acadia Parish, Beauregard Parish, Calcasieu Parish, Evangeline Parish, Iberia Parish, Rapides Parish, Vernon Parish, Avoyelles Parish, Grant Parish, Natchitoches Parish, St. Landry Parish, St. Mary Parish, St. Tammany Parish;",SERC,Severe Weather,Unknown,132200,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1450,October,10/09/2020,17:30:00,10/10/2020,18:00:00,Louisiana: Texas: Arkansas: Mississippi:,SERC,Severe Weather,Unknown,477966,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1451,October,10/09/2020,20:00:00,10/10/2020,06:00:00,Louisiana: Lafayette Parish;,SERC,Severe Weather,Unknown,50000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1452,October,10/10/2020,23:10:00,10/10/2020,23:15:00,Washington: Oregon:,WECC,Transmission Interruption,0,0,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
1453,October,10/10/2020,08:05:00,10/10/2020,12:00:00,Oregon: Clackamas County;,WECC,System Operations,0,0,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
1454,October,10/10/2020,02:22:00,10/10/2020,05:00:00,Louisiana: Lafayette Parish;,SERC,Severe Weather,Unknown,Unknown,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
1455,October,10/12/2020,04:06:00,10/12/2020,04:07:00,Florida: Polk County;,FRCC,Transmission Interruption,0,0,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
1456,October,10/13/2020,13:14:00,10/14/2020,14:00:00,"Washington: Whatcom County, King County, Pierce County, Thurston County, Kittitas County, Kitsap County;",WECC,Severe Weather,Unknown,76000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1457,October,10/14/2020,18:26:00,10/15/2020,13:11:00,Texas: Pecos County;,TRE,Transmission Interruption,18,Unknown,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
1458,October,10/15/2020,23:43:00,Unknown,Unknown,Washington: Walla Walla County;,WECC,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
1459,October,10/15/2020,16:50:00,Unknown,Unknown,Michigan:,RF,System Operations,0,0,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
1460,October,10/16/2020,14:00:00,10/16/2020,16:00:00,Kentucky:,SERC,Vandalism,62,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
1461,October,10/20/2020,18:48:00,10/20/2020,18:49:00,Illinois: Massac County;,SERC,Transmission Interruption,0,0,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
1462,October,10/22/2020,08:00:00,10/22/2020,08:01:00,Idaho:,WECC,Suspicious Activity,0,0,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
1463,October,10/22/2020,22:48:00,10/22/2020,23:34:00,Florida: Pinellas County;,FRCC,System Operations,0,0,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
1464,October,10/23/2020,15:42:00,10/23/2020,23:11:00,Ohio:,RF,Transmission Interruption,Unknown,Unknown,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
1465,October,10/23/2020,15:46:00,10/23/2020,23:03:00,Texas: Harris County;,TRE,Severe Weather,Unknown,55506,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1466,October,10/24/2020,20:13:00,10/24/2020,22:52:00,Minnesota: Hennepin County;,MRO,Transmission Interruption,1,4,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
1467,October,10/25/2020,14:32:00,10/27/2020,18:00:00,California:,WECC,Severe Weather,1218,370000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1468,October,10/25/2020,03:25:00,10/25/2020,03:45:00,Wisconsin: Milwaukee County; Michigan:,MRO,Suspicious Activity,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
1469,October,10/26/2020,13:00:00,11/07/2020,19:00:00,"Oklahoma: Oklahoma County, Canadian County, Logan County, Cleveland County, Pottawatomie County;",SPP RE,Severe Weather,Unknown,447000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
