|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..BA Code|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Residential|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Commercial|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Industrial|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Transportation|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Total|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Residential|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Commercial|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Industrial|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Transportation|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Total|,|Incremental Life Cycle Savings.Energy Savings (MWh).Residential|,|Incremental Life Cycle Savings.Energy Savings (MWh).Commercial|,|Incremental Life Cycle Savings.Energy Savings (MWh).Industrial|,|Incremental Life Cycle Savings.Energy Savings (MWh).Transportation|,|Incremental Life Cycle Savings.Energy Savings (MWh).Total|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Residential|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Commercial|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Industrial|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Transportation|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Total|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Residential|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Commercial|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Industrial|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Transportation|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Total|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Residential|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Commercial|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Industrial|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Transportation|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Total|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Residential|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Commercial|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Industrial|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Transportation|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Total|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Residential|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Commercial|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Industrial|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Transportation|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Total|,|Weighted Average Life.(Years).Residential|,|Weighted Average Life.(Years).Commercial|,|Weighted Average Life.(Years).Industrial|,|Weighted Average Life.(Years).Transportation|,|..Website|
2015,7785,"Gulf Coast Electric Coop, Inc",FL,AEC,.,0,0,0,0,1,0,0,0,1,.,0,0,0,0,1,0,0,0,1,40,0,0,0,40,0,0,0,0,0,128,0,0,0,128,0,0,0,0,0,10,.,.,.,
2015,7787,Gunnison County Elec Assn.,CO,WACM,228,186,.,.,414,.,.,.,.,.,1120,930,.,.,2050,.,.,.,.,.,14,13,.,.,27,.,.,.,.,.,14,13,.,.,27,.,.,.,.,.,4.598,4.636,.,.,
2015,7801,Gulf Power Co,FL,SOCO,33957,11688,0,0,45645,9.1,3.4,0,0,12.5,18385,13843,0,0,32228,5.44,4.83,0,0,10.27,4123,947,0,0,5070,9036,3267,0,0,12303,4123,947,0,0,5070,9036,3267,0,0,12303,21.5,22.5,0,0,
2015,7977,City of Hamilton - (OH),OH,PJM,557,1601,42,0,2200,0.1,0.1,0,0,0.2,4419,24012,578,0,29009,0.6,1.2,0,0,1.8,58,65,2,0,125,0,0,0,0,0,58,65,2,0,125,0,0,0,0,0,7.94,15,13.73,0,
2015,7978,Halifax Electric Member Corp,NC,CPLE,904,.,.,.,904,.,.,.,.,.,7086,.,.,.,7086,.,.,.,.,.,22,.,.,.,22,.,.,.,.,.,22,.,.,.,22,.,.,.,.,.,2.42,.,.,.,
2015,8122,Harlan Municipal Utilities - (IA),IA,MISO,39,292,.,.,331,0,0.1,.,.,0.1,504,2929,.,.,3433,0,0.1,.,.,0.1,13,67,.,.,80,1,9,.,.,10,13,67,.,.,80,1,9,.,.,10,13,10,.,.,
2015,8288,City of Hawarden - (IA),IA,MISO,34,38,13,.,85,.,.,.,.,.,319,330,156,.,805,.,.,.,.,.,4,3,1,.,8,4,2,1,.,7,4,3,1,.,8,4,2,1,.,7,9.4,12,12,.,
2015,8298,Hawkeye Tri-County El Coop Inc,IA,MISO,2238,232,3,0,2473,0.3,0,0,0,0.3,31697,3298,43,0,35038,4.2,0,0,0,4.2,102,5,1,0,108,13,2,0,0,15,102,5,1,0,108,13,2,0,0,15,14.163,14.214,14.222,0,
2015,8319,Heartland Power Coop,IA,MISO,1424,1819,797,0,4040,0.1,0.2,0,0,0.3,20615,25207,9822,0,55644,0.1,0.2,0,0,0.3,84,25,24,0,133,1,0,0,0,1,84,25,24,0,133,1,0,0,0,1,14.477,13.858,12.324,0,
2015,8333,Haywood Electric Member Corp,NC,DUK,38,.,.,.,38,0,.,.,.,0,2529,0,.,.,2529,2.5,.,.,.,2.5,2,.,.,.,2,.,.,.,.,0,237,1,.,.,238,.,.,.,.,0,15,15,.,.,
2015,8348,City of Healdsburg - (CA),CA,CISO,29,430,.,.,459,0.1,0.1,.,.,0.2,358,6455,.,.,6813,0.1,0.1,.,.,0.2,19,203,.,.,222,24,64,.,.,88,19,203,.,.,222,24,64,.,.,88,15,15,.,.,http://cmua.org/
2015,8366,Heber Light & Power Company,UT,PACE,128,.,.,.,128,0,.,.,.,0,1676,.,.,.,1676,0.2,.,.,.,0.2,39,.,.,.,39,.,.,.,.,.,109,.,.,.,109,.,.,.,.,.,13,.,.,.,
2015,8566,High Plains Power Inc,WY,WACM,100,0,0,0,100,5,0,0,0,5,321,0,0,0,321,15,0,0,0,15,1,0,0,0,1,23,0,0,0,23,1,0,0,0,1,23,0,0,0,23,10,.,.,.,
2015,8570,Highline Electric Assn,CO,WACM,222,.,15,.,237,0,.,0,.,0,2675,.,304,.,2979,0.6,.,0.4,.,1,29,.,19,.,48,0,.,0,.,0,29,.,19,.,48,.,.,.,.,.,12.03,.,20,.,
2015,8570,Highline Electric Assn,NE,WACM,60,.,4,.,64,0,.,0,.,0,719,.,82,.,801,0.2,.,0,.,0.2,8,.,5,.,13,0,.,0,.,0,8,.,5,.,13,0,.,0,.,0,12.03,.,20,.,
2015,8574,"Jackson Electric Coop, Inc - (WI)",WI,MISO,756,23,0,0,779,0.1,0,0,0,0.1,10075,243,0,0,10318,1.3,0,0,0,1.3,106,2,0,0,108,60,1,0,0,61,106,2,0,0,108,60,1,0,0,61,13.326,10.554,0,0,
2015,8699,Inland Power & Light Company,WA,BPAT,2111,1543,292,.,3946,0,0,0,.,0,43245,16978,1462,.,61685,0,0,0,.,0,417,262,40,.,719,188,118,18,.,324,417,262,40,.,719,188,118,18,.,324,20.49,11,5,.,
2015,8717,City of Holdrege,NE,SWPP,36,5,4,.,45,0.1,0.1,0,.,0.2,616,173,199,.,988,0.1,0.1,0,.,0.2,7,1,1,.,9,3,2,2,.,7,7,1,1,.,9,3,2,2,.,6,17.39,32.3,48.07,.,NPPD.com
2015,8723,City of Holland,MI,MISO,1690,3903,7155,.,12748,.,.,.,.,.,16968,46368,96664,.,160000,.,.,.,.,.,260,247,458,.,965,42,11,21,.,74,260,247,458,.,965,42,11,21,.,74,10.04,11.88,13.51,.,
2015,8773,"Holy Cross Electric Assn, Inc",CO,PSCO,1652,5147,702,.,7501,1,0.5,0.8,.,2.3,20286,44826,8580,.,73692,1,0.5,0.8,.,2.3,317,484,81,.,882,385,175,7,.,567,317,484,81,.,882,385,175,7,.,567,12.283,8.709,12.219,.,
2015,8774,City of Holyoke - (MA),MA,ISNE,291,243,81,.,615,0,0,0,.,0,7275,6075,2025,.,15375,1,1.1,0.3,.,2.4,187,0,0,.,187,42,52,18,.,112,187,0,0,.,187,42,52,18,.,112,25,25,25,.,
2015,8898,Houston County Elec Coop Inc,TX,ERCO,15,.,.,.,15,.,.,.,.,.,40,.,.,.,40,.,.,.,.,.,1,.,.,.,1,1,.,.,.,1,1,.,.,.,1,1,.,.,.,1,3.5,0,0,0,
2015,8901,CenterPoint Energy,TX,ERCO,74812,113811,.,.,188623,43,125.2,.,.,168.2,.,.,.,.,.,.,.,.,.,.,16506,15298,.,.,31804,2660,2612,.,.,5272,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2015,9128,Hurricane City Power,UT,PACE,1,.,.,.,1,0,.,.,.,0,3,.,.,.,3,0,.,.,.,0,1,.,.,.,1,0,.,.,.,0,1,.,.,.,1,0,.,.,.,0,8,.,.,.,None
2015,9187,City of Idaho Falls - (ID),ID,PACE,334,6103,748,0,7185,0.17,0.79,0.09,.,1.05,10020,73236,8976,0,92232,0.17,0.79,0.09,.,1.05,98,1086,168,0,1352,19,217,34,0,270,98,1086,168,0,1352,19,217,34,0,270,20,7,7,0,www.ifpower.org
2015,9191,Idaho Power Co,ID,IPCO,40962,49011,65159,0,155132,4.7,5.6,7.4,0,17.7,491548,588137,651595,0,1731280,4.7,5.6,7.4,0,17.7,3668,5207,8365,0,17240,6086,1603,2029,0,9718,44394,26749,56763,0,127906,73686,19765,18945,0,112396,12,12,10,0,https://www.idahopower.com/EnergyEfficiency/reports.cfm
2015,9191,Idaho Power Co,OR,IPCO,1615,881,4903,0,7399,0.2,0.1,0.6,0,0.9,19382,10576,49031,0,78989,0.184,0.101,0.56,0,0.845,104,136,596,0,836,178,85,86,0,349,1461,1276,2708,0,5445,4171,943,904,0,6018,12,12,10,0,https://www.idahopower.com/EnergyEfficiency/reports.cfm
2015,9216,Imperial Irrigation District,CA,IID,6733,1295,.,.,8028,1.7,0.1,.,.,1.8,55450,70324,.,.,125774,1.7,0.1,.,.,1.8,3109,487,.,.,3596,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,18.3,.,.,
2015,9231,City of Independence - (MO),MO,SWPP,93,.,.,.,93,0.1,.,.,.,0.1,5114,.,.,.,5114,0.307,.,.,.,0.307,12,.,.,.,12,49,.,.,.,49,12,.,.,.,12,49,.,.,.,49,15.22,.,.,.,
2015,9234,Indiana Municipal Power Agency,IN,MISO,22,1548,578,.,2148,0.007,0.319,0.096,.,0.422,110,7740,2890,.,10740,0.007,0.319,0.096,.,0.422,1.775,48.901,37.74,.,88.416,23,0,0,.,23,1.775,48.901,37.74,.,88.416,23,0,0,.,23,5,5,5,.,
2015,9267,"Hoosier Energy R E C, Inc",IN,MISO,20760,27259,.,.,48019,7.61,3.01,.,.,10.62,20620,8021,.,.,28641,8.297,0.874,.,.,9.171,2754,411,.,.,3165,.,.,.,.,0,18568,2130,.,.,20698,.,.,.,.,0,16.577,16.085,.,.,
2015,9273,Indianapolis Power & Light Co,IN,MISO,84499,49355,.,.,133854,14,6,.,.,20,390842,604252,.,.,995094,14,6,.,.,20,3303,2571,.,.,5874,5684,4313,.,.,9997,3303,2571,.,.,5874,5684,4313,.,.,9997,4.63,12.24,.,.,
2015,9275,Indianola Municipal Utilities,IA,MISO,169,122,.,.,291,0.2,0,.,.,0.2,2403,1217,.,.,3620,0.2,0,.,.,0.2,17,8,.,.,25,10,7,.,.,17,17,8,.,10,35,7,.,.,.,7,14,10,.,.,
2015,9286,Illinois Municipal Elec Agency,IL,MISO,508,.,3879,.,4387,0,.,0.5,.,0.5,2032,.,15516,.,17548,0,.,0.5,.,0.5,15,.,550,.,565,42,.,17,.,59,15,.,550,.,565,42,.,17,.,59,4,.,4,.,
2015,9324,Indiana Michigan Power Co,IN,PJM,57608,69567,.,.,127175,13.8,12.3,.,.,26.1,223860,601918,.,.,825778,13.8,12.3,.,.,26.1,1636,3387,.,.,5023,4670,2554,.,.,7224,1636,3387,.,.,5023,4670,2554,.,.,7224,3.9,8.7,.,.,
2015,9324,Indiana Michigan Power Co,MI,PJM,15920,18886,.,.,34806,3.6,4.2,.,.,7.8,186975,296090,.,.,483065,3.6,4.2,.,.,7.8,1235,1213,.,.,2448,1330,1397,.,.,2727,1235,1213,.,.,2448,1330,1397,.,.,2727,11.7,15.7,.,.,
2015,9417,Interstate Power and Light Co,IA,MISO,51515,50179,69440,0,171134,10.3,6.3,9.7,0,26.3,608447,627967,887389,0,2123803,10.3,6.3,9.7,0,26.3,7179,5031,9164,0,21374,4197,1259,2025,0,7481,7179,5031,9164,0,21374,4197,1259,2025,0,7481,11.811,12.515,12.779,0,https://efs.iowa.gov/efs/ShowDocumentSearch.do?searchType=document
2015,9417,Interstate Power and Light Co,MN,MISO,1203,1202,912,0,3317,0.2,0.1,0.1,0,0.4,14209,15039,11659,0,40907,0.2,0.1,0.1,0,0.4,220,76,109,0,405,105,73,66,0,244,220,76,109,0,405,105,73,66,0,244,11.811,12.515,12.779,0,https://efs.iowa.gov/efs/ShowDocumentSearch.do?searchType=document
2015,9576,Jackson County Rural E M C - (IN),IN,MISO,1401,310,.,.,1711,0.4,0.1,.,.,0.5,6409,968,.,.,7377,0.4,0.1,.,.,0.5,409,49,.,.,458,55,10,.,.,65,713,91,.,.,804,332,10,.,.,342,9,9,.,.,
2015,9599,City of Jackson - (MN),MN,MISO,53,161,684,0,898,0,0,0.1,0,0.1,726,2034,8674,.,11434,0,0,0.1,.,0.1,6,6,25,.,37,6,5,22,.,33,6,6,25,.,37,6,5,22,.,33,13.7,13,13,.,www.brightenergysolutions.com
2015,9601,Jackson Electric Member Corp - (GA),GA,SOCO,8574,88,126,.,8788,0,0,0,.,0,78362,440,630,.,79432,0,0,0,.,0,1278,0,0,.,1278,0,0,0,.,0,1278,0,0,.,1278,0,0,0,.,0,9.67,5,5,.,www.jacksonemc.com/energyfit
2015,9617,JEA,FL,JEA,17052,16702,.,.,33754,3.5,1.5,.,.,5,147497,205600,.,.,353097,3.5,1.5,.,.,5,740,836,.,.,1576,2221,1534,.,.,3755,740,836,.,.,1576,2221,1534,.,.,3755,8.65,12.31,.,.,
2015,9645,Jamestown Board of Public Util,NY,NYIS,130,944,752,0,1826,0,0.1,0.1,0,0.2,2517,4644,4757,0,11918,0.3,0.6,0.5,0,1.4,68,152,102,0,322,7,6,6,0,19,68,152,102,0,322,7,6,6,0,19,10,5,5,0,
2015,9689,Jefferson Electric Member Corp,GA,SOCO,2420,.,414,.,2834,.,.,.,.,.,12989,.,3776,.,16765,.,.,.,.,.,.,.,.,.,.,86,.,1,.,87,.,.,.,.,.,619,.,37,.,656,8,.,19,.,
2015,9726,Jersey Central Power & Lt Co,NJ,PJM,858,0,0,0,858,0.2,0,0,0,0.2,7553,0,0,0,7553,0.2,0,0,0,0.2,2307,0,0,0,2307,424,0,0,0,424,2307,0,0,0,2307,424,0,0,0,424,8.807,0,0,0,http://www.njcleanenergy.com/library
2015,9734,City of Jewett City - (CT),CT,ISNE,1,102,0,0,103,0,0,0,0,0,13,1331,0,0,1344,0,0,0,0,0,1,80,0,0,81,0,0,0,0,0,1,80,0,0,81,0,0,0,0,0,10.6,13,0,0,
2015,9750,Jo-Carroll Energy Coop Inc,IL,MISO,345,462,.,.,807,0.1,0,.,.,0.1,5590,6571,.,.,12161,1.6,0,.,.,1.6,24,27,.,.,51,36,6,.,.,42,24,27,.,.,51,36,6,.,.,42,16.203,14.222,.,.,
2015,9778,Johnson County Rural E M C,IN,MISO,2222,.,862,.,3084,0.7,.,0.1,.,0.8,65885,.,68730,.,134615,0.7,.,0.1,.,0.8,194,.,89,.,283,2,.,.,.,2,608,.,298,.,906,35,.,.,.,35,11.48,.,15,.,
2015,9922,Jump River Electric Coop Inc,WI,MISO,262,1,.,.,263,0,0,.,.,0,3723,15,.,.,3738,0,0,.,.,0,45,1,.,.,46,.,.,.,.,.,45,1,.,.,46,.,.,.,.,.,14,15,.,.,
2015,9964,Kenergy Corp,KY,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,1,.,.,.,.,.,1,3,.,.,4,.,.,.,.,
2015,9996,City of Kansas City - (KS),KS,SWPP,327,3,.,.,330,0.6,0.1,.,.,0.7,4587,2423,.,.,7010,2.34,0.32,.,.,2.66,234,1,.,.,235,.,.,.,.,.,234,1,.,.,235,.,.,.,.,.,7,4,.,.,
2015,10000,Kansas City Power & Light Co,KS,SWPP,0,0,.,.,0,0,0,.,.,0,0,0,.,.,0,0,0,.,.,0,0,1,.,.,1,60,10,.,.,70,0,1,.,.,1,60,10,.,.,70,0,0,.,.,www.kcpl.com
2015,10000,Kansas City Power & Light Co,MO,SWPP,30410,54177,0,0,84587,7.6,9.6,0,0,17.2,171064,791525,0,0,962589,7.6,9.6,0,0,17.2,2294,11842,0,0,14136,2495,3064,0,0,5559,2294,11842,0,0,14136,2495,3064,0,0,5558,5.6,14.6,0,0,www.kcpl.com
2015,10005,Kansas Gas & Electric Co,KS,SWPP,27,4,.,.,31,.,.,.,.,.,270,40,.,.,310,.,.,.,.,.,31,5,0,.,36,2,.,.,.,2,31,5,0,.,36,25,4,.,.,29,10,10,.,.,
2015,10066,K C Electric Association,CO,WACM,7,.,6,.,13,.,.,.,.,.,105,.,126,.,231,.,.,.,.,.,5,.,2,.,7,.,.,.,.,.,11,.,2,.,13,.,.,.,.,.,15,.,21,.,
2015,10071,Kauai Island Utility Cooperative,HI,,2664,479,937,.,4080,2.1,0.1,0.1,.,2.3,68321,72913,81575,.,222809,2.6,0.1,0.1,.,2.8,326,59,115,.,500,76,14,27,.,117,326,59,115,.,500,76,14,27,.,117,5.5,9.3,10.4,.,www.kiuc.coop
2015,10171,Kentucky Utilities Co,KY,LGEE,72938,22142,0,0,95080,13.4,7.6,0,0,21,364690,376414,0,0,741104,13.4,7.6,0,0,21,1592,614,0,0,2206,8326,1429,0,0,9755,1592,614,0,0,2206,8326,1429,0,0,9755,5,17,0,0,www.lge-ku.com/ee
2015,10376,Kissimmee Utility Authority,FL,FMPP,145,1700,.,.,1845,0,2.7,.,.,2.7,1944,17025,.,.,18969,0,2.7,.,.,2.7,50,31,.,.,81,.,.,.,.,.,50,31,.,.,81,108,10,.,.,117,13.62,10.01,.,.,
2015,10393,PUD No 1 of Klickitat County,WA,BPAT,239,183,1300,.,1722,.,.,.,.,.,1195,915,6500,.,8610,.,.,.,.,.,51,43,180,.,274,0,0,0,.,0,255,215,900,.,1370,.,.,.,.,.,5,5,5,.,
2015,10454,Kootenai Electric Cooperative,ID,AVA,1911,2416,0,0,4327,0,0,0,0,0,33229,28484,0,0,61713,0,0,0,0,0,371,321,0,0,692,153,133,0,0,286,371,321,0,0,692,153,133,0,0,286,15.72,11.79,0,0,"N/A, We do not report any energy savings numbers on our website, only our rebates and program offerings."
2015,10558,"LaCreek Electric Assn, Inc",SD,WACM,.,.,.,.,0,2.5,.,.,.,2.5,.,.,.,.,0,1.8,.,.,.,1.8,25,.,.,.,25,22,.,.,.,22,25,.,.,.,25,22,.,.,.,22,10,.,.,.,
2015,10595,City of Lake City - (MN),MN,MISO,297,527,527,.,1351,0.1,0.1,0.1,.,0.3,2556,9017,9017,.,20590,0.1,0.1,0.1,.,0.3,34,30,30,.,94,30,10,10,.,50,34,30,30,.,94,30,30,30,.,90,8.6,17.1,17.1,.,
2015,10623,City of Lakeland - (FL),FL,FMPP,2428,.,.,.,2428,1.1,.,.,.,1.1,24644,.,.,.,24644,0.8,.,.,.,0.8,266,.,.,.,266,0,.,.,.,0,266,.,.,.,266,0,.,.,.,0,10.15,.,.,.,www.LakelandElectric.com
2015,10627,Lakeview Light & Power,WA,BPAT,327,2560,.,.,2887,.,.,.,.,.,6499,35355,.,.,41854,.,.,.,.,.,47,206,.,.,253,.,.,.,.,.,47,206,.,.,253,.,.,.,.,.,19.88,13.93,.,0,
2015,10629,City of Lakota - (ND),ND,SWPP,15,171,30,.,216,.,.,.,.,.,173,2071,337,.,2581,.,.,.,.,.,1,16,3,.,20,1,14,2,.,17,1,16,3,.,20,1,14,2,.,17,12,12,12,.,
2015,10704,City of Lansing - (MI),MI,MISO,6812,17503,5834,.,30149,.,.,.,.,.,64036,161556,53852,.,279444,.,.,.,.,.,479,805,268,.,1552,887,1082,361,0,2330,479,805,268,.,1552,887,1082,361,0,2330,9.4,9.23,9.23,.,
2015,10724,Lassen Municipal Utility District,CA,CISO,197,68,.,.,265,0,0,.,.,0,1552,880,.,.,2432,0.3,0.2,.,.,0.5,165,8,.,.,173,33,19,.,.,52,165,8,.,.,173,33,19,.,.,52,7.878,12.941,.,.,
2015,10769,City of Laurens - (IA),IA,SWPP,27,40,162,0,229,0,0,0,0,0,491,523,1619,0,2633,0,0,0,0,0,12,8,6,0,26,0,0,2,0,2,12,8,6,0,26,0,0,2,0,3,18,13,10,0,
2015,10857,"Lee County Electric Coop, Inc",FL,FPL,586,45,.,.,631,0.1,0,.,.,0.1,4688,315,.,.,5003,0.1,0,.,.,0.1,0,0,.,.,0,248,284,.,.,532,0,0,.,.,0,248,284,.,.,532,8,7,.,.,
2015,10908,City of Lenox - (IA),IA,MISO,11,39,.,.,50,0,0,.,.,0,222,790,.,.,1012,0,0,.,.,0,2,3,.,.,5,0,2,.,.,2,2,3,.,.,5,0,2,.,.,2,20,20,.,.,
2015,10944,PUD No 1 of Lewis County,WA,BPAT,2291,1920,2315,.,6526,0.3,0.2,0.3,.,0.8,35509,22069,22998,.,80576,0.569,1.313,0.859,.,2.741,369,336,594,.,1299,144,72,24,.,240,369,336,594,0,1299,144,72,24,0,240,23.92,12.64,10,.,
2015,10967,City of Lexington - (NE),NE,SWPP,117,611,37,0,765,0,0.1,0,0,0.1,1944,6729,561,0,9234,0,0.1,0,0,0.1,21,42,3,0,66,8,5,4,0,17,21,42,3,0,66,8,5,4,0,17,16.67,11.01,14.98,0,
2015,11018,Lincoln Electric System,NE,SWPP,1395,7705,11738,0,20838,0.5,2.7,3.2,0,6.4,13950,77050,117380,0,208380,0.5,2.7,3.2,0,6.4,628,1372,1823,0,3823,.,.,.,.,.,628,1372,1823,0,3823,.,.,.,.,.,10,10,10,0,
2015,11022,"Lincoln Electric Coop, Inc",MT,BPAT,842,46,.,.,888,.,.,.,.,.,1298,160,.,.,1458,.,.,.,.,.,187,10,.,.,197,45,5,.,.,50,187,10,.,.,197,45,5,.,.,50,12,12,.,.,
2015,11064,Litchfield Public Utilities,MN,MISO,299,606,606,.,1511,0.1,0.1,0.1,.,0.3,2572,10370,10370,.,23312,0.1,0.1,0.1,.,0.3,27,48,48,.,123,34,9,9,.,52,27,48,48,.,123,34,9,9,.,52,8.6,17.1,17.1,.,www.MNCIPdata.com
2015,11124,City of Lodi - (CA),CA,CISO,242,1015,928,.,2185,0.1,0.1,0.1,.,0.3,3730,12937,11831,.,28498,0.1,0.1,0.1,.,0.3,141,120,73,.,334,30,30,30,.,90,141,120,73,.,334,30,30,30,.,90,15.41,15,15,.,www.lodielectric.com 
2015,11135,City of Logan - (UT),UT,PACE,56,1034,341,.,1431,.,0.3,0.1,.,0.4,664,10340,3415,.,14419,.,0.19,0.7,.,0.89,2,152,51,.,205,1,5,2,.,8,2,152,51,.,205,1,5,2,.,8,13.36,10,10,.,http://www.loganutah.org/LP/Conservation/
2015,11171,Long Island Power Authority,NY,NYIS,182647,105246,0,0,287893,28.1,21.9,0,0,50,1395162,1672872,0,0,3068034,26.5,21.9,0,0,48.4,15842,29345,0,0,45187,18828,6397,0,0,25225,15842,29345,0,0,45187,18828,6397,0,0,25225,7.64,15.89,.,.,http://www.psegliny.com
2015,11187,City of Longmont,CO,PSCO,437,2681,.,.,3118,0.1,0.5,.,.,0.6,3075,29310,.,.,32385,10,0.5,.,.,10.5,137,795,.,.,932,99,123,.,.,222,137,795,.,.,932,99,123,.,.,222,7.031,10.934,.,.,https://www.prpa.org/financial-information and https://www.longmontcolorado.gov/departments/departments-e-m/longmont-power-communications/electric-service
2015,11208,Los Angeles Department of Water & Power,CA,LDWP,32873,263506,0,0,296379,9,30,0,0,39,584808,4222794,0,0,4807602,9,30,0,0,39,20924,15484,0,0,36408,3502,38662,0,0,42164,20924,15484,0,0,36408,3502,38662,0,0,42164,12.41,16.03,0,0,
2015,11241,Entergy Louisiana LLC,LA,MISO,10320,7763,.,.,18083,.,.,.,.,.,138801,103636,.,.,242437,.,.,.,.,.,1184,1184,.,.,2368,1576,1176,.,.,2752,1184,1184,.,.,2368,1576,1176,.,.,2752,13.45,13.35,.,.,www.entergysolutionsla.com
2015,11249,Louisville Gas & Electric Co,KY,LGEE,39226,24784,0,0,64010,17.1,12.3,0,0,29.4,1273285,6833813,0,0,8107098,17.1,12.3,0,0,29.4,4130,886,0,0,5016,9657,1545,0,0,11202,4130,886,0,0,5016,9657,1545,0,0,11202,5,17,0,0,www.lge-ku.com/ee
2015,11250,Loup Valleys Rural P P D,NE,SWPP,82,52,2,.,136,.,.,.,.,.,1572,696,26,.,2294,.,.,.,.,.,14,8,0,.,22,4,3,2,.,9,14,8,0,.,22,4,3,2,.,9,19.11,13.45,11,.,
2015,11251,Loup River Public Power Dist,NE,SWPP,807,317,3393,.,4517,0,0,0,.,0,15065,2518,25220,.,42803,0,0,0,.,0,114,21,114,.,249,46,28,26,.,100,114,21,114,.,249,46,28,26,.,100,19,8,7,.,
2015,11256,City of Loveland - (CO),CO,PSCO,5099,2828,.,.,7927,0.6,0.4,.,.,1,6601,31107,.,.,37708,0.6,0.4,.,.,1,148,743,.,.,891,77,53,.,.,130,148,743,.,.,891,77,53,.,.,131,1.295,11,.,.,
2015,11291,Lumbee River Elec Member Corp,NC,CPLE,467,0,.,.,467,.,.,.,.,.,13635,0,.,.,13635,.,.,.,.,.,26,0,.,.,26,45,0,.,.,45,26,0,.,.,26,45,0,.,.,45,29.2,0,.,.,
2015,11298,Lyon Rural Electric Coop,IA,SWPP,193,1,.,.,194,0,0,.,.,0,3947,9,.,.,3956,1,0,.,.,1,53,6,.,.,59,5,0,.,.,5,53,6,.,.,59,5,0,.,.,5,17.57,9,.,.,
2015,11332,City of Luverne - (MN),MN,SWPP,321,297,363,0,981,0,0.1,0.1,0,0.2,3254,3531,4316,0,11101,0,0.1,0.1,0,0.2,29,34,42,0,105,26,30,37,0,93,29,34,42,0,105,26,30,37,0,93,10.1,11.9,11.9,0,
2015,11475,City of Madison - (SD),SD,MISO,15,0,0,0,15,1,0,0,0,1,376,0,0,0,376,1.03,0,0,0,1.03,4,0,0,0,4,0,0,0,0,0,21,0,0,0,21,0,0,0,0,0,11.86,0,0,0,
2015,11501,Magic Valley Electric Coop Inc,TX,ERCO,80,.,.,.,80,.,.,.,.,.,800,.,.,.,800,.,.,.,.,.,35,.,.,.,35,.,.,.,.,.,35,.,.,.,35,.,.,.,.,.,10,.,.,.,
2015,11568,Town of Manilla - (IA),IA,MISO,47,1,.,.,48,.,.,.,.,.,504,20,.,.,524,.,.,.,.,.,3,0,.,.,3,2,0,.,.,2,3,1,.,.,4,2,1,.,.,3,10,16,16,.,mres.com
2015,11571,Manitowoc Public Utilities,WI,MISO,9,0,0,0,9,0.1,0,0,0,0.1,9,0,0,0,9,0.1,0,0,0,0.1,10,0,0,0,10,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,1,.,.,.,
