|Utility Characteristics..Year|,|Utility Characteristics..State|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..BA Code|,|Photovoltaic.Capacity MW.Type|,|Photovoltaic.Capacity MW.Residential|,|Photovoltaic.Capacity MW.Commercial|,|Photovoltaic.Capacity MW.Industrial|,|Photovoltaic.Capacity MW.Transportation|,|Photovoltaic.Capacity MW.Total|,|Photovoltaic.Customers.Residential|,|Photovoltaic.Customers.Commercial|,|Photovoltaic.Customers.Industrial|,|Photovoltaic.Customers.Transportation|,|Photovoltaic.Customers.Total|,|Photovoltaic.Storage Capacity (MW).Residential|,|Photovoltaic.Storage Capacity (MW).Commercial|,|Photovoltaic.Storage Capacity (MW).Industrial|,|Photovoltaic.Storage Capacity (MW).Transportation|,|Photovoltaic.Storage Capacity (MW).Total|,|Photovoltaic.Storage Customers.Residential|,|Photovoltaic.Storage Customers.Commercial|,|Photovoltaic.Storage Customers.Industrial|,|Photovoltaic.Storage Customers.Transportation|,|Photovoltaic.Storage Customers.Total|,|Photovoltaic.Virtual Capacity (MW).Residential|,|Photovoltaic.Virtual Capacity (MW).Commercial|,|Photovoltaic.Virtual Capacity (MW).Industrial|,|Photovoltaic.Virtual Capacity (MW).Transportation|,|Photovoltaic.Virtual Capacity (MW).Total|,|Photovoltaic.Virtual Customers.Residential|,|Photovoltaic.Virtual Customers.Commercial|,|Photovoltaic.Virtual Customers.Industrial|,|Photovoltaic.Virtual Customers.Transportation|,|Photovoltaic.Virtual Customers.Total|,|Photovoltaic.Energy Sold Back MWh.Residential|,|Photovoltaic.Energy Sold Back MWh.Commercial|,|Photovoltaic.Energy Sold Back MWh.Industrial|,|Photovoltaic.Energy Sold Back MWh.Transportation|,|Photovoltaic.Energy Sold Back MWh.Total|,|Wind.Capacity MW.Residential|,|Wind.Capacity MW.Commercial|,|Wind.Capacity MW.Industrial|,|Wind.Capacity MW.Transportation|,|Wind.Capacity MW.Total|,|Wind.Customers.Residential|,|Wind.Customers.Commercial|,|Wind.Customers.Industrial|,|Wind.Customers.Transportation|,|Wind.Customers.Total|,|Wind.Energy Sold Back MWh.Residential|,|Wind.Energy Sold Back MWh.Commercial|,|Wind.Energy Sold Back MWh.Industrial|,|Wind.Energy Sold Back MWh.Transportation|,|Wind.Energy Sold Back MWh.Total|,|Other.Capacity MW.Residential|,|Other.Capacity MW.Commercial|,|Other.Capacity MW.Industrial|,|Other.Capacity MW.Transportation|,|Other.Capacity MW.Total|,|Other.Customers.Residential|,|Other.Customers.Commercial|,|Other.Customers.Industrial|,|Other.Customers.Transportation|,|Other.Customers.Total|,|Other.Energy Sold Back MWh.Residential|,|Other.Energy Sold Back MWh.Commercial|,|Other.Energy Sold Back MWh.Industrial|,|Other.Energy Sold Back MWh.Transportation|,|Other.Energy Sold Back MWh.Total|,|All Technologies.Capacity MW.Residential|,|All Technologies.Capacity MW.Commercial|,|All Technologies.Capacity MW.Industrial|,|All Technologies.Capacity MW.Transportation|,|All Technologies.Capacity MW.Total|,|All Technologies.Customers.Residential|,|All Technologies.Customers.Commercial|,|All Technologies.Customers.Industrial|,|All Technologies.Customers.Transportation|,|All Technologies.Customers.Total|,|All Technologies.Energy Sold Back MWh.Residential|,|All Technologies.Energy Sold Back MWh.Commercial|,|All Technologies.Energy Sold Back MWh.Industrial|,|All Technologies.Energy Sold Back MWh.Transportation|,|..Total|
2018,MN,691,City of Anoka,MISO,AC,0.008,.,.,.,0.008,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10.542,.,.,.,10.542,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.008,0.000,0.000,0.000,0.008,2,0,0,0,2,10.542,0.000,0.000,0.000,10.542
2018,MN,887,"Arrowhead Electric Coop, Inc",MISO,AC,0.163,0.037,.,.,0.200,34,4,.,.,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,91.203,9.925,.,.,101.128,0.003,.,.,.,0.003,1,.,.,.,1,0.031,.,.,.,0.031,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.166,0.037,0.000,0.000,0.203,35,4,0,0,39,91.234,9.925,0.000,0.000,101.159
2018,MN,1009,City of Austin - (MN),MISO,DC,0.052,0.088,.,.,0.140,10,9,.,.,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.898,1.079,.,.,2.977,.,0.039,.,.,0.039,.,1,.,.,1,.,27.792,.,.,27.792,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.052,0.127,0.000,0.000,0.179,10,10,0,0,20,1.898,28.871,0.000,0.000,30.769
2018,MN,1529,"Beltrami Electric Coop, Inc",MISO,DC,0.341,0.189,.,.,0.530,34,6,.,.,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,147.188,21.760,.,.,168.948,0.013,0.000,.,.,0.013,2,0,.,.,2,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.354,0.189,0.000,0.000,0.543,36,6,0,0,42,147.188,21.760,0.000,0.000,168.948
2018,MN,1884,BENCO Electric Cooperative,MISO,AC,0.426,.,.,.,0.426,29,.,.,.,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.329,0.200,.,.,0.529,13,5,.,.,18,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.755,0.200,0.000,0.000,0.955,42,5,0,0,47,0.000,0.000,0.000,0.000,0.000
2018,MN,2316,Brown County Rural Elec Assn,MISO,AC,0.208,0.278,0.030,.,0.516,16,6,1,.,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.085,0.020,.,.,0.105,5,1,.,.,6,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.293,0.298,0.030,0.000,0.621,21,7,1,0,29,0.000,0.000,0.000,0.000,0.000
2018,MN,3400,City of Chaska - (MN),MISO,AC,0.014,0.045,.,.,0.059,3,2,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.000,22.000,.,.,29.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.014,0.045,0.000,0.000,0.059,3,2,0,0,5,7.000,22.000,0.000,0.000,29.000
2018,MN,3764,Clearwater-Polk Elec Coop Inc,MISO,AC,0.030,0.136,.,.,0.166,5,6,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9.956,17.137,.,.,27.093,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.030,0.136,0.000,0.000,0.166,5,6,0,0,11,9.956,17.137,0.000,0.000,27.093
2018,MN,4346,Cooperative L&P Assn Lake County,MISO,AC,0.078,0.047,0.000,.,0.125,20,4,.,.,24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18.900,49.000,.,.,67.900,0.036,0.010,.,.,0.046,5,1,.,.,6,1.270,0.000,.,.,1.270,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.114,0.057,0.000,0.000,0.171,25,5,0,0,30,20.170,49.000,0.000,0.000,69.170
2018,MN,4577,Crow Wing Cooperative Power & Light Comp,MISO,AC,0.245,0.228,.,.,0.473,32,15,.,.,47,.,.,.,.,0.000,.,.,.,.,0,0.081,.,.,.,0.081,60,.,.,.,60,236.940,102.030,.,.,338.970,0.096,0.010,.,.,0.106,5,1,.,.,6,12.650,5.000,.,.,17.650,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.422,0.238,0.000,0.000,0.660,97,16,0,0,113,249.590,107.030,0.000,0.000,356.620
2018,MN,5111,City of Detroit Lakes - (MN),MISO,AC,0.004,.,.,.,0.004,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,0.000,.,0.004,.,.,0.004,.,1,.,.,1,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.004,0.004,0.000,0.000,0.008,1,1,0,0,2,0.000,0.000,0.000,0.000,0.000
2018,MN,5574,East Central Energy,MISO,AC,0.987,0.149,0.000,0.000,1.136,91,11,0,0,102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,279.179,17.666,0.000,0.000,296.845,0.145,0.084,0.000,0.000,0.229,8,4,0,0,12,7.082,8.785,0.000,0.000,15.867,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.132,0.233,0.000,0.000,1.365,99,15,0,0,114,286.261,26.451,0.000,0.000,312.712
2018,MN,5773,City of Elk River,MISO,AC,0.056,.,.,.,0.056,6,.,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.030,.,.,.,0.030,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.086,0.000,0.000,0.000,0.086,8,0,0,0,8,0.000,0.000,0.000,0.000,0.000
2018,MN,6258,Federated Rural Electric Assn,MISO,AC,.,0.369,.,.,0.369,.,10,.,.,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,0.150,.,.,0.150,.,4,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.519,0.000,0.000,0.519,0,14,0,0,14,0.000,0.000,0.000,0.000,0.000
2018,MN,6782,Freeborn-Mower Coop Services,MISO,AC,0.704,0.463,.,.,1.167,32,14,.,.,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,529.405,306.618,.,.,836.023,0.198,0.117,.,.,0.315,9,3,.,.,12,269.764,206.280,.,.,476.044,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.902,0.580,0.000,0.000,1.482,41,17,0,0,58,799.169,512.898,0.000,0.000,"1,312.067"
2018,MN,7292,Glencoe Light & Power Comm,MISO,AC,0.019,0.040,.,.,0.059,4,1,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10.475,28.400,.,.,38.875,0.002,.,.,.,0.002,1,.,.,.,1,0.002,.,.,.,0.002,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.021,0.040,0.000,0.000,0.061,5,1,0,0,6,10.477,28.400,0.000,0.000,38.877
2018,MN,7460,Goodhue County Coop Elec Assn,MISO,AC,0.374,.,.,.,0.374,27,.,.,.,27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30.436,.,.,.,30.436,0.092,.,.,.,0.092,3,.,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.466,0.000,0.000,0.000,0.466,30,0,0,0,30,30.436,0.000,0.000,0.000,30.436
2018,MN,7489,Grand Rapids Public Util Comm,MISO,AC,0.027,0.098,0.000,0.000,0.125,6,3,0,0,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.000,0.100,.,.,1.100,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.027,0.098,0.000,0.000,0.125,6,3,0,0,9,1.000,0.100,0.000,0.000,1.100
2018,MN,8319,Heartland Power Coop,MISO,DC,0.008,.,.,.,0.008,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5.400,.,.,.,5.400,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.008,0.000,0.000,0.000,0.008,1,0,0,0,1,5.400,0.000,0.000,0.000,5.400
2018,MN,8543,Hibbing Public Utilities Comm,MISO,AC,0.000,0.050,0.000,.,0.050,0,4,0,.,4,.,.,.,.,0.000,.,.,.,.,0,.,0.000,.,.,0.000,.,.,.,.,0,.,17.325,.,.,17.325,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.050,0.000,0.000,0.050,0,4,0,0,4,0.000,17.325,0.000,0.000,17.325
2018,MN,9475,Itasca-Mantrap Co-op Electrical Assn,MISO,AC,0.077,0.005,.,.,0.082,14,1,.,.,15,.,.,.,.,0.000,.,.,.,.,0,0.046,.,.,.,0.046,47,.,.,.,47,.,.,.,.,0.000,0.040,0.020,.,.,0.060,2,1,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.163,0.025,0.000,0.000,0.188,63,2,0,0,65,0.000,0.000,0.000,0.000,0.000
2018,MN,9991,Kandiyohi Power Coop,MISO,AC,0.207,.,.,.,0.207,22,.,.,.,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.175,.,.,.,0.175,7,.,.,.,7,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.382,0.000,0.000,0.000,0.382,29,0,0,0,29,0.000,0.000,0.000,0.000,0.000
2018,MN,10596,City of Lake Crystal - (MN),MISO,AC,0.013,.,.,.,0.013,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.013,0.000,0.000,0.000,0.013,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000
2018,MN,10618,Lake Region Electric Cooperative - (MN),MISO,AC,0.250,.,.,.,0.250,22,.,.,.,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,231.130,.,.,.,231.130,0.219,0.040,.,.,0.259,18,1,.,.,19,32.559,50.960,.,.,83.519,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.469,0.040,0.000,0.000,0.509,40,1,0,0,41,263.689,50.960,0.000,0.000,314.649
2018,MN,10697,Lake Country Power,MISO,AC,0.380,0.105,.,.,0.485,67,7,.,.,74,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.038,.,.,.,0.038,10,.,.,.,10,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.418,0.105,0.000,0.000,0.523,77,7,0,0,84,0.000,0.000,0.000,0.000,0.000
2018,MN,10814,City of Le Sueur - (MN),MISO,AC,0.030,0.072,.,.,0.102,2,2,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.838,.,.,.,4.838,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.030,0.072,0.000,0.000,0.102,2,2,0,0,4,4.838,0.000,0.000,0.000,4.838
2018,MN,11345,"Lyon-Lincoln Electric Cooperative, Inc.",SWPP,AC,0.103,.,.,.,0.103,5,.,.,.,5,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0,.,.,.,0,24.905,.,.,.,24.905,0.132,.,.,.,0.132,5,.,.,.,5,52.114,.,.,.,52.114,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0.235,0.000,0.000,0.000,0.235,10,0,0,0,10,77.019,0.000,0.000,0.000,77.019
2018,MN,11731,City of Marshall - (MN),MISO,AC,0.016,0.179,.,.,0.195,5,3,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68.250,.,.,68.250,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.016,0.179,0.000,0.000,0.195,5,3,0,0,8,0.000,68.250,0.000,0.000,68.250
2018,MN,11910,McLeod Cooperative Power Assn,MISO,AC,0.190,.,.,.,0.190,11,.,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83.720,.,.,.,83.720,0.378,.,.,.,0.378,12,.,.,.,12,241.400,.,.,.,241.400,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.568,0.000,0.000,0.000,0.568,23,0,0,0,23,325.120,0.000,0.000,0.000,325.120
2018,MN,12227,Meeker Coop Light & Power Assn,MISO,DC,0.536,.,.,.,0.536,23,.,.,.,23,0.000,.,.,.,0.000,0,.,.,.,0,0.039,.,.,.,0.039,47,.,.,.,47,463.020,.,.,.,463.020,0.030,.,.,.,0.030,2,.,.,.,2,2.350,.,.,.,2.350,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0.605,0.000,0.000,0.000,0.605,72,0,0,0,72,465.370,0.000,0.000,0.000,465.370
2018,MN,12546,Mille Lacs Energy Cooperative,MISO,AC,0.103,0.014,.,.,0.117,12,3,.,.,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30.887,0.000,.,.,30.887,.,0.001,.,.,0.001,.,1,.,.,1,.,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.103,0.015,0.000,0.000,0.118,12,4,0,0,16,30.887,0.000,0.000,0.000,30.887
2018,MN,12647,"ALLETE, Inc.",MISO,AC,1.344,2.252,0.002,.,3.598,194,66,1,.,261,.,.,.,.,0.000,.,.,.,.,0,0.520,0.520,.,.,1.040,97,2,.,.,99,483.449,294.957,0.000,.,778.406,0.082,0.093,.,.,0.175,8,7,.,.,15,1.700,10.554,.,.,12.254,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.946,2.865,0.002,0.000,4.813,299,75,1,0,375,485.149,305.511,0.000,0.000,790.660
2018,MN,12651,Minnesota Valley Electric Coop,MISO,AC,0.474,0.058,.,.,0.532,37,3,.,.,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,474.346,55.837,.,.,530.183,0.124,0.120,.,.,0.244,6,3,.,.,9,103.605,40.436,.,.,144.041,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.598,0.178,0.000,0.000,0.776,43,6,0,0,49,577.951,96.273,0.000,0.000,674.224
2018,MN,12894,City of Moorhead - (MN),SWPP,AC,0.015,0.026,0.195,.,0.236,3,3,1,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.098,0.000,227.000,.,227.098,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.015,0.026,0.195,0.000,0.236,3,3,1,0,7,0.098,0.000,227.000,0.000,227.098
2018,MN,12897,Moose Lake Water & Light Comm,MISO,AC,0.006,.,.,.,0.006,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.006,0.000,0.000,0.000,0.006,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000
2018,MN,12900,City of Mora - (MN),MISO,AC,0.016,0.013,.,.,0.029,1,1,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16.280,14.080,.,.,30.360,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.016,0.013,0.000,0.000,0.029,1,1,0,0,2,16.280,14.080,0.000,0.000,30.360
2018,MN,13488,New Ulm Public Utilities Comm,MISO,DC,0.043,0.087,0.000,0.000,0.130,5,4,0,0,9,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,31.162,29.740,0.000,0.000,60.902,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.043,0.087,0.000,0.000,0.130,5,4,0,0,9,31.162,29.740,0.000,0.000,60.902
2018,MN,13684,Nobles Cooperative Electric,MISO,AC,0.132,.,0.040,.,0.172,8,.,1,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,88.822,.,2.850,.,91.672,0.101,.,.,.,0.101,6,.,.,.,6,125.633,.,.,.,125.633,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.233,0.000,0.040,0.000,0.273,14,0,1,0,15,214.455,0.000,2.850,0.000,217.305
2018,MN,13731,"North Star Electric Coop, Inc",MISO,AC,0.020,.,.,.,0.020,3,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.020,0.000,0.000,0.000,0.020,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000
2018,MN,13781,Northern States Power Co - Minnesota,MISO,DC,19.087,16.966,8.121,.,44.174,"2,595",632,168,.,"3,395",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,19.087,16.966,8.121,0.000,44.174,"2,595",632,168,0,"3,395",0.000,0.000,0.000,0.000,0.000
2018,MN,14232,Otter Tail Power Co,MISO,AC,0.142,0.339,0.000,0.000,0.481,19,21,0,0,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,93.683,105.991,.,.,199.674,0.083,0.253,0.000,0.000,0.336,4,10,0,0,14,0.327,20.669,0.000,0.000,20.996,0.000,0.035,0.000,0.000,0.035,0,1,0,0,1,0.000,0.022,0.000,0.000,0.022,0.225,0.627,0.000,0.000,0.852,23,32,0,0,55,94.010,126.682,0.000,0.000,220.692
2018,MN,14246,City of Owatonna - (MN),MISO,DC,0.053,.,.,.,0.053,6,.,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.855,.,.,.,1.855,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.053,0.000,0.000,0.000,0.053,6,0,0,0,6,1.855,0.000,0.000,0.000,1.855
2018,MN,14468,People's Cooperative Services,MISO,AC,0.718,0.670,0.000,0.000,1.388,62,26,0,0,88,.,.,.,.,0.000,.,.,.,.,0,0.250,.,.,.,0.250,120,.,.,.,120,849.820,466.420,.,.,"1,316.240",0.055,0.099,.,.,0.154,3,4,.,.,7,20.342,78.155,.,.,98.497,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.023,0.769,0.000,0.000,1.792,185,30,0,0,215,870.162,544.575,0.000,0.000,"1,414.737"
2018,MN,15750,Redwood Electric Coop,MISO,AC,0.108,0.034,.,.,0.142,12,1,.,.,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75.381,29.760,.,.,105.141,0.109,0.051,.,.,0.160,8,2,.,.,10,27.775,0.000,.,.,27.775,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.217,0.085,0.000,0.000,0.302,20,3,0,0,23,103.156,29.760,0.000,0.000,132.916
2018,MN,15793,Redwood Falls Public Util Comm,MISO,AC,.,0.090,.,.,0.090,.,2,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.090,0.000,0.000,0.090,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000
2018,MN,15845,Renville-Sibley Coop Pwr Assn,MISO,AC,0.443,0.354,.,.,0.797,17,12,.,.,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,101.837,83.927,.,.,185.764,0.020,0.040,.,.,0.060,1,1,.,.,2,0.000,45.340,.,.,45.340,0.005,.,.,.,0.005,1,.,.,.,1,4.307,.,.,.,4.307,0.468,0.394,0.000,0.000,0.862,19,13,0,0,32,106.144,129.267,0.000,0.000,235.411
2018,MN,16181,Rochester Public Utilities,MISO,AC,0.615,0.126,.,.,0.741,88,6,.,.,94,.,.,.,.,0.000,.,.,.,.,0,0.286,.,.,.,0.286,208,.,.,.,208,778.835,52.893,.,.,831.728,0.003,.,.,.,0.003,1,.,.,.,1,0.115,.,.,.,0.115,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.904,0.126,0.000,0.000,1.030,297,6,0,0,303,778.950,52.893,0.000,0.000,831.843
2018,MN,16284,"Roseau Electric Coop, Inc",MISO,AC,0.013,0.000,0.000,0.000,0.013,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.013,0.000,0.000,0.000,0.013,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000
2018,MN,16368,Runestone Electric Assn,MISO,DC,0.222,.,.,.,0.222,17,.,.,.,17,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,134.940,.,.,.,134.940,0.197,0.039,.,.,0.236,10,1,.,.,11,96.990,27.680,.,.,124.670,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.419,0.039,0.000,0.000,0.458,27,1,0,0,28,231.930,27.680,0.000,0.000,259.610
2018,MN,16679,City of Sauk Centre - (MN),MISO,,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,0.095,.,.,0.095,.,1,.,.,1,.,29.300,.,.,29.300,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.095,0.000,0.000,0.095,0,1,0,0,1,0.000,29.300,0.000,0.000,29.300
2018,MN,16971,Shakopee Public Utilities Comm,MISO,AC,0.167,0.092,.,.,0.259,28,8,.,.,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.167,0.092,0.000,0.000,0.259,28,8,0,0,36,0.000,0.000,0.000,0.000,0.000
