|Utility Characteristics.Year|,|Utility Characteristics.State|,|Utility Characteristics.Utility Number|,|Utility Characteristics.Utility Name|,|Utility Characteristics.BA_CODE|,|Number and Capacity (MW).Number of Generators|,|Number and Capacity (MW).Total Capacity|,|Number and Capacity (MW).Capacity Back-up Only|,|Number and Capacity (MW).Capacity Utility Owned|,|Photovoltaic.Type|,|Photovoltaic.Residential|,|Photovoltaic.Commercial|,|Photovoltaic.Industrial|,|Photovoltaic.Transportation|,|Photovoltaic.Direct Connected|,|Photovoltaic.Total|,|Storage.Residential|,|Storage.Commercial|,|Storage.Industrial|,|Storage.Transportation|,|Storage.Direct Connected|,|Storage.Total|,|Wind.Residential|,|Wind.Commercial|,|Wind.Industrial|,|Wind.Transportation|,|Wind.Direct Connected|,|Wind.Total|,|Hydroelectric.Residential|,|Hydroelectric.Commercial|,|Hydroelectric.Industrial|,|Hydroelectric.Transportation|,|Hydroelectric.Direct Connected|,|Hydroelectric.Total|,|Fuel Cells.Residential|,|Fuel Cells.Commercial|,|Fuel Cells.Industrial|,|Fuel Cells.Transportation|,|Fuel Cells.Direct Connected|,|Fuel Cells.Total|,|Internal Combustion.Residential|,|Internal Combustion.Commercial|,|Internal Combustion.Industrial|,|Internal Combustion.Transportation|,|Internal Combustion.Direct Connected|,|Internal Combustion.Total|,|Combustion Turbine.Residential|,|Combustion Turbine.Commercial|,|Combustion Turbine.Industrial|,|Combustion Turbine.Transportation|,|Combustion Turbine.Direct Connected|,|Combustion Turbine.Total|,|Steam.Residential|,|Steam.Commercial|,|Steam.Industrial|,|Steam.Transportation|,|Steam.Direct Connected|,|Steam.Total|,|Other.Residential|,|Other.Commercial|,|Other.Industrial|,|Other.Transportation|,|Other.Direct Connected|,|Other.Total|,|Total.Residential|,|Total.Commercial|,|Total.Industrial|,|Total.Transportation|,|Total.Direct Connected|,|.Total|
2021,GA,4744,Dalton Utilities,SOCO,38,9.330,8.430,1.950,,.,0.100,0.100,.,0.700,0.900,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,6.980,1.450,.,.,8.430,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,7.080,1.550,0.000,0.700,9.330
2021,NE,4911,Dawson Power District,SWPP,1,0.308,.,.,AC,.,0.308,.,.,.,0.308,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.308,0.000,0.000,0.000,0.308
2021,TN,4920,City of Dayton - (TN),TVA,4,0.160,0.000,0.000,AC,0.010,0.150,0.000,0.000,0.000,0.160,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.150,0.000,0.000,0.000,0.160
2021,AL,4958,Decatur Utilities,TVA,3,0.250,0.000,0.000,AC,0.050,0.200,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.200,0.000,0.000,0.000,0.250
2021,NY,5021,Delaware County Elec Coop Inc,NYIS,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,TX,5063,City of Denton - (TX),ERCO,7,0.315,.,.,AC,.,.,0.010,.,.,0.010,.,.,.,.,.,0.000,.,.,0.305,.,.,0.305,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.315,0.000,0.000,0.315
2021,TX,5078,"Denton County Elec Coop, Inc",ERCO,13,11.250,.,.,DC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,11.250,.,.,.,11.250,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,11.250,0.000,0.000,0.000,11.250
2021,CO,5086,Delta Montrose Electric Assn,WACM,3,0.190,.,.,DC,0.190,.,.,.,.,0.190,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.190,0.000,0.000,0.000,0.000,0.190
2021,MI,5109,DTE Electric Company,MISO,38,19.336,.,.,AC,.,1.083,0.750,.,11.967,13.800,.,.,.,.,.,0.000,.,0.195,.,.,.,0.195,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.950,0.376,.,.,1.326,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,1.555,2.460,.,.,4.015,0.000,3.783,3.586,0.000,11.967,19.336
2021,MN,5111,City of Detroit Lakes - (MN),MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,TN,5148,City of Dickson,TVA,31,0.030,0.000,0.000,AC,0.020,0.010,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.010,0.000,0.000,0.000,0.030
2021,TN,5399,Duck River Elec Member Corp,TVA,54,0.757,0.000,0.000,AC,0.363,0.394,0.000,0.000,0.000,0.757,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.363,0.394,0.000,0.000,0.000,0.757
2021,NC,5416,"Duke Energy Carolinas, LLC",DUK,223,22.397,0.000,1.384,AC,0.453,13.039,.,.,.,13.492,0.000,0.000,.,.,.,0.000,0.000,0.038,.,.,.,0.038,0.000,7.400,.,.,.,7.400,0.000,0.000,.,.,.,0.000,0.000,0.000,.,.,.,0.000,0.000,0.870,.,.,.,0.870,0.000,0.000,.,.,.,0.000,0.000,0.597,.,.,.,0.597,0.453,21.944,0.000,0.000,0.000,22.397
2021,SC,5416,"Duke Energy Carolinas, LLC",DUK,17,3.853,0.000,0.000,AC,0.005,1.598,.,.,.,1.603,0.000,0.000,.,.,.,0.000,0.000,0.000,.,.,.,0.000,0.000,2.250,.,.,.,2.250,0.000,0.000,.,.,.,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,.,.,.,0.000,0.005,3.848,0.000,0.000,0.000,3.853
2021,IA,5529,City of Durant - (IA),MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,IL,5531,Enerstar Power Corp,MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,MN,5574,East Central Energy,MISO,3,0.502,0.000,0.000,AC,0.000,0.352,0.000,0.000,0.000,0.352,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.150,0.000,0.000,0.000,0.150,0.000,0.502,0.000,0.000,0.000,0.502
2021,MN,5575,City of East Grand Forks - (MN),MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,MS,5578,East Mississippi Elec Pwr Assn,TVA,2,0.500,0.000,0.000,AC,0.120,0.380,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.120,0.380,0.000,0.000,0.000,0.500
2021,IA,5605,Eastern Iowa Light & Power Coop,MISO,19,0.893,.,.,AC,0.039,0.851,.,.,.,0.890,.,.,.,.,.,0.000,0.003,.,.,.,.,0.003,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.042,0.851,0.000,0.000,0.000,0.893
2021,MI,5630,City of Eaton Rapids - (MI),MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,TN,5763,City of Elizabethton - (TN),TVA,15,0.150,0.000,0.000,AC,0.000,0.150,0.000,0.000,0.000,0.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.150,0.000,0.000,0.000,0.150
2021,WI,5777,City of Elkhorn - (WI),MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,CO,5862,"Empire Electric Assn, Inc",WACM,4,0.532,0.000,0.010,AC,0.010,0.072,.,.,.,0.082,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.450,.,.,.,0.450,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.010,0.522,0.000,0.000,0.000,0.532
2021,VT,5915,Village of Enosburg Falls - (VT),ISNE,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,TN,5961,Town of Erwin - (TN),TVA,4,0.110,0.000,0.000,AC,0.080,0.020,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.080,0.030,0.000,0.000,0.000,0.110
2021,TN,6008,City of Etowah,TVA,4,0.030,0.000,0.000,AC,0.020,0.010,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.010,0.000,0.000,0.000,0.030
2021,OR,6022,City of Eugene - (OR),BPAT,39,2.920,0.000,0.000,AC,0.013,2.107,.,.,.,2.120,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.800,.,.,.,0.800,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.013,2.907,0.000,0.000,0.000,2.920
2021,WI,6043,City of Evansville,MISO,1,0.100,.,0.100,DC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.100,.,.,.,0.100,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.100,0.000,0.000,0.000,0.100
2021,IA,6112,"Farmers Electric Coop, Inc - (IA)",MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,WA,6149,City of Ellensburg - (WA),BPAT,25,5.304,5.000,0.304,AC,.,.,.,.,0.304,0.304,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,5.000,.,.,.,5.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,5.000,0.000,0.000,0.304,5.304
2021,IA,6168,Farmers Electric Coop - (IA),MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,NV,6172,City of Fallon - (NV),NEVP,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,TX,6182,"Farmers Electric Coop, Inc - (TX)",ERCO,4,2.838,.,2.838,AC,.,.,.,.,2.838,2.838,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,2.838,2.838
2021,MO,6205,City of Farmington - (MO),MISO,104,8.966,8.966,0.190,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,1.169,5.797,2.000,.,.,8.966,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,1.169,5.797,2.000,0.000,0.000,8.966
2021,TN,6234,City of Fayetteville,TVA,46,5.618,0.000,0.000,AC,1.819,3.799,0.000,0.000,0.000,5.618,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.819,3.799,0.000,0.000,0.000,5.618
2021,NC,6235,Fayetteville Public Works Commission,CPLE,20,1.471,.,1.280,,0.091,0.880,.,.,.,0.971,.,0.500,.,.,.,0.500,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.091,1.380,0.000,0.000,0.000,1.471
2021,MA,6374,Fitchburg Gas & Elec Light Co,ISNE,52,2.308,.,.,AC,0.448,1.489,.,.,.,1.937,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.371,.,.,.,0.371,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.448,1.860,0.000,0.000,0.000,2.308
2021,SD,6390,City of Flandreau,MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,MT,6395,Flathead Electric Coop Inc,BPAT,2,0.225,.,.,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.225,.,.,.,0.225,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.225,0.000,0.000,0.000,0.225
2021,AL,6422,City of Florence - (AL),TVA,6,0.089,0.000,0.000,AC,0.089,0.000,0.000,0.000,0.000,0.089,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.089,0.000,0.000,0.000,0.000,0.089
2021,KS,6431,"Flint Hills Rural E C A, Inc",SWPP,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,FL,6452,Florida Power & Light Co,FPL,523,204.889,200.530,6.859,AC,.,1.437,.,.,2.216,3.653,.,0.381,.,.,0.075,0.456,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,199.780,1.000,.,.,200.780,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,201.598,1.000,0.000,2.291,204.889
2021,FL,6455,"Duke Energy Florida, LLC",FPC,189,96.924,96.917,0.007,AC,.,0.323,.,.,0.007,0.330,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,95.926,0.668,.,.,96.594,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,96.249,0.668,0.000,0.007,96.924
2021,CO,6604,City of Fort Collins - (CO),PSCO,16,4.870,.,.,DC,.,.,.,.,4.870,4.870,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,4.870,4.870
2021,TN,6608,Fort Loudoun Electric Coop,TVA,50,1.588,0.000,0.000,AC,0.359,0.230,0.000,0.000,0.000,0.589,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.999,0.000,0.000,0.000,0.999,0.359,1.229,0.000,0.000,0.000,1.588
2021,AL,6612,Fort Payne Improvement Authority,TVA,4,0.260,0.000,0.000,AC,0.000,0.260,0.000,0.000,0.000,0.260,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.260,0.000,0.000,0.000,0.260
2021,MS,6641,4-County Electric Power Assn,TVA,21,1.287,0.000,0.000,AC,0.200,0.088,0.000,0.000,0.000,0.288,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.999,0.000,0.000,0.000,0.999,0.200,1.087,0.000,0.000,0.000,1.287
2021,SC,6709,Easley Combined Utility System,DUK,14,12.775,1.875,.,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,1.875,.,.,10.900,12.775,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,1.875,0.000,0.000,10.900,12.775
2021,IA,6722,Franklin Rural Electric Coop - (IA),MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,NC,6784,French Broad Elec Member Corp,CPLE,13,4.774,.,3.000,DC,1.107,0.657,.,.,.,1.764,.,.,.,.,.,0.000,0.003,.,.,.,.,0.003,0.007,.,3.000,.,.,3.007,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,1.117,0.657,3.000,0.000,0.000,4.774
2021,KY,6840,City of Fulton - (KY),TVA,3,0.030,0.000,0.000,AC,0.020,0.010,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.010,0.000,0.000,0.000,0.030
2021,IN,6848,Fulton County Rural E M C,MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,SC,6894,City of Gaffney - (SC),DUK,6,5.900,3.000,2.400,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,5.900,5.900,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,5.900,5.900
2021,FL,6909,Gainesville Regional Utilities,GVL,13,4.100,4.100,2.800,DC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,4.100,.,.,.,4.100,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,4.100,0.000,0.000,0.000,4.100
2021,TN,6923,City of Gallatin - (TN),TVA,7,2.017,0.000,0.000,AC,0.679,0.412,0.000,0.000,0.000,1.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.925,0.000,0.000,0.000,0.925,0.679,1.338,0.000,0.000,0.000,2.017
2021,KS,6965,City of Garnett - (KS),SWPP,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,OH,7004,"Buckeye Power, Inc",PJM,25,2.950,0.000,2.100,DC,.,.,.,.,2.100,2.100,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,0.850,.,.,0.850,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.850,0.000,2.100,2.950
2021,NC,7027,City of Gastonia - (NC),DUK,20,2.328,2.300,0.900,,.,0.628,.,.,.,0.628,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,1.700,.,.,.,1.700,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,2.328,0.000,0.000,0.000,2.328
2021,GA,7090,GreyStone Power Corporation,SOCO,161,86.468,.,.,DC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,6.909,79.559,.,.,86.468,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,6.909,79.559,0.000,0.000,86.468
2021,GA,7140,Georgia Power Co,SOCO,"4,176",278.592,72.700,.,AC,21.520,20.070,144.000,.,.,185.590,.,1.025,.,.,.,1.025,.,.,.,.,.,0.000,.,2.730,0.750,.,0.500,3.980,.,.,.,.,.,0.000,.,82.790,5.207,.,.,87.997,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,21.520,106.615,149.957,0.000,0.500,278.592
2021,KY,7174,Gibson Electric Members Corp,TVA,3,0.091,0.000,0.000,,0.041,0.050,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.050,0.000,0.000,0.000,0.091
