CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE
1320,COOK CO.,EVANSTON,08/02/2015,1353,Hail,1.00 in.,nan
1321,COOK CO.,EVANSTON,08/02/2015,1355,Thunderstorm Wind,60.00 kts.,nan
1322,COOK CO.,EVANSTON,08/02/2015,1356,Hail,1.00 in.,nan
1323,MCLEAN CO.,(BMI)BLOOMNGTN/NORMA,08/02/2015,1505,Hail,1.00 in.,nan
1324,LAKE CO.,ROUND LAKE,08/02/2015,1938,Tornado,,EF1
1325,ROCK ISLAND CO.,BLACKHAWK STATE PARK,08/02/2015,2006,Hail,1.25 in.,nan
1326,ROCK ISLAND CO.,BLACKHAWK STATE PARK,08/02/2015,2007,Hail,1.50 in.,nan
1327,ROCK ISLAND CO.,BLACKHAWK STATE PARK,08/02/2015,2007,Hail,2.00 in.,nan
1328,ROCK ISLAND CO.,COAL VLY,08/02/2015,2015,Hail,1.00 in.,nan
1329,ROCK ISLAND CO.,MILAN,08/02/2015,2015,Hail,1.50 in.,nan
1330,ROCK ISLAND CO.,COAL VLY,08/02/2015,2018,Hail,1.00 in.,nan
1331,MCHENRY CO.,RICHMOND,08/02/2015,2027,Hail,1.00 in.,nan
1332,MCHENRY CO.,GREENWOOD GALT ARPT,08/02/2015,2029,Hail,1.00 in.,nan
1333,MCHENRY CO.,MC HENRY,08/02/2015,2050,Thunderstorm Wind,52.00 kts.,nan
1334,MCHENRY CO.,MC CULLOM LAKE,08/02/2015,2059,Hail,1.25 in.,nan
1335,LAKE CO.,GAGES LAKE,08/02/2015,2100,Thunderstorm Wind,60.00 kts.,nan
1336,MCHENRY CO.,CRYSTAL LAKE,08/02/2015,2106,Hail,1.75 in.,nan
1337,MCHENRY CO.,ALGONQUIN,08/02/2015,2115,Hail,1.50 in.,nan
1338,DE KALB CO.,HART,08/02/2015,2120,Hail,1.25 in.,nan
1339,COOK CO.,BARRINGTON,08/02/2015,2125,Hail,1.25 in.,nan
1340,COOK CO.,BARRINGTON WOODS,08/02/2015,2130,Hail,2.00 in.,nan
1341,COOK CO.,ARLINGTON PARK,08/02/2015,2136,Hail,1.00 in.,nan
1342,KANE CO.,PLATO CORNERS,08/02/2015,2155,Hail,1.75 in.,nan
1343,COOK CO.,GRAYLAND,08/02/2015,2200,Thunderstorm Wind,50.00 kts.,nan
1344,WILL CO.,CRETE,08/02/2015,2225,Thunderstorm Wind,60.00 kts.,nan
1345,COOK CO.,PALOS HILLS,08/02/2015,2243,Hail,1.00 in.,nan
1360,MONROE CO.,VALMEYER,08/09/2015,1845,Thunderstorm Wind,56.00 kts.,nan
1361,RANDOLPH CO.,MENARD,08/09/2015,1939,Thunderstorm Wind,56.00 kts.,nan
1362,WASHINGTON CO.,HOYLETON,08/09/2015,2025,Thunderstorm Wind,61.00 kts.,nan
1364,MCHENRY CO.,LAKE IN THE HILLS,08/10/2015,1335,Hail,0.75 in.,nan
1365,DU PAGE CO.,GLEN ELLYN,08/10/2015,1439,Thunderstorm Wind,50.00 kts.,nan
1366,DU PAGE CO.,WOODRIDGE,08/10/2015,1504,Hail,0.88 in.,nan
1367,DU PAGE CO.,WOODRIDGE,08/10/2015,1508,Thunderstorm Wind,50.00 kts.,nan
1368,MACON CO.,OREANA,08/17/2015,1340,Thunderstorm Wind,52.00 kts.,nan
1369,WILL CO.,CATON FARM,08/17/2015,1340,Thunderstorm Wind,50.00 kts.,nan
1370,BOONE CO.,POPLAR GROVE,08/17/2015,1417,Thunderstorm Wind,50.00 kts.,nan
1371,ROCK ISLAND CO.,MOLINE,08/17/2015,1645,Thunderstorm Wind,52.00 kts.,nan
1374,LIVINGSTON CO.,CORNELL,08/18/2015,1532,Tornado,,EF0
1375,FULTON CO.,FARMINGTON,08/18/2015,1556,Hail,1.00 in.,nan
1376,LIVINGSTON CO.,OCOYA,08/18/2015,1605,Tornado,,EF0
1377,PEORIA CO.,OAK HILL,08/18/2015,1613,Thunderstorm Wind,52.00 kts.,nan
1379,MARSHALL CO.,SPARLAND,08/18/2015,1650,Thunderstorm Wind,61.00 kts.,nan
1380,TAZEWELL CO.,HOPEDALE,08/18/2015,1653,Thunderstorm Wind,52.00 kts.,nan
1381,TAZEWELL CO.,HOPEDALE,08/18/2015,1655,Thunderstorm Wind,52.00 kts.,nan
1383,TAZEWELL CO.,MACKINAW,08/18/2015,1709,Tornado,,EF0
1384,WOODFORD CO.,CONGERVILLE,08/18/2015,1712,Thunderstorm Wind,52.00 kts.,nan
1385,WOODFORD CO.,GOODFIELD,08/18/2015,1715,Thunderstorm Wind,52.00 kts.,nan
1386,ST. CLAIR CO.,SMITHTON,08/18/2015,1800,Thunderstorm Wind,56.00 kts.,nan
1388,GRUNDY CO.,CENTRAL CITY,08/18/2015,1830,Thunderstorm Wind,65.00 kts.,nan
1389,COLES CO.,ASHMORE,08/18/2015,1845,Thunderstorm Wind,52.00 kts.,nan
1390,WILL CO.,PLAINFIELD CLOW ARPT,08/18/2015,1855,Tornado,,EF0
1391,DU PAGE CO.,WOODRIDGE,08/18/2015,1857,Tornado,,EF0
1392,WILL CO.,BARBERS CORNERS,08/18/2015,1905,Thunderstorm Wind,50.00 kts.,nan
1393,DU PAGE CO.,DOWNERS GROVE,08/18/2015,1906,Tornado,,EF0
1406,MCHENRY CO.,CRYSTAL LAKE,09/03/2015,1833,Hail,0.88 in.,nan
1407,PIATT CO.,HAMMOND,09/04/2015,1700,Thunderstorm Wind,52.00 kts.,nan
1408,PIATT CO.,LA PLACE,09/04/2015,1700,Hail,1.00 in.,nan
1409,VERMILION CO.,HOOPESTON,09/04/2015,1700,Hail,0.88 in.,nan
1410,IROQUOIS CO.,LA HOGUE,09/04/2015,1709,Thunderstorm Wind,63.00 kts.,nan
1411,CHAMPAIGN CO.,MAHOMET,09/04/2015,1810,Hail,1.00 in.,nan
1412,VERMILION CO.,CATLIN,09/04/2015,1838,Hail,0.75 in.,nan
1413,VERMILION CO.,TILTON,09/04/2015,1840,Thunderstorm Wind,52.00 kts.,nan
1414,VERMILION CO.,DANVILLE,09/04/2015,1840,Thunderstorm Wind,52.00 kts.,nan
1415,DOUGLAS CO.,VILLA GROVE,09/04/2015,1945,Thunderstorm Wind,52.00 kts.,nan
1416,DOUGLAS CO.,TUSCOLA,09/04/2015,1955,Thunderstorm Wind,52.00 kts.,nan
1417,COLES CO.,MATTOON,09/04/2015,2105,Thunderstorm Wind,52.00 kts.,nan
1423,MARSHALL CO.,HENRY,09/10/2015,1205,Thunderstorm Wind,52.00 kts.,nan
1424,HENDERSON CO.,BIGGSVILLE,09/10/2015,1343,Hail,0.88 in.,nan
1425,HENDERSON CO.,BIGGSVILLE,09/10/2015,1348,Thunderstorm Wind,50.00 kts.,nan
1426,HENDERSON CO.,BIGGSVILLE,09/10/2015,1348,Hail,0.75 in.,nan
1427,WARREN CO.,ROSEVILLE,09/10/2015,1410,Hail,0.75 in.,nan
1428,MASON CO.,KILBOURNE,09/10/2015,1545,Tornado,,EF0
1429,MENARD CO.,TALLULA,09/10/2015,1622,Hail,1.75 in.,nan
1430,SANGAMON CO.,PLEASANT PLAINS,09/10/2015,1638,Hail,1.75 in.,nan
1431,CLINTON CO.,BARTELSO,09/10/2015,1923,Thunderstorm Wind,61.00 kts.,nan
1432,WASHINGTON CO.,OKAWVILLE,09/10/2015,1939,Thunderstorm Wind,61.00 kts.,nan
1433,STEPHENSON CO.,PEARL CITY,09/17/2015,1611,Thunderstorm Wind,52.00 kts.,nan
1434,OGLE CO.,FORRESTON,09/17/2015,1625,Thunderstorm Wind,40.00 kts.,nan
1435,WINNEBAGO CO.,ROCKFORD,09/17/2015,1700,Thunderstorm Wind,45.00 kts.,nan
1437,WILL CO.,ANDRES,09/18/2015,1544,Tornado,,EF1
1444,IROQUOIS CO.,WELLINGTON,09/18/2015,1935,Hail,0.75 in.,nan
1445,VERMILION CO.,HOPE,09/18/2015,2040,Hail,0.75 in.,nan
1446,VERMILION CO.,OAKWOOD,09/18/2015,2050,Hail,1.00 in.,nan
1448,WILL CO.,NORMANTOWN,09/18/2015,2259,Thunderstorm Wind,43.00 kts.,nan
1528,ADAMS CO.,LIMA,11/11/2015,1619,Thunderstorm Wind,56.00 kts.,nan
1529,HANCOCK CO.,LA HARPE,11/11/2015,1740,Thunderstorm Wind,60.00 kts.,nan
1530,HANCOCK CO.,LA HARPE,11/11/2015,1800,Thunderstorm Wind,61.00 kts.,nan
1531,WARREN CO.,ROSEVILLE,11/11/2015,1810,Thunderstorm Wind,61.00 kts.,nan
1532,MCDONOUGH CO.,INDUSTRY,11/11/2015,1811,Thunderstorm Wind,52.00 kts.,nan
1533,MCDONOUGH CO.,MACOMB MUNI ARPT,11/11/2015,1815,Thunderstorm Wind,50.00 kts.,nan
1534,MCDONOUGH CO.,SCIOTA,11/11/2015,1828,Thunderstorm Wind,61.00 kts.,nan
1535,KNOX CO.,GALESBURG,11/11/2015,1830,Thunderstorm Wind,52.00 kts.,nan
1536,WARREN CO.,ROSEVILLE,11/11/2015,1830,Thunderstorm Wind,84.00 kts.,nan
1537,WARREN CO.,ROSEVILLE,11/11/2015,1830,Thunderstorm Wind,65.00 kts.,nan
1538,KNOX CO.,EAST GALESBURG,11/11/2015,1832,Thunderstorm Wind,52.00 kts.,nan
1539,KNOX CO.,EAST GALESBURG,11/11/2015,1835,Thunderstorm Wind,52.00 kts.,nan
1540,JO DAVIESS CO.,MENOMINEE,11/11/2015,1835,Thunderstorm Wind,61.00 kts.,nan
1541,KNOX CO.,GILSON,11/11/2015,1837,Thunderstorm Wind,52.00 kts.,nan
1542,ROCK ISLAND CO.,OSBORN,11/11/2015,1837,Tornado,,EF0
1543,HENRY CO.,SHADY BEACH,11/11/2015,1839,Tornado,,EF1
1544,HENRY CO.,ATKINSON,11/11/2015,1842,Thunderstorm Wind,52.00 kts.,nan
1545,JO DAVIESS CO.,STOCKTON,11/11/2015,1900,Thunderstorm Wind,52.00 kts.,nan
1546,WHITESIDE CO.,STERLING,11/11/2015,1905,Thunderstorm Wind,52.00 kts.,nan
1547,JO DAVIESS CO.,WARREN,11/11/2015,1910,Thunderstorm Wind,61.00 kts.,nan
1548,FULTON CO.,CANTON,11/11/2015,1911,Thunderstorm Wind,52.00 kts.,nan
1549,OGLE (ZONE), ,11/11/2015,1918,High Wind,50.00 kts.,nan
1550,TAZEWELL CO.,MORTON,11/11/2015,1920,Thunderstorm Wind,52.00 kts.,nan
1551,TAZEWELL CO.,PEKIN,11/11/2015,1920,Thunderstorm Wind,52.00 kts.,nan
1552,TAZEWELL CO.,PEKIN,11/11/2015,1920,Thunderstorm Wind,52.00 kts.,nan
1553,PEORIA CO.,OAK HILL,11/11/2015,1935,Thunderstorm Wind,52.00 kts.,nan
1554,PEORIA CO.,PEORIA HGTS,11/11/2015,1935,Thunderstorm Wind,52.00 kts.,nan
1555,PEORIA CO.,BARTONVILLE,11/11/2015,1935,Thunderstorm Wind,52.00 kts.,nan
1556,PEORIA CO.,BELLEVUE,11/11/2015,1939,Thunderstorm Wind,52.00 kts.,nan
1557,WINNEBAGO (ZONE), ,11/11/2015,1940,High Wind,50.00 kts.,nan
1558,WOODFORD CO.,GOODFIELD,11/11/2015,1950,Thunderstorm Wind,52.00 kts.,nan
1559,WOODFORD CO.,GERMANTOWN HILLS,11/11/2015,1956,Thunderstorm Wind,52.00 kts.,nan
1560,WOODFORD CO.,EL PASO,11/11/2015,2009,Thunderstorm Wind,52.00 kts.,nan
1561,WOODFORD CO.,MINONK,11/11/2015,2009,Thunderstorm Wind,52.00 kts.,nan
1562,DE KALB (ZONE), ,11/11/2015,2010,High Wind,50.00 kts.,nan
1563,LA SALLE CO.,LOSTANT,11/11/2015,2012,Thunderstorm Wind,50.00 kts.,nan
1564,MACON (ZONE), ,11/11/2015,2017,Strong Wind,43.00 kts.,nan
1565,MCLEAN CO.,STANFORD,11/11/2015,2021,Thunderstorm Wind,52.00 kts.,nan
1566,LA SALLE CO.,STREATOR,11/11/2015,2030,Thunderstorm Wind,50.00 kts.,nan
1567,WILL (ZONE), ,11/11/2015,2030,High Wind,50.00 kts.,nan
1568,KENDALL (ZONE), ,11/11/2015,2030,High Wind,50.00 kts.,nan
1569,MCLEAN CO.,YUTON,11/11/2015,2035,Thunderstorm Wind,52.00 kts.,nan
1570,LA SALLE (ZONE), ,11/12/2015,235,High Wind,52.00 kts.,nan
1571,KANE (ZONE), ,11/12/2015,330,High Wind,50.00 kts.,nan
1572,COOK (ZONE), ,11/12/2015,400,High Wind,60.00 kts.,nan
1573,KANE (ZONE), ,11/12/2015,753,High Wind,50.00 kts.,nan
1575,ALEXANDER (ZONE), ,11/17/2015,1830,Strong Wind,40.00 kts.,nan
1576,JACKSON (ZONE), ,11/17/2015,1930,Strong Wind,39.00 kts.,nan
1646,ALEXANDER (ZONE), ,12/13/2015,1800,Strong Wind,47.00 kts.,nan
1647,MASSAC (ZONE), ,12/13/2015,1800,Strong Wind,41.00 kts.,nan
1648,PULASKI (ZONE), ,12/13/2015,1800,Strong Wind,47.00 kts.,nan
1649,UNION (ZONE), ,12/13/2015,1800,Strong Wind,41.00 kts.,nan
1650,JOHNSON (ZONE), ,12/13/2015,1800,Strong Wind,41.00 kts.,nan
1651,POPE (ZONE), ,12/13/2015,1800,Strong Wind,41.00 kts.,nan
1652,HARDIN (ZONE), ,12/13/2015,1800,Strong Wind,41.00 kts.,nan
1653,WILLIAMSON (ZONE), ,12/13/2015,1800,Strong Wind,39.00 kts.,nan
1654,JACKSON (ZONE), ,12/13/2015,1800,Strong Wind,41.00 kts.,nan
1655,SALINE (ZONE), ,12/13/2015,1800,Strong Wind,44.00 kts.,nan
1656,GALLATIN (ZONE), ,12/13/2015,1800,Strong Wind,44.00 kts.,nan
1657,PERRY (ZONE), ,12/13/2015,1800,Strong Wind,39.00 kts.,nan
1658,FRANKLIN (ZONE), ,12/13/2015,1800,Strong Wind,43.00 kts.,nan
1659,HAMILTON (ZONE), ,12/13/2015,1800,Strong Wind,39.00 kts.,nan
1660,WHITE (ZONE), ,12/13/2015,1800,Strong Wind,39.00 kts.,nan
1661,DE WITT (ZONE), ,12/14/2015,540,High Wind,70.00 kts.,nan
1678,MONROE CO.,WATERLOO,12/23/2015,825,Thunderstorm Wind,52.00 kts.,nan
1679,ST. CLAIR CO.,FREEBURG,12/23/2015,836,Thunderstorm Wind,52.00 kts.,nan
1680,SHELBY CO.,SHELBYVILLE,12/23/2015,940,Thunderstorm Wind,52.00 kts.,nan
1681,LIVINGSTON CO.,FAIRBURY,12/23/2015,944,Thunderstorm Wind,50.00 kts.,nan
1682,SHELBY CO.,SHELBYVILLE,12/23/2015,950,Thunderstorm Wind,52.00 kts.,nan
1683,MACON CO.,OAKLEY,12/23/2015,957,Thunderstorm Wind,61.00 kts.,nan
1684,MACON CO.,OAKLEY,12/23/2015,958,Thunderstorm Wind,61.00 kts.,nan
1685,PIATT CO.,CERRO GORDO,12/23/2015,1000,Thunderstorm Wind,61.00 kts.,nan
1686,DE WITT CO.,DE WITT,12/23/2015,1004,Thunderstorm Wind,61.00 kts.,nan
1687,PIATT CO.,MILMINE,12/23/2015,1007,Thunderstorm Wind,61.00 kts.,nan
1688,MOULTRIE CO.,CHIPPS,12/23/2015,1015,Thunderstorm Wind,61.00 kts.,nan
1689,CHAMPAIGN CO.,FOOSLAND,12/23/2015,1035,Thunderstorm Wind,61.00 kts.,nan
1690,DOUGLAS CO.,CAMARGO,12/23/2015,1045,Thunderstorm Wind,61.00 kts.,nan
1691,RANDOLPH CO.,SPARTA HUNTER FLD AR,12/23/2015,1105,Thunderstorm Wind,54.00 kts.,nan
1692,JACKSON CO.,AVA,12/23/2015,1115,Tornado,,EF0
1693,PERRY CO.,PINCKNEYVILLE,12/23/2015,1120,Thunderstorm Wind,61.00 kts.,nan
1694,PERRY CO.,PINCKNEYVILLE,12/23/2015,1123,Tornado,,EF1
1695,JACKSON CO.,BOSKYDELL,12/23/2015,1129,Thunderstorm Wind,52.00 kts.,nan
1696,FRANKLIN CO.,SESSER,12/23/2015,1130,Thunderstorm Wind,61.00 kts.,nan
1697,WILLIAMSON CO.,MARION,12/23/2015,1140,Thunderstorm Wind,56.00 kts.,nan
1698,WILLIAMSON CO.,HERRIN,12/23/2015,1142,Thunderstorm Wind,52.00 kts.,nan
1699,JEFFERSON CO.,BONNIE,12/23/2015,1149,Thunderstorm Wind,61.00 kts.,nan
1700,SALINE CO.,HARRISBURG,12/23/2015,1200,Thunderstorm Wind,50.00 kts.,nan
1701,WAYNE CO.,WAYNE CITY,12/23/2015,1206,Thunderstorm Wind,54.00 kts.,nan
1702,CLAY CO.,XENIA,12/23/2015,1210,Thunderstorm Wind,61.00 kts.,nan
1704,WAYNE CO.,GOLDEN GATE,12/23/2015,1230,Tornado,,EF1
1705,WHITE CO.,CARMI,12/23/2015,1232,Tornado,,EF1
1706,EDWARDS CO.,ELLERY,12/23/2015,1234,Tornado,,EF1
1707,JASPER CO.,NEWTON,12/23/2015,1235,Thunderstorm Wind,61.00 kts.,nan
1708,WHITE CO.,MAUNIE,12/23/2015,1236,Thunderstorm Wind,87.00 kts.,nan
1709,RICHLAND CO.,PARKERSBURG,12/23/2015,1242,Thunderstorm Wind,61.00 kts.,nan
1710,WABASH CO.,MT CARMEL,12/23/2015,1257,Thunderstorm Wind,56.00 kts.,nan
1711,CRAWFORD CO.,ROBINSON,12/23/2015,1300,Thunderstorm Wind,61.00 kts.,nan
1712,LAWRENCE CO.,LAWRENCEVILLE,12/23/2015,1306,Thunderstorm Wind,61.00 kts.,nan
1713,PULASKI CO.,VILLA RIDGE,12/23/2015,1433,Hail,1.00 in.,nan
1714,ADAMS CO.,QUINCY,12/23/2015,1514,Hail,1.50 in.,nan
1715,ADAMS CO.,GOLDEN,12/23/2015,1550,Hail,1.00 in.,nan
1716,MCDONOUGH CO.,SCIOTA,12/23/2015,1615,Tornado,,EF1
1717,MCDONOUGH CO.,ADAIR,12/23/2015,1624,Thunderstorm Wind,90.00 kts.,nan
1718,WARREN CO.,SWAN CREEK,12/23/2015,1626,Tornado,,EF1
1719,MERCER CO.,MARSTON,12/23/2015,1633,Tornado,,EF0
1720,ROCK ISLAND CO.,EDGINGTON,12/23/2015,1635,Tornado,,EF0
1721,DU PAGE (ZONE), ,12/23/2015,2156,High Wind,50.00 kts.,nan
1790,ALEXANDER (ZONE), ,12/28/2015,1200,Strong Wind,41.00 kts.,nan
1791,PULASKI (ZONE), ,12/28/2015,1200,Strong Wind,39.00 kts.,nan
1792,MASSAC (ZONE), ,12/28/2015,1200,Strong Wind,43.00 kts.,nan
1793,JOHNSON (ZONE), ,12/28/2015,1200,Strong Wind,39.00 kts.,nan
1794,JACKSON (ZONE), ,12/28/2015,1200,Strong Wind,44.00 kts.,nan
1795,UNION (ZONE), ,12/28/2015,1200,Strong Wind,44.00 kts.,nan
