Utility Characteristics,,,,,Reporting Year Incremental Annual Savings,,,,,,,,,,Incremental Life Cycle Savings,,,,,,,,,,Reporting Year Incremental Cost,,,,,,,,,,Incremental Life Cycle Costs,,,,,,,,,,Weighted Average Life,,,,
,,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,(Years),,,,
2021,10627,Lakeview Light & Power,WA,BPAT,109,"1,485",492,.,"2,086",0.0,0.2,0.1,.,0.2,"4,587","19,303","9,843",.,"33,733",0.0,0.2,0.1,.,0.2,52,132,44,.,228,.,.,.,.,.,52,132,44,.,228,.,.,.,.,.,42.050,13.000,20.000,.,
2021,10681,Lane Electric Coop Inc,OR,BPAT,177,113,0,0,290,0.0,0.0,0.0,0.0,0.0,"3,085","1,698",0,0,"4,783",0.0,0.0,0.0,0.0,0.0,115,33,0,0,147,0,0,0,0,0,115,33,0,0,147,0,0,0,0,0,17.430,15.000,.,.,
2021,10704,City of Lansing - (MI),MI,MISO,"3,273","15,137","1,802",0,"20,212",0.5,3.0,0.6,0.0,4.1,"34,694","196,781","23,426",0,"254,901",0.5,4.0,0.8,0.0,5.3,511,"1,722",170,0,"2,403",287,"1,104",109,0,"1,500",511,"1,722",170,0,"2,403",287,"1,104",109,0,"1,500",10.600,13.000,13.000,0.000,www.lbwl.com/energysavers.aspx   
2021,10857,"Lee County Electric Coop, Inc",FL,FPL,"3,256",0,.,.,"3,256",0.0,0.0,.,.,0.0,"26,045",0,.,.,"26,045",0.0,0.0,.,.,0.0,0,0,.,.,0,244,366,.,.,610,0,0,.,.,0,244,366,.,.,610,8.000,7.000,.,.,
2021,10868,City of Leesburg - (FL),FL,FPC,26,.,.,.,26,0.0,.,.,.,0.0,391,.,.,.,391,0.0,.,.,.,0.0,18,.,.,.,18,.,.,.,.,.,18,.,.,.,18,.,.,.,.,.,15.000,.,.,.,No Website Available
2021,10879,Lehi City Corporation,UT,PACE,60,.,.,.,60,0.0,.,.,.,0.0,178,.,.,.,178,0.0,.,.,.,0.0,4,.,.,.,4,0,.,.,.,0,4,.,.,.,4,0,.,.,.,0,13.100,.,.,.,
2021,10944,PUD No 1 of Lewis County,WA,BPAT,826,"6,459",14,.,"7,300",0.3,2.2,0.0,.,2.5,"16,604","78,134",168,.,"94,906",0.3,2.2,0.0,.,2.5,587,279,3,.,869,279,133,2,.,414,587,279,3,.,869,279,133,2,.,414,20.090,12.100,12.000,.,
2021,10967,City of Lexington - (NE),NE,SWPP,222,46,0,0,268,0.0,0.0,0.0,0.0,0.1,"3,464",604,0,0,"4,069",0.0,0.0,0.0,0.0,0.1,79,4,0,0,83,30,2,0,0,32,79,4,0,0,83,30,2,0,0,32,15.620,13.133,0.000,0.000,
2021,11018,Lincoln Electric System,NE,SWPP,803,863,"5,916",.,"7,582",0.8,0.3,1.4,.,2.5,"9,636","10,356","70,992",.,"90,984",0.8,0.3,1.4,.,2.5,1,0,0,.,1,0,0,0,.,0,1,0,0,.,1,0,0,0,.,0,12.000,12.000,12.000,.,
2021,11124,City of Lodi - (CA),CA,CISO,366,521,55,.,942,0.1,0.1,0.0,.,0.2,"4,433","5,580",819,.,"10,832",0.1,0.1,0.0,.,0.2,229,95,8,.,332,77,34,0,.,111,229,95,8,.,332,77,34,0,.,111,14.402,11.088,15.000,.,
2021,11135,City of Logan - (UT),UT,PACE,1,470,0,.,470,0.0,0.1,0.0,.,0.1,27,"4,695",0,.,"4,723",0.0,0.1,0.0,.,0.1,1,30,0,.,31,1,8,0,.,10,2,72,0,.,74,1,7,0,.,8,18.460,10.000,0.000,.,
2021,11171,Long Island Power Authority,NY,NYIS,"270,029","93,235",.,.,"363,264",36.0,18.0,.,.,54.0,"3,681,769","1,491,760",.,.,"5,173,529",36.0,18.0,.,.,54.0,"19,120","24,006",.,.,"43,126","20,195","11,642",.,.,"31,837","19,120","24,006",.,.,"43,126","20,195","11,642",.,.,"31,837",13.635,16.000,.,.,www.psegliny.com
2021,11187,City of Longmont,CO,PSCO,"1,734","6,330",.,.,"8,063",0.0,1.2,.,.,1.2,"9,851","92,446",.,.,"102,297",0.0,1.2,.,.,1.2,132,"1,339",.,.,"1,471",260,304,.,.,564,132,"1,339",.,.,"1,471",260,304,.,.,564,5.681,14.606,.,.,https://www.prpa.org/financial-information/
2021,11208,Los Angeles Department of Water & Power,CA,LDWP,"18,956","94,994",.,.,"113,950",6.8,13.1,.,.,19.9,"296,572","1,003,234",.,.,"1,299,806",6.8,13.1,.,.,19.9,"31,769","27,562",.,.,"59,331","10,982","23,472",.,.,"34,454","31,769","27,562",.,.,"59,331","10,982","23,472",.,.,"34,454",17.986,11.675,.,.,
2021,11241,Entergy Louisiana LLC,LA,MISO,"27,939","28,144",.,.,"56,082",9.4,5.0,.,.,14.4,"447,293","406,784",.,.,"854,077",9.4,5.0,.,.,14.4,"2,938","2,192",.,.,"5,130","2,228","1,872",.,.,"4,100","2,938","2,192",.,.,"5,130","2,228","1,872",.,.,"4,100",16.180,15.440,.,.,
2021,11249,Louisville Gas & Electric Co,KY,LGEE,"3,225","41,353",.,.,"44,578",0.0,7.7,.,.,7.7,"59,988","831,574",.,.,"891,563",0.0,7.7,.,.,7.7,0,1,.,.,1,6,1,.,.,7,0,1,.,.,1,6,1,.,.,7,20.000,20.000,.,.,https://psc.ky.gov/utility_master
2021,11251,Loup River Public Power Dist,NE,SWPP,702,814,9,.,"1,525",0.2,0.1,0.0,.,0.3,"7,963","9,068",84,.,"17,114",0.2,0.1,0.0,.,0.3,176,41,1,.,218,47,45,0,.,93,176,41,1,.,218,47,45,0,.,93,11.350,11.146,8.922,.,
2021,11256,City of Loveland - (CO),CO,PSCO,"1,833","4,676",.,.,"6,509",0.1,0.6,.,.,0.7,"10,967","64,867",.,.,"75,834",0.1,0.6,.,.,0.7,507,930,.,.,"1,437",255,255,.,.,510,507,930,.,.,"1,437",255,255,.,.,510,5.983,13.872,.,.,
2021,11291,Lumbee River Elec Member Corp,NC,CPLE,"5,239",51,.,.,"5,289",.,.,.,.,.,"16,208","2,124",.,.,"18,332",.,.,.,.,.,19,2,.,.,21,8,.,.,.,8,19,2,.,.,21,8,.,.,.,8,3.100,21.000,.,.,
2021,11475,City of Madison - (SD),SD,MISO,21,.,.,.,21,0.1,.,.,.,0.1,"1,409",.,.,.,"1,409",3.9,.,.,.,3.9,7,.,.,.,7,.,.,.,.,.,63,.,.,.,63,.,.,.,.,.,8.930,.,.,.,
2021,11501,Magic Valley Electric Coop Inc,TX,ERCO,45,.,.,.,45,.,.,.,.,.,195,.,.,.,195,.,.,.,.,.,10,.,.,.,10,.,.,.,.,.,10,.,.,.,10,.,.,.,.,.,10.000,.,.,.,
2021,11571,Manitowoc Public Utilities,WI,MISO,59,0,0,0,59,0.1,0.0,0.0,0.0,0.1,59,0,0,0,59,0.1,0.0,0.0,0.0,0.1,18,0,0,0,18,0,0,0,0,0,18,0,0,0,18,0,0,0,0,0,1.000,.,.,.,
2021,11646,City of Marietta - (GA),GA,SOCO,73,.,.,.,73,0.0,.,.,.,0.0,775,.,.,.,775,0.0,.,.,.,0.0,4,.,.,.,4,.,.,.,.,.,67,.,.,.,67,.,.,.,.,.,10.920,.,.,.,
2021,11701,City of Marquette - (MI),MI,MISO,"1,488","2,692",.,.,"4,180",.,.,.,.,.,"18,730","24,765",.,.,"43,495",.,.,.,.,.,104,161,.,.,265,199,354,.,.,553,104,161,.,.,265,199,354,.,.,553,12.590,9.200,.,.,
2021,11731,City of Marshall - (MN),MN,MISO,233,474,568,.,"1,276",0.2,0.2,0.4,.,0.7,"2,457","8,694","7,468",.,"18,620",0.2,0.2,0.4,.,0.7,52,60,20,.,133,31,23,7,.,61,52,60,20,.,133,31,23,7,.,61,10.531,18.345,13.139,.,
2021,11804,Massachusetts Electric Co,MA,ISNE,"261,865","198,232","93,286",.,"553,383",40.2,30.5,14.3,.,85.0,"861,130","1,881,029","885,190",.,"3,627,349",40.2,30.5,14.3,.,85.0,"129,831","78,911","13,926",.,"222,668","38,314","21,493","3,793",.,"63,600","129,831","78,911","13,926",.,"222,668","38,314","21,493","3,793",.,"63,600",3.290,9.490,9.490,.,
2021,11811,Town of Massena - (NY),NY,NYIS,63,106,359,.,528,.,0.0,.,.,0.0,467,"1,586","2,873",.,"4,927",.,0.0,.,.,0.0,3,25,13,.,41,10,41,1,.,52,4,25,10,.,39,25,50,5,.,80,7.410,15.000,8.000,.,
2021,12087,McKenzie Electric Coop Inc,ND,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,.,.,.,.,
2021,12187,City of McMinnville - (OR),OR,BPAT,"1,597","1,820",63,0,"3,481",0.3,0.4,0.0,.,0.7,"29,047","22,908",633,0,"52,587",0.3,0.4,0.0,.,0.7,564,230,12,0,805,30,34,1,.,65,564,230,12,.,805,30,34,1,.,65,18.186,12.583,10.000,0.000,mc-power.com
2021,12199,Montana-Dakota Utilities Co,MT,SWPP,5,"1,280",.,.,"1,285",0.0,0.2,.,.,0.2,52,"12,826",.,.,"12,878",0.0,0.2,.,.,0.2,0,118,.,.,118,.,.,.,.,.,0,118,.,.,118,.,.,.,.,.,10.000,10.000,.,.,
2021,12312,Merced Irrigation District,CA,CISO,9,224,.,.,233,.,.,.,.,.,9,224,.,.,233,.,.,.,.,.,5,16,.,.,21,.,.,.,.,.,5,16,.,.,21,.,.,.,.,.,1.000,1.000,.,.,
2021,12341,MidAmerican Energy Co,IA,MISO,"38,259","66,166","10,729",.,"115,154",12.3,21.5,1.7,.,35.5,"145,451","1,355,347","152,186",.,"1,652,984",9.8,24.0,1.7,.,35.5,"4,106","8,692","2,422",.,"15,220","1,914","3,257","1,498",.,"6,669","4,106","8,692","2,422",.,"15,220","1,914","3,257","1,498",.,"6,669",3.800,20.480,14.180,.,
2021,12341,MidAmerican Energy Co,IL,MISO,"8,032","3,310","1,349",.,"12,691",2.6,0.6,0.2,.,3.4,"17,967","50,211","18,994",.,"87,172",0.9,0.6,0.2,.,1.7,578,682,165,.,"1,425",250,238,95,.,583,578,682,165,.,"1,425",250,238,95,.,583,2.240,15.170,14.080,.,
2021,12377,Midwest Energy Cooperative,MI,PJM,"5,572","1,007",.,.,"6,579",19.0,3.0,.,.,22.0,"70,148","9,267",.,.,"79,415",19.0,3.0,.,.,22.0,440,56,.,.,496,490,194,.,.,684,440,56,.,.,496,490,194,.,.,684,12.590,9.200,.,.,www.teammidwest.com
2021,12390,Metropolitan Edison Co,PA,PJM,"27,362","12,628","27,088",0,"67,078",3.2,1.9,4.2,0.0,9.4,"142,398","177,555","359,315",0,"679,268",3.2,1.9,4.2,0.0,9.4,"1,813",786,994,0,"3,593","3,988","1,270","1,286",0,"6,543","1,813",786,994,0,"3,593","3,988","1,270","1,286",0,"6,543",5.204,14.061,13.265,0.000,https://firstenergycorp.com/save_energy/save_energy_pennsylvania/act-129.html
2021,12395,Menard Electric Coop,IL,MISO,0,.,.,.,0,0.0,.,.,.,0.0,5,.,.,.,5,0.0,.,.,.,0.0,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,15.000,.,.,.,www.menard.com
2021,12462,Mid-Carolina Electric Coop Inc,SC,SC,.,51,.,.,51,.,0.0,.,.,0.0,.,510,.,.,510,.,0.0,.,.,0.0,.,5,.,.,5,.,.,.,.,.,.,5,.,.,5,.,.,.,.,.,.,10.000,.,.,
2021,12539,Midwest Electric Member Corp,NE,WACM,60,34,14,0,107,0.0,0.0,0.0,0.0,0.0,933,404,271,0,"1,608",0.0,0.0,0.0,0.0,0.0,15,1,8,0,24,0,0,0,0,0,15,12,20,0,47,0,0,0,0,0,15.360,12.000,19.980,0.000,
2021,12540,City of Milford - (DE),DE,PJM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2021,12647,"ALLETE, Inc.",MN,MISO,"17,644","49,816",.,.,"67,460",2.2,4.0,.,.,6.2,"257,134","665,002",.,.,"922,136",1.6,2.6,.,.,4.3,"1,910","2,556",.,.,"4,466","1,872","2,990",.,.,"4,863","1,910","2,556",.,.,"4,466","1,872","2,990",.,.,"4,863",14.600,13.300,.,.,
2021,12685,Entergy Mississippi LLC,MS,MISO,"17,415","17,928",.,.,"35,343",3.4,3.4,.,.,6.8,"240,938","230,592",.,.,"471,530",3.4,3.4,.,.,6.8,"3,124","2,757",.,.,"5,881","2,202","1,858",.,.,"4,059","3,124","2,757",.,.,"5,881","2,202","1,858",.,.,"4,059",13.835,12.862,.,.,
2021,12686,Mississippi Power Co,MS,SOCO,"15,563","6,318",0,0,"21,880",2.8,1.9,0.0,0.0,4.7,"89,815","67,907",0,0,"157,722",2.8,1.9,0.0,0.0,4.7,"1,543",806,0,0,"2,349","1,102",260,0,0,"1,362","1,543",806,0,0,"2,349","1,102",260,0,0,"1,362",5.770,10.750,0.000,0.000,
2021,12692,"Missoula Electric Coop, Inc",MT,BPAT,592,118,4,0,714,0.0,0.0,0.0,0.0,0.0,"7,598","1,459","37,299",0,"46,356",0.0,0.0,0.0,0.0,0.0,142,21,1,0,164,112,22,1,0,135,142,21,1,0,164,112,22,1,0,135,13.000,12.000,10.000,0.000,
2021,12698,Evergy Missouri West,MO,SWPP,"62,404","29,080",.,.,"91,484",12.9,6.2,.,.,19.1,"461,536","307,556",.,.,"769,092",12.9,6.2,.,.,19.1,"2,707","3,155",.,.,"5,862","4,037","2,466",.,.,"6,503","2,707","3,155",.,.,"5,862","4,037","2,466",.,.,"6,503",7.400,10.600,.,.,evergy.com
2021,12744,Modern Electric Water Company,WA,AVA,907,"1,940",.,.,"2,847",0.1,0.4,.,.,0.5,"24,686","23,274",.,.,"47,960",0.1,0.4,.,.,0.5,276,138,.,.,414,17,37,.,.,55,276,138,.,.,414,17,37,.,.,55,27.211,12.000,.,.,
2021,12745,Modesto Irrigation District,CA,BANC,672,"6,619","6,382",.,"13,673",0.3,0.4,0.5,.,1.2,"7,423","86,784","84,100",.,"178,307",0.3,0.4,0.5,.,1.2,555,560,527,.,"1,642",141,578,583,.,"1,302",555,560,527,.,"1,642",141,578,583,.,"1,302",12.868,13.458,13.328,.,https://www.cmua.org/sb1037-reports
2021,12825,NorthWestern Energy LLC - (MT),MT,NWMT,"22,390","45,549",.,.,"67,939",0.1,0.2,.,.,0.2,"321,390","641,940",.,.,"963,331",0.1,0.2,.,.,0.2,679,"3,326",.,.,"4,005","2,277","3,683",.,.,"5,960",679,"3,326",.,.,"4,005","2,277","3,683",.,.,"5,960",14.354,14.093,.,.,
2021,12894,City of Moorhead - (MN),MN,SWPP,222,334,"1,521",.,"2,077",0.0,0.1,0.2,.,0.3,"3,879","4,066","18,522",.,"26,467",0.0,0.1,0.2,.,0.3,28,8,34,.,69,14,4,17,.,35,28,8,34,.,69,14,4,17,.,35,17.498,12.174,12.174,.,
2021,13050,"Mountain Parks Electric, Inc",CO,WACM,95,778,.,.,872,0.0,0.2,.,.,0.2,"1,390","9,331",.,.,"10,721",0.0,0.2,.,.,0.2,74,27,.,.,102,15,45,.,.,60,89,27,.,.,116,15,45,.,.,60,14.780,12.000,.,.,
2021,13058,"Mountain View Elec Assn, Inc",CO,WACM,281,570,.,.,851,0.2,0.1,.,.,0.3,"4,180","6,835",.,.,"11,015",0.2,0.1,.,.,0.3,71,26,.,.,97,17,33,.,.,50,71,26,.,.,97,17,33,.,.,50,15.390,12.000,.,.,
2021,13143,Board of Water Electric & Communications,IA,MISO,306,527,0,.,833,0.0,0.1,.,.,0.1,"5,303","5,362",0,.,"10,665",0.0,0.1,.,.,0.1,17,53,.,.,70,54,18,17,.,89,17,53,.,.,70,54,18,17,.,89,11.390,8.734,16.083,.,
2021,13208,City of Naperville - (IL),IL,PJM,157,.,.,.,157,3.9,.,.,.,3.9,"3,140",.,.,.,"3,140",3.9,.,.,.,3.9,4,.,.,.,4,7,.,.,.,7,270,.,.,.,270,14,.,.,.,14,20.000,.,.,.,
2021,13214,The Narragansett Electric Co,RI,ISNE,"62,161","45,492","19,964",.,"127,617",9.0,6.6,2.9,.,18.5,"257,830","537,147","235,726",.,"1,030,703",9.0,6.6,2.9,.,18.5,"37,298","23,390","10,264",.,"70,952","13,580","5,999","2,633",.,"22,212","37,298","23,390","10,264",.,"70,952","13,580","5,999","2,633",.,"22,212",4.148,11.808,11.808,.,
2021,13337,Nebraska Public Power District,NE,SWPP,676,"4,656","2,482",0,"7,814",0.2,0.7,0.3,0.0,1.1,"10,078","51,363","18,202",0,"79,643",0.2,0.7,0.3,0.0,1.1,212,204,152,0,568,10,159,73,0,242,212,204,152,0,568,10,159,73,0,242,14.914,11.031,7.335,0.000,
2021,13407,Nevada Power Co,NV,NEVP,"52,570","143,945",0,0,"196,515",15.3,24.3,0.0,0.0,39.6,"297,464","1,668,497",0,0,"1,965,961",15.3,24.3,0.0,0.0,39.6,"5,441","5,257",0,0,"10,698","6,790","7,787",0,0,"14,577","5,441","5,257",0,0,"10,698","6,790","7,787",0,0,"14,577",5.700,11.600,0.000,0.000,http://puc.nv.gov/utilities/electric
2021,13441,New Hampshire Elec Coop Inc,NH,ISNE,"3,767","2,592",.,.,"6,360",0.5,0.1,.,.,0.6,"24,753","28,944",.,.,"53,697",0.1,0.1,.,.,0.2,"2,719",778,.,.,"3,497",515,242,.,.,757,"2,719",778,.,.,"3,497",515,242,.,.,757,6.570,11.170,.,.,
2021,13478,"Entergy New Orleans, LLC",LA,MISO,"30,535","34,006",518,.,"65,059",7.0,5.7,0.2,.,12.8,"447,425","437,250","7,433",.,"892,108",7.0,5.7,0.2,.,12.8,"3,884","11,984",293,.,"16,161","2,462","2,308",52,.,"4,822","3,884","11,984",293,.,"16,161","2,462","2,308",52,.,"4,822",15.000,12.000,11.000,.,
2021,13511,New York State Elec & Gas Corp,NY,NYIS,"14,430","70,826",.,.,"85,256",3.4,11.5,.,.,14.9,"17,612","678,517",.,.,"696,129",3.4,11.5,.,.,14.9,"1,864","12,938",.,.,"14,802",513,"1,333",.,.,"1,846","1,864","12,938",.,.,"14,802",513,"1,333",.,.,"1,846",15.000,15.000,.,.,
2021,13573,Niagara Mohawk Power Corp.,NY,NYIS,"305,875","139,958","85,781",.,"531,614",18.1,25.6,15.7,.,59.4,"2,935,378","1,818,516","1,114,574",.,"5,868,468",18.1,25.6,15.7,.,59.4,"22,300","21,457","13,151",.,"56,908","4,823","2,192","1,343",.,"8,358","22,300","21,457","13,151",.,"56,908","4,823","2,192","1,343",.,"8,358",9.600,13.000,13.000,.,
2021,13630,North Carolina Mun Power Agny #1,NC,DUK,743,"1,695",97,.,"2,535",0.1,0.9,0.3,.,1.3,"7,128","16,823",739,.,"24,690",0.1,0.9,0.2,.,1.2,109,248,9,.,366,117,37,31,.,185,109,248,9,.,366,117,37,31,.,185,9.590,9.926,7.600,.,
2021,13664,Norris Public Power District,NE,SWPP,765,850,292,0,"1,907",0.2,0.1,0.0,0.0,0.3,"13,179","9,353","3,755",0,"26,287",0.2,0.1,0.0,0.0,0.3,247,40,18,0,305,49,34,8,0,92,247,40,18,0,305,49,34,8,0,92,17.236,11.004,12.841,0.000,
2021,13676,"North Arkansas Elec Coop, Inc",AR,MISO,218,.,.,.,218,0.4,.,.,.,0.4,"2,988",.,.,.,"2,988",0.4,.,.,.,0.4,.,.,.,.,.,709,.,.,.,709,.,.,.,.,.,"5,876",.,.,.,"5,876",10.000,.,.,.,
2021,13687,North Carolina Eastern M P A,NC,CPLE,337,48,20,.,405,0.2,0.2,0.1,.,0.4,"2,690",144,60,.,"2,894",0.2,0.1,0.1,.,0.3,14,0,0,.,14,122,32,2,.,156,14,0,0,.,14,122,32,2,.,156,7.985,3.000,3.000,.,
2021,13725,City of North Platte,NE,SWPP,20,263,443,.,726,0.0,0.0,0.0,.,0.0,292,"2,892","6,640",.,"9,824",0.0,0.0,0.0,.,0.0,8,11,12,.,31,0,5,11,.,16,8,11,12,.,31,0,5,11,.,16,14.581,11.000,15.000,.,
2021,13739,Northeast Power,NE,SWPP,12,17,.,.,30,0.0,0.0,.,.,0.0,192,133,.,.,325,0.0,0.0,.,.,0.0,5,2,.,.,6,1,1,.,.,2,5,2,.,.,6,1,1,.,.,2,15.798,18.000,.,.,
2021,13756,Northern Indiana Pub Serv Co,IN,MISO,"46,917","54,784",.,.,"101,701",38.3,7.5,.,.,45.8,"260,320","710,593",.,.,"970,913",4.4,4.8,.,.,9.1,"2,674","4,600",.,.,"7,273","3,734","2,190",.,.,"5,924","2,674","4,600",.,.,"7,273","3,734","2,190",.,.,"5,924",5.549,12.971,.,.,
2021,13780,Northern States Power Co,MI,MISO,"1,596",644,.,.,"2,240",0.1,0.0,.,.,0.1,"11,736","7,517",.,.,"19,253",0.1,0.0,.,.,0.1,143,20,.,.,163,95,84,.,.,179,143,20,.,.,163,95,84,.,.,179,8.851,12.743,.,.,https://www.efficiencyunited.com/select-utility
2021,13780,Northern States Power Co,WI,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,381,546,.,.,926,122,610,.,.,732,381,546,.,.,926,122,610,.,.,732,.,.,.,.,
2021,13781,Northern States Power Co - Minnesota,MN,MISO,"299,002","342,788","53,420",.,"695,210",82.1,50.4,6.2,.,138.7,"4,716,177","5,647,970","930,249",.,"11,294,396",82.1,50.4,6.2,.,138.7,"18,771","38,051","4,447",.,"61,269","14,882","25,445","2,226",.,"42,553","18,771","38,051","4,447",.,"61,269","14,882","25,445","2,226",.,"42,553",15.773,16.477,17.414,.,https://www.xcelenergy.com/About_Us/Rates_&_Regulations/Regulatory_Filings/MN_DSM
2021,13781,Northern States Power Co - Minnesota,SD,MISO,"4,277","5,800",.,.,"10,077",0.6,0.9,.,.,1.5,"53,543","98,831",.,.,"152,374",0.6,0.9,.,.,1.5,75,552,.,.,628,32,24,.,.,56,75,552,.,.,628,32,24,.,.,56,12.519,17.039,.,.,https://www.xcelenergy.com/company/rates_and_regulations/filings/south_dakota_demand-side_management
2021,13788,Northern Wasco County PUD,OR,BPAT,792,436,.,.,"1,227",0.2,0.1,.,.,0.2,"15,832","8,715",.,.,"24,547",0.2,0.1,.,.,0.3,499,81,.,.,580,105,8,.,.,112,499,81,.,.,580,105,8,.,.,112,20.000,20.000,.,.,
2021,13798,Northwest Iowa Power Coop,IA,SWPP,"2,925",789,.,.,"3,714",0.2,0.1,.,.,0.4,"61,891","12,763",.,.,"74,654",1.4,0.1,.,.,1.5,"1,049",187,.,.,"1,236",0,0,.,.,0,"1,049",187,.,.,"1,236",0,0,.,.,0,15.000,15.000,.,.,
2021,13839,City of Norwood - (MA),MA,ISNE,38,5,0,.,44,0.0,0.0,0.0,.,0.0,38,"2,012","3,062",.,"5,113",0.0,0.0,0.0,.,0.0,150,23,0,.,173,64,1,0,.,65,150,59,45,.,254,64,6,2,.,72,1.000,10.000,10.000,.,
2021,13936,Oakdale Electric Coop,WI,MISO,127,1,0,0,128,0.0,0.0,0.0,0.0,0.0,"1,995",18,0,0,"2,013",0.0,0.0,0.0,0.0,0.0,26,1,0,0,26,38,4,0,0,41,26,1,0,0,26,38,4,0,0,41,15.709,17.667,0.000,0.000,
2021,13998,Ohio Edison Co,OH,PJM,"2,588",0,0,0,"2,588",0.4,0.0,0.0,0.0,0.4,"25,942",0,0,0,"25,942",0.4,0.0,0.0,0.0,0.4,"2,307",0,0,0,"2,307",200,0,0,0,200,"2,307",0,0,0,"2,307",200,0,0,0,200,10.025,0.000,0.000,0.000,https://dis.puc.state.oh.us/
2021,14063,Oklahoma Gas & Electric Co,AR,SWPP,"6,888","21,652",0,0,"28,541",1.5,4.0,0.0,0.0,5.5,"116,974","292,101",0,0,"409,075",1.3,3.5,0.0,0.0,4.7,"1,050","2,511",0,0,"3,562","1,139","1,780",0,0,"2,919","1,050","2,511",0,0,"3,562","1,139","1,780",0,0,"2,919",12.171,12.000,0.000,0.000,http://www.apscservices.info/eeAnnualReports.aspx   
2021,14063,Oklahoma Gas & Electric Co,OK,SWPP,"58,161","55,189","55,189",0,"168,539",11.5,7.6,7.6,0.0,26.7,"689,076","599,466","599,466",0,"1,888,008",9.2,6.1,6.1,0.0,21.4,"12,098","4,169","4,169",0,"20,436","5,938","4,011","4,011",0,"13,959","12,098","4,169","4,169",0,"20,436","5,938","4,011","4,011",0,"13,959",11.350,12.000,12.000,0.000,http://www.occeweb.com/pu/ogande.htm   
2021,14109,"Oregon Trail El Cons Coop, Inc",OR,BPAT,197,"1,587","1,047",.,"2,831",0.2,1.1,0.3,.,1.6,"3,655","13,463","10,374",.,"27,492",0.2,1.1,0.3,.,1.6,85,256,238,.,579,8,24,55,.,87,85,256,238,.,579,8,24,55,.,87,18.580,12.280,9.930,.,
2021,14127,Omaha Public Power District,NE,SWPP,"2,862","9,286",0,0,"12,148",2.6,2.6,0.0,0.0,5.2,"32,308","122,582",0,0,"154,890",2.6,2.6,0.0,0.0,5.2,"1,065",703,0,0,"1,768",354,185,0,0,539,"1,065",703,0,0,"1,768",354,185,0,0,539,11.290,13.200,.,.,
2021,14154,Orange & Rockland Utils Inc,NY,NYIS,"49,447","20,247","2,757",0,"72,451",3.4,4.3,0.2,0.0,8.0,"584,958","252,885","28,949",0,"866,792",3.4,4.3,0.2,0.0,8.0,"1,835","2,620",232,0,"4,687","1,255","1,207",0,0,"2,462","1,835","2,620",232,0,"4,687","1,255","1,207",0,0,"2,462",11.830,12.490,10.500,0.000,
2021,14232,Otter Tail Power Co,MN,MISO,"21,376","41,611","5,792",0,"68,779",15.9,6.3,1.0,0.0,23.2,"273,580","566,755","115,843",0,"956,179",15.9,6.3,1.0,0.0,23.2,"1,904","4,144",176,0,"6,225","1,661","1,321",175,0,"3,157","1,904","4,144",176,0,"6,225","1,661","1,321",175,0,"3,157",12.798,13.620,20.000,0.000,
2021,14232,Otter Tail Power Co,SD,MISO,"1,562","10,307",0,0,"11,869",0.2,1.7,0.0,0.0,1.9,"27,248","152,436",0,0,"179,685",0.2,1.7,0.0,0.0,1.9,182,568,0,0,750,57,120,0,0,177,182,568,0,0,750,57,120,0,0,177,17.440,14.790,0.000,0.000,
2021,14246,City of Owatonna - (MN),MN,MISO,362,"1,490","1,776",0,"3,628",0.1,0.2,0.2,0.0,0.5,"3,621","14,904","17,759",0,"36,284",0.1,0.2,0.2,0.0,0.5,75,134,181,0,390,42,17,19,0,78,76,134,181,0,390,42,17,19,0,78,10.000,10.000,10.000,0.000,
2021,14328,Pacific Gas & Electric Co.,CA,CISO,"967,001","867,585","56,331",0,"1,890,917",170.0,148.0,9.0,0.0,327.0,"11,535,325","12,163,076","413,697",0,"24,112,098",140.0,175.0,9.0,0.0,324.0,"15,526","17,715","13,998",0,"47,239","161,968","64,461","23,955",0,"250,384","15,526","17,715","13,998",0,"47,239","161,968","64,461","23,955",0,"250,384",11.900,14.000,7.300,0.000,"PG&E's 2021 annual report submittal to CPUC is pending by June 1, 2022: Documents - CEDARS (sound-data.com) PG&E's 2021 annual claims submittal to CEDARS is pending by June 1, 2022: https://cedars.sound-data.com/upload/dashboard/list/  "
