Utility Characteristics,,,,,Reporting Year Incremental Annual Savings,,,,,,,,,,Incremental Life Cycle Savings,,,,,,,,,,Reporting Year Incremental Cost,,,,,,,,,,Incremental Life Cycle Costs,,,,,,,,,,Weighted Average Life,,,,
,,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,(Years),,,,
Data Year,Utility Number,Utility Name,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Website
2018,13739,Northeast Power,NE,SWPP,17,346,.,.,363,0.0,0.0,.,.,0.0,298,"4,359",.,.,"4,657",0.0,0.0,.,.,0.0,4,21,.,.,25,2,8,.,.,10,4,21,.,.,25,2,8,.,.,10,17.000,26.000,.,.,
2018,13756,Northern Indiana Pub Serv Co,IN,MISO,"65,077","91,752",.,.,"156,828",48.4,15.8,.,.,64.1,"510,843","1,339,107",.,.,"1,849,950",4.8,11.7,.,.,16.5,"3,955","6,836",.,.,"10,791","4,015","2,471",.,.,"6,485","3,955","6,836",.,.,"10,791","4,015","2,471",.,.,"6,485",7.850,14.590,.,.,
2018,13780,Northern States Power Co,MI,MISO,631,870,.,.,"1,501",0.0,0.0,.,.,0.0,"4,195","13,689",.,.,"17,884",0.0,0.0,.,.,0.0,62,71,.,.,134,0,0,.,.,0,62,71,.,.,134,0,0,.,.,0,6.647,15.733,0.000,.,https://www.efficiencyunited.com/select-utility
2018,13780,Northern States Power Co,WI,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,589,763,.,.,"1,352",788,742,.,.,"1,530",589,763,.,.,"1,352",788,742,.,.,"1,530",.,.,.,.,
2018,13781,Northern States Power Co - Minnesota,MN,MISO,"185,418","379,317","67,279",0,"632,014",30.8,62.2,7.7,0.0,100.8,"1,232,501","5,967,876","1,128,873",0,"8,329,250",30.8,62.2,7.7,0.0,100.8,"14,312","39,191","4,765",0,"58,268","10,267","26,351","3,307",0,"39,925","14,312","39,191","4,765",0,"58,268","10,267","26,351","3,307",0,"39,925",6.647,15.733,16.779,.,
2018,13781,Northern States Power Co - Minnesota,SD,MISO,"2,427","3,333",.,.,"5,760",0.3,0.5,.,.,0.7,"12,768","56,070",.,.,"68,838",0.3,0.5,.,.,0.7,72,331,.,.,403,69,71,.,.,140,72,331,.,.,403,69,71,.,.,140,5.261,16.823,.,.,
2018,13788,Northern Wasco County PUD,OR,BPAT,532,821,0,0,"1,352",0.1,0.2,0.0,0.0,0.3,"10,632","16,416",0,0,"27,048",0.1,0.2,0.0,0.0,0.3,790,161,0,0,951,146,21,0,0,167,790,161,0,0,951,146,21,0,0,167,20.000,20.000,0.000,0.000,
2018,13798,Northwest Iowa Power Coop,IA,SWPP,"4,971",558,0,0,"5,529",2.2,0.1,0.0,0.0,2.3,"64,224","9,769",0,0,"73,993",1.4,0.0,0.0,0.0,1.5,973,375,0,0,"1,348",394,177,0,0,571,973,375,0,0,"1,348",394,177,0,0,571,15.000,15.000,.,.,
2018,13838,"Northfork Electric Coop, Inc",OK,SWPP,2,0,0,0,2,0.0,0.0,0.0,0.0,0.0,20,0,0,0,20,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,20.000,0.000,0.000,0.000,
2018,13839,City of Norwood - (MA),MA,ISNE,0,74,229,0,303,0.0,0.1,0.2,0.0,0.3,0,"1,897","2,954",0,"4,851",0.0,0.1,0.2,0.0,0.3,15,84,79,.,178,15,19,8,.,43,30,152,182,.,365,30,25,17,.,72,10.000,10.000,10.000,0.000,
2018,13936,Oakdale Electric Coop,WI,MISO,174,58,0,0,232,0.1,0.0,0.0,0.0,0.1,"2,407",850,0,0,"3,257",0.1,0.0,0.0,0.0,0.1,36,2,0,0,38,36,4,0,0,40,36,2,0,0,38,36,4,0,0,40,13.835,14.658,0.000,0.000,"Industrial Customers - last year we had some lighting incentives, this year we did not."
2018,13949,City of Oberlin - (OH),OH,PJM,172,605,.,.,777,0.0,0.1,.,.,0.1,"1,227","8,406",.,.,"9,633",0.0,0.1,.,.,0.1,10,16,.,.,26,68,78,.,.,146,10,16,.,.,26,68,78,.,.,146,7.000,14.000,.,.,
2018,13998,Ohio Edison Co,OH,PJM,"202,929","109,978","82,239",0,"395,146",33.4,17.4,11.2,0.0,61.9,"2,201,776","1,411,016","1,074,866",0,"4,687,658",33.4,17.4,11.2,0.0,61.9,"9,024","5,171","4,140",0,"18,335","6,403","3,571","2,554",0,"12,529","9,024","5,171","4,140",0,"18,335","6,403","3,571","2,554",0,"12,529",10.850,12.830,13.070,0.000,http://dis.puc.state.oh.us/
2018,14006,Ohio Power Co,OH,PJM,"240,207","282,230","15,166",0,"537,603",41.7,42.2,2.3,0.0,86.2,"2,402,074","3,386,759","181,995",0,"5,970,828",41.7,42.2,2.3,0.0,86.2,"15,112","18,607","1,000",0,"34,719","12,852","10,796",580,0,"24,228","15,112","18,607","1,000",0,"34,719","12,852","10,796",580,0,"24,228",10.000,12.000,12.000,0.000,
2018,14012,"Ohop Mutual Light Company, Inc",WA,BPAT,123,.,.,.,123,0.0,.,.,.,0.0,865,.,.,.,865,0.0,.,.,.,0.0,13,.,.,.,13,.,.,.,.,.,13,.,.,.,13,.,.,.,.,.,7.010,.,.,.,
2018,14063,Oklahoma Gas & Electric Co,AR,SWPP,"9,217","13,339",0,0,"22,556",1.9,2.1,0.0,0.0,4.0,"124,174","190,221",0,0,"314,395",1.2,2.0,0.0,0.0,3.2,"2,574","1,988",0,0,"4,562","1,031","1,345",0,0,"2,376","2,574","1,988",0,0,"4,562","1,031","1,345",0,0,"2,376",11.351,12.000,0.000,0.000,
2018,14063,Oklahoma Gas & Electric Co,OK,SWPP,"62,626","42,427","42,427",0,"147,479",14.0,7.5,7.5,0.0,28.9,"812,440","463,783","463,783",0,"1,740,006",11.6,6.2,6.2,0.0,23.9,"21,613","4,404","4,404",0,"30,420","12,964","4,429","4,429",0,"21,822","21,613","4,404","4,404",0,"30,420","12,964","4,429","4,429",0,"21,822",12.861,12.054,12.054,0.000,
2018,14109,"Oregon Trail El Cons Coop, Inc",OR,BPAT,140,"1,650","1,423",.,"3,214",0.1,1.1,0.3,.,1.6,"4,353","20,764","3,161",.,"28,278",0.1,1.1,0.3,.,1.6,41,351,237,.,629,.,.,.,.,.,41,351,237,.,629,.,.,.,.,.,31.070,12.580,9.550,.,
2018,14127,Omaha Public Power District,NE,SWPP,"5,207","28,236",.,.,"33,443",1.9,6.6,.,.,8.5,"58,788","773,252",.,.,"832,040",1.9,6.6,.,.,8.5,859,"1,564",.,.,"2,422",25,478,.,.,503,859,"1,564",.,.,"2,422",25,478,.,.,503,11.290,13.200,.,.,
2018,14132,City of Onawa - (IA),IA,MISO,296,271,0,0,567,0.1,0.0,0.0,0.0,0.1,"4,469","5,415",0,0,"9,884",0.1,0.0,0.0,0.0,0.1,3,13,0,0,16,2,8,0,0,10,3,13,0,0,16,2,8,0,0,10,15.100,20.000,0.000,0.000,
2018,14154,Orange & Rockland Utils Inc,NY,NYIS,"1,747","19,318","3,050",0,"24,115",0.4,3.2,0.8,0.0,4.4,"9,801","271,225","44,317",0,"325,343",0.4,3.2,0.8,0.0,4.4,236,"2,086",259,0,"2,581",408,"1,291",113,0,"1,812",236,"2,086",259,0,"2,581",408,"1,291",113,0,"1,812",5.610,14.040,14.530,0.000,
2018,14159,City of Orange City - (IA),IA,MISO,38,331,"1,507",.,"1,876",0.0,0.1,0.3,.,0.4,591,"4,024","18,331",.,"22,946",0.0,0.1,0.3,.,0.4,8,18,83,.,109,3,7,31,.,40,8,18,83,.,109,3,7,31,.,40,15.400,12.200,12.200,.,
2018,14201,City of Osage - (IA),IA,MISO,57,214,38,.,309,0.0,0.0,0.0,.,0.1,979,"4,048",718,.,"5,745",0.0,0.0,0.0,.,0.1,14,36,7,.,57,4,4,1,.,8,14,36,7,.,57,4,4,1,.,8,17.210,18.940,18.820,.,
2018,14202,"Osceola Electric Coop, Inc",IA,SWPP,68,"1,096",.,.,"1,164",0.0,0.2,.,.,0.2,"1,014","16,444",.,.,"17,458",0.0,0.2,.,.,0.2,11,5,.,.,16,2,1,.,.,3,11,5,.,.,16,2,1,.,.,3,13.500,20.000,.,.,
2018,14232,Otter Tail Power Co,MN,MISO,"19,280","15,113","38,863",0,"73,256",18.9,3.7,5.5,0.0,28.1,"238,313","244,628","524,183",0,"1,007,124",18.9,3.7,5.5,0.0,28.1,"1,121","1,559","3,263",0,"5,944","1,540",595,950,0,"3,084","1,121","1,559","3,263",0,"5,944","1,540",595,950,0,"3,084",12.400,16.200,13.500,0.000,
2018,14232,Otter Tail Power Co,SD,MISO,404,"4,923",0,0,"5,327",0.5,0.7,0.0,0.0,1.2,"2,757","127,990",0,0,"130,747",0.5,0.7,0.0,0.0,1.2,17,393,0,0,410,19,64,0,0,83,17,393,0,0,410,19,64,0,0,83,6.000,15.800,0.000,0.000,
2018,14246,City of Owatonna - (MN),MN,MISO,"1,153","2,892","4,085",.,"8,130",0.4,0.4,0.4,.,1.3,"11,530","28,921","40,853",.,"81,304",0.4,0.4,0.4,.,1.3,149,310,326,.,784,82,29,28,.,139,149,310,326,.,784,82,29,28,.,139,10.000,10.000,10.000,.,
2018,14328,Pacific Gas & Electric Co.,CA,CISO,"700,528","599,215","70,179",0,"1,369,922",220.0,121.0,16.0,0.0,357.0,"7,841,253","7,616,003","651,980",0,"16,109,236",256.0,131.0,14.0,0.0,401.0,"52,656","47,918","10,890",0,"111,464","140,200","85,952","25,722",0,"251,874","52,656","47,918","10,890",0,"111,464","140,200","85,952","25,722",0,"251,874",11.200,12.700,9.300,0.000,http://eestats.cpuc.ca.gov/Views/Documents.aspx https://cedars.sound-data.com/upload/dashboard/list/
2018,14354,PacifiCorp,CA,PACW,"1,282","2,017","1,809",0,"5,109",0.2,0.4,0.3,0.0,0.9,"17,535","28,440","21,508",0,"67,483",0.2,0.4,0.3,0.0,0.9,591,238,253,0,"1,082",529,405,361,0,"1,295",591,238,253,0,"1,082",529,405,361,0,"1,295",13.700,14.100,11.900,0.000,http://www.pacificorp.com/es/dsm/california.html
2018,14354,PacifiCorp,ID,PACE,"5,724","6,977","3,462",0,"16,162",1.2,1.4,0.7,0.0,3.3,"38,164","93,450","27,751",0,"159,365",1.2,1.4,0.7,0.0,3.3,639,"1,297",370,0,"2,306",772,"1,053",634,0,"2,459",639,"1,297",370,0,"2,306",772,"1,053",634,0,"2,459",6.700,13.400,8.000,0.000,http://www.pacificorp.com/es/dsm/idaho.html
2018,14354,PacifiCorp,UT,PACE,"84,361","123,464","40,976",0,"248,800",14.0,20.4,6.8,0.0,41.2,"670,116","1,102,959","332,850",0,"2,105,925",14.0,20.4,6.8,0.0,41.2,"7,520","15,600","5,272",0,"28,392","5,666","7,544","2,599",0,"15,809","7,520","15,600","5,272",0,"28,392","5,666","7,544","2,599",0,"15,809",7.900,8.900,8.100,0.000,http://www.pacificorp.com/es/dsm/utah.html
2018,14354,PacifiCorp,WA,PACW,"18,153","23,589","7,146",0,"48,888",2.9,3.8,1.2,0.0,7.9,"117,637","314,939","95,360",0,"527,936",2.9,3.8,1.2,0.0,7.9,"1,941","2,817",966,0,"5,724","2,161","2,349",798,0,"5,308","1,941","2,817",966,0,"5,724","2,161","2,349",798,0,"5,308",6.500,13.400,13.300,0.000,http://www.pacificorp.com/es/dsm/washington.html
2018,14354,PacifiCorp,WY,PACE,"7,146","13,594","21,270",0,"42,010",0.7,1.4,2.2,0.0,4.3,"58,956","125,361","252,489",0,"436,805",0.7,1.4,2.2,0.0,4.3,352,"1,866","3,230",0,"5,448",752,"1,504","2,227",0,"4,483",352,"1,866","3,230",0,"5,448",752,"1,504","2,227",0,"4,483",8.200,9.200,11.900,0.000,http://www.pacificorp.com/es/dsm/wyoming.html
2018,14401,City of Palo Alto - (CA),CA,CISO,"1,532","7,456",.,.,"8,988",0.0,0.4,.,.,0.4,"8,507","91,328",.,.,"99,835",0.0,0.4,.,.,0.4,313,715,.,.,"1,028",390,"1,662",.,.,"2,053",313,715,.,.,"1,028",390,"1,662",.,.,"2,053",11.300,13.900,.,.,
2018,14468,People's Cooperative Services,MN,MISO,"1,208","2,777",61,0,"4,046",0.2,0.2,0.0,0.0,0.4,"17,132","35,049",895,0,"53,076",0.2,0.2,0.0,0.0,0.4,104,57,2,0,163,218,12,2,0,232,104,57,2,0,163,218,12,2,0,232,14.182,12.621,14.667,0.000,N/A
2018,14505,Parkland Light & Water Company,WA,BPAT,44,194,.,.,238,0.0,0.0,.,.,0.0,619,"2,484",.,.,"3,103",0.0,0.0,.,.,0.0,7,20,.,.,27,.,.,.,.,.,7,20,.,.,27,.,.,.,.,.,14.040,12.800,.,.,
2018,14534,City of Pasadena - (CA),CA,CISO,"7,433","4,590",.,.,"12,023",0.8,0.9,.,.,1.7,"16,670","44,307",.,.,"60,977",0.8,0.9,.,.,1.7,"1,680","1,392",.,.,"3,072",693,297,.,.,990,"1,680","1,395",.,.,"3,075",693,297,.,.,990,2.200,9.700,.,.,PWPweb.com/saveenergy
2018,14537,Pascoag Utility District,RI,ISNE,51,7,204,.,262,0.0,0.0,0.0,.,0.1,545,86,"2,653",.,"3,284",0.0,0.0,0.0,.,0.1,22,27,48,.,97,9,2,34,.,45,22,27,48,.,97,9,2,34,.,45,10.300,13.000,13.000,.,
2018,14557,"Pee Dee Electric Coop, Inc",SC,SC,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11,0,0,0,11,4,0,0,0,4,11,0,0,0,11,4,0,0,0,4,0.000,0.000,0.000,.,
2018,14563,Pearl River Valley El Pwr Assn,MS,MISO,726,.,.,.,726,0.2,.,.,.,0.2,"12,878",.,.,.,"12,878",0.2,.,.,.,0.2,69,.,.,.,69,62,.,.,.,62,69,.,.,.,69,62,.,.,.,62,17.740,.,.,.,
2018,14606,"Peace River Electric Coop, Inc",FL,SEC,445,.,.,.,445,0.0,.,.,.,0.0,"6,053",.,.,.,"6,053",0.0,.,.,.,0.0,4,.,.,.,4,251,.,.,.,251,4,.,.,.,4,251,.,.,.,251,13.602,.,.,.,
2018,14610,Orlando Utilities Comm,FL,FMPP,"10,066","37,962",.,.,"48,028",0.4,5.5,.,.,5.9,"26,260","578,845",.,.,"605,105",0.4,5.5,.,.,5.9,"1,108","1,087",.,.,"2,195","1,035","3,386",.,.,"4,421","1,108","1,087",.,.,"2,195","1,035","3,386",.,.,"4,421",2.610,15.250,.,.,
2018,14624,PUD No 2 of Grant County,WA,GCPD,111,"2,646","78,153",.,"80,910",0.0,0.3,4.5,.,4.8,"1,727","31,348","1,158,935",.,"1,192,010",0.0,0.3,4.0,.,4.3,31,123,740,.,894,49,66,166,.,281,31,123,740,.,894,49,66,166,.,281,23.060,11.430,11.000,.,
2018,14645,City of Pella - (IA),IA,MISO,112,754,"2,525",.,"3,391",0.0,0.1,0.5,.,0.6,"1,900","9,054","30,312",.,"41,267",0.0,0.1,0.5,.,0.6,26,39,130,.,195,10,14,48,.,72,26,39,130,.,195,10,14,48,.,72,17.000,12.000,12.000,.,
2018,14668,Peninsula Light Company,WA,BPAT,"2,517","3,048",.,.,"5,565",0.3,0.3,.,.,0.6,"31,969","36,272",.,.,"68,241",0.3,0.3,.,.,0.6,311,625,.,.,936,260,.,.,.,260,311,674,.,.,985,260,.,.,.,260,12.700,11.900,.,.,
2018,14711,Pennsylvania Electric Co,PA,PJM,"92,597","34,145","38,086",0,"164,829",9.8,5.5,5.1,0.0,20.3,"541,789","494,200","549,115",0,"1,585,103",9.8,5.5,5.1,0.0,20.3,"5,573","1,585","2,306",0,"9,465","7,290","1,247","1,304",0,"9,841","5,573","1,585","2,306",0,"9,465","7,290","1,247","1,304",0,"9,841",5.851,14.473,14.418,0.000,https://www.firstenergycorp.com/customer_choice/pennsylvania/pennsylvania_tariffs.html
2018,14715,PPL Electric Utilities Corp,PA,PJM,"192,854","150,759","67,563",0,"411,177",25.4,21.9,8.1,0.0,55.3,"1,735,688","2,110,630","945,882",0,"4,792,201",21.4,20.5,8.0,0.0,50.0,"6,863","8,612","3,903",0,"19,378","26,299","7,015","3,435",0,"36,749","6,863","8,612","3,903",0,"19,378","26,299","7,015","3,435",0,"36,749",9.000,14.000,14.000,.,http://www.puc.state.pa.us/filing_resources/issues_laws_regulations/act_129_information/electric_distribution_company_act_129_reporting_requirements.aspx
2018,14716,Pennsylvania Power Co,PA,PJM,"32,022","18,083","14,078",0,"64,183",4.1,2.5,1.6,0.0,8.1,"195,712","266,250","202,946",0,"664,909",4.1,2.5,1.6,0.0,8.1,"1,994",828,659,0,"3,481","2,115",498,388,0,"3,001","1,994",828,659,0,"3,481","2,115",498,388,0,"3,001",6.112,14.723,14.416,0.000,https://www.firstenergycorp.com/customer_choice/pennsylvania/pennsylvania_tariffs.html
2018,14717,Pee Dee Electric Member Corp,NC,CPLE,20,.,.,.,20,0.0,.,.,.,0.0,361,.,.,.,361,0.0,.,.,.,0.0,13,.,.,.,13,.,.,.,.,.,13,.,.,.,13,.,.,.,.,.,18.600,.,.,.,
2018,14857,Pitt & Greene Elec Member Corp,NC,CPLE,123,.,.,.,123,.,.,.,.,.,"2,460",.,.,.,"2,460",.,.,.,.,.,12,.,.,.,12,74,.,.,.,74,12,.,.,.,12,74,.,.,.,74,20.000,.,.,.,
2018,14940,PECO Energy Co,PA,PJM,"257,723","148,841",0,0,"406,564",23.7,19.0,0.0,0.0,42.7,"844,412","1,246,889",0,0,"2,091,301",23.7,19.0,0.0,0.0,42.7,"8,695","7,891",0,0,"16,586","20,309","20,570",0,0,"40,879","39,200","56,000",0,0,"95,200","969,000","68,500",0,0,"1,037,500",9.720,13.000,0.000,0.000,
2018,15023,Piedmont Electric Member Corp,NC,DUK,"2,375",250,.,.,"2,624",0.0,0.0,.,.,0.1,"2,532","2,534",.,.,"5,066",0.0,0.0,.,.,0.1,12,12,.,.,23,25,25,.,.,50,12,12,.,.,23,25,25,.,.,50,1.070,10.160,.,.,
2018,15034,Pierce-Pepin Coop Services,WI,MISO,402,55,.,.,457,0.1,0.0,.,.,0.1,"5,796",811,.,.,"6,607",0.1,0.0,.,.,0.1,43,1,.,.,44,.,.,.,.,.,43,1,.,.,44,.,.,.,.,.,14.417,14.723,.,.,
2018,15049,Electrical Dist No4 Pinal County,AZ,WALC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,211",.,.,.,"1,211",.,.,.,.,.,"1,211",.,.,.,"1,211",.,.,.,.,
2018,15231,City of Port Angeles - (WA),WA,BPAT,606,557,10,.,"1,173",0.3,0.4,0.0,.,0.8,"6,057","5,577",96,.,"11,730",0.3,0.4,0.0,.,0.8,216,112,2,.,329,.,.,.,.,.,216,112,2,.,329,.,.,.,.,.,10.000,10.000,10.000,10.000,
2018,15257,"Poudre Valley REA, Inc",CO,WACM,"1,263","5,881",1,.,"7,144",0.1,0.2,0.0,.,0.3,"10,101","17,642",3,.,"27,745",0.1,0.2,0.0,.,0.3,330,95,0,.,425,.,.,.,.,.,330,95,0,.,425,.,.,.,.,.,8.000,3.000,3.000,.,
2018,15263,The Potomac Edison Company,MD,PJM,"66,870","19,237","4,633",0,"90,740",10.3,3.2,0.7,0.0,14.2,"404,715","214,045","72,314",0,"691,074",10.3,3.2,0.7,0.0,14.2,"8,760","2,390","1,875",0,"13,026","5,603","1,596","1,252",0,"8,451","8,760","2,390","1,875",0,"13,026","5,603","1,596","1,252",0,"8,451",6.052,11.127,15.608,0.000,https://www.psc.state.md.us/search-results/?keyword=9494&search=all&search=case&x.x=12&x.y=12
2018,15263,The Potomac Edison Company,WV,PJM,"4,324","7,840",0,0,"12,164",0.7,0.6,0.0,0.0,1.3,"33,931","95,162",0,0,"129,092",0.7,0.6,0.0,0.0,1.3,516,190,0,0,706,144,106,0,0,250,516,190,0,0,706,144,106,0,0,250,7.848,12.138,12.373,0.000,http://www.psc.state.wv.us/scripts/WebDocket/ViewDocument.cfm?CaseActivityID=502709&NotType='WebDocket'
2018,15270,Potomac Electric Power Co,MD,PJM,"115,831","103,849",.,.,"219,680",17.6,31.3,.,.,48.9,"523,838","939,522",.,.,"1,463,360",17.6,31.3,.,.,48.9,"13,050","22,643",.,.,"35,693","8,384","12,451",.,.,"20,835","13,050","22,643",.,.,"35,693","8,384","12,451",.,.,"20,835",4.500,9.000,.,.,
2018,15296,New York Power Authority,NY,NYIS,0,"27,317",0,"40,273","67,590",0.0,2.9,0.0,3.6,6.5,0,"409,758",0,"604,095","1,013,853",0.0,2.9,0.0,3.6,6.5,0,0,0,0,0,0,85,0,78,163,0,0,0,0,0,0,85,0,78,163,0.000,15.000,0.000,15.000,https://data.ny.gov/Energy-Environment/Energy-Efficiency-Completed-Projects-Beginning-198/erjw-j2zx   
2018,15308,Plumas-Sierra Rural Elec Coop,CA,CISO,45,11,.,.,56,0.0,0.0,.,.,0.0,640,126,.,.,766,0.0,0.0,.,.,0.0,33,1,.,.,34,87,1,.,.,88,33,1,.,.,34,87,1,.,.,88,19.800,12.000,.,.,http://www.ncpa.com/policy/reports/energy-efficiency/
2018,15308,Plumas-Sierra Rural Elec Coop,NV,CISO,0,.,.,.,0,0.0,.,.,.,0.0,6,.,.,.,6,0.0,.,.,.,0.0,1,.,.,.,1,3,.,.,.,3,1,.,.,.,1,3,.,.,.,3,19.800,.,.,.,http://www.ncpa.com/policy/reports/energy-efficiency/
2018,15344,Polk-Burnett Electric Coop,WI,MISO,626,448,0,0,"1,074",0.1,0.0,0.0,0.0,0.1,"8,641","4,044",0,0,"12,685",0.1,0.0,0.0,0.0,0.1,136,9,0,0,145,10,1,0,0,11,136,9,0,0,145,10,1,0,0,11,13.800,10.400,0.000,0.000,
2018,15356,Price Electric Coop Inc,WI,MISO,118,98,.,.,216,0.0,0.0,.,.,0.0,"1,556","1,242",.,.,"2,798",0.0,0.0,.,.,0.0,7,24,.,.,31,38,2,.,.,40,7,24,.,.,31,38,2,.,.,40,13.186,12.674,.,.,
2018,15387,Princeton Public Utils Comm,MN,MISO,153,297,297,.,746,0.0,0.0,0.0,0.0,0.1,963,"5,724","5,724",.,"12,411",0.0,0.0,0.0,.,0.1,12,25,25,.,62,83,29,29,.,141,12,25,25,.,62,83,29,29,.,141,6.300,19.300,19.300,16.700,
2018,15419,PUD No 3 of Mason County,WA,BPAT,"1,818",952,515,0,"3,285",1.8,1.0,0.5,0.0,3.3,"27,547","10,404","3,711",0,"41,662",1.8,1.0,0.5,0.0,3.3,779,170,95,0,"1,044",1,1,0,0,2,779,170,95,0,"1,044",1,1,0,0,2,18.000,14.000,11.000,0.000,
2018,15466,Public Service Co of Colorado,CO,PSCO,145,230,51,0,426,34.6,37.9,6.6,0.0,79.1,"1,001","3,684",873,0,"5,558",34.6,37.9,6.6,0.0,79.1,16,29,2,0,48,13,17,1,0,32,16,29,2,0,48,13,17,1,0,32,6.897,16.014,17.258,0.000,
2018,15470,"Duke Energy Indiana, LLC",IN,MISO,"127,794","101,678",.,.,"229,471",12.8,17.5,.,.,30.3,"823,455","949,164",.,.,"1,772,619",12.8,17.5,.,.,30.3,"2,651","11,468",.,.,"14,119","10,316","4,553",.,.,"14,869","2,651","11,468",.,.,"14,119","10,316","4,553",.,.,"14,869",6.400,9.300,.,.,
2018,15472,Public Service Co of NH,NH,ISNE,"19,360","53,844",.,.,"73,204",1.9,9.1,.,.,11.1,"150,435","718,115",.,.,"868,550",1.9,9.1,.,.,11.1,"10,366","12,776",.,.,"23,142","1,553","2,052",.,.,"3,605","10,366","12,776",.,.,"23,142","1,553","2,052",.,.,"3,605",7.770,13.337,.,.,
2018,15473,Public Service Co of NM,NM,PNM,"32,732","33,875","2,802",.,"69,409",10.0,8.0,0.0,.,18.0,"318,172","372,768","21,401",.,"712,341",10.0,8.0,0.0,.,18.0,"4,324","4,561",364,.,"9,249","6,557","7,182",574,.,"14,313","4,324","4,561",364,.,"9,249","6,557","7,182",574,.,"14,313",9.420,9.420,9.420,.,
2018,15474,Public Service Co of Oklahoma,OK,SWPP,"92,022","59,657",0,0,"151,679",17.1,11.8,0.0,0.0,28.9,"585,699","734,793",0,0,"1,320,492",17.1,11.8,0.0,0.0,28.9,"12,894","8,622",0,0,"21,516","5,750","4,402",0,0,"10,152","12,894","8,622",0,0,"21,516","5,750","4,402",0,0,"10,152",6.400,12.300,0.000,0.000,
2018,15477,Public Service Elec & Gas Co,NJ,PJM,"14,126","18,843",.,.,"32,968",0.5,2.4,.,.,2.8,"182,492","296,639",.,.,"479,131",0.5,2.4,.,.,2.8,"7,922","12,108",.,.,"20,029",969,"1,404",.,.,"2,373","7,512","12,108",.,.,"19,620","1,378","1,404",.,.,"2,782",12.900,15.700,.,.,
2018,15500,Puget Sound Energy Inc,WA,PSEI,"147,053","137,578","15,286",.,"299,918",78.2,42.1,4.7,.,125.0,"1,392,006","2,188,194","243,133",.,"3,823,332",78.2,42.1,4.7,.,125.0,"30,128","30,035","3,337",.,"63,501","8,416","6,749",750,.,"15,915","30,128","30,035","3,337",.,"63,501","8,416","6,749",750,.,"15,915",10.890,13.869,1.541,.,www.utc.wa.gov
2018,15671,Randolph Electric Member Corp,NC,CPLE,.,147,.,.,147,.,.,.,.,.,.,"2,295",.,.,"2,295",.,.,.,.,.,.,10,.,.,10,.,.,.,.,.,.,10,.,.,10,.,.,.,.,.,.,15.000,.,.,
2018,15700,Rayle Electric Membership Corp,GA,SOCO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,3,.,.,.,.,.,46,.,.,.,46,.,.,.,.,.,.,.,.,.,
2018,15748,Town of Reading - (MA),MA,ISNE,364,"1,404",0,0,"1,768",0.2,0.4,0.0,0.0,0.6,"4,567","11,517",0,0,"16,083",0.2,0.4,0.0,0.0,0.6,195,327,0,0,522,85,133,0,0,218,195,327,0,0,522,87,136,0,0,223,10.540,8.250,0.000,0.000,
2018,15776,Reedy Creek Improvement Dist,FL,FPC,.,"9,790",.,.,"9,790",.,1.1,.,.,1.1,.,"126,544",.,.,"126,544",.,1.1,.,.,1.1,.,.,.,.,.,.,373,.,.,373,.,.,.,.,.,.,"1,865",.,.,"1,865",.,12.930,.,.,
2018,15783,City of Redding - (CA),CA,BANC,"1,199","5,392",0,0,"6,591",0.2,0.8,0.0,0.0,1.0,"14,978","36,585",0,0,"51,563",0.2,0.8,0.0,0.0,1.0,"1,091",932,0,0,"2,023",171,152,0,0,323,"1,091",932,0,0,"2,023",171,152,0,0,323,14.093,8.132,.,.,http://www.ncpa.com/policy/reports/energy-efficiency/
2018,15846,City of Remsen - (IA),IA,MISO,4,21,12,.,37,0.0,0.0,0.0,.,0.0,72,257,144,.,473,0.0,0.0,0.0,.,0.0,2,2,1,.,6,1,1,1,.,2,2,2,1,.,6,1,1,1,.,2,16.500,12.100,12.100,.,
