Data Year,Utility Number,Utility Name,State,Ownership,SAIDI With MED,SAIFI With MED,CAIDI With MED,SAIDI Without MED,SAIFI Without MED,CAIDI Without MED,SAIDI With MED Minus LOS,SAIFI With MED Minus LOS,CAIDI Minus MED,Number of Customers,Highest Dist. Voltage,Outages Recorded Automatically,SAIDI With MED,SAIFI With MED,CAIDI With MED,SAIDI Without MED,SAIFI Without MED,CAIDI Without MED,Number of Customers,Inactive Accounts Included,Momentary Interruptions,Highest Dist. Voltage,Outages Recorded Automatically
2020,7651,Greenwood Utilities Comm,MS,Municipal,16.65,0.071,234.50704,.,.,.,.,.,.,9230,.,N,.,.,.,.,.,.,.,,,.,
2020,7654,Greer Commission of Public Wks,SC,Municipal,.,.,.,.,.,.,.,.,.,.,.,,153,1.32,115.90909,.,.,.,33975,N,L,12.5,Y
2020,7716,Groton Dept of Utilities - (CT),CT,Municipal,66.43,1.01,65.772277,31.51,0.4,78.775,66.43,1.01,65.772277,14292,35,N,.,.,.,.,.,.,.,,,.,
2020,7752,Guadalupe Valley Elec Coop Inc,TX,Cooperative,60.64,1.02,59.45098,60.64,1.02,59.45098,60.64,1.02,59.45098,88556,24.9,Y,.,.,.,.,.,.,.,,,.,
2020,7785,"Gulf Coast Electric Coop, Inc",FL,Cooperative,752.251,5.299,141.96094,488.138,3.998,122.09555,.,.,.,20159,25,N,.,.,.,.,.,.,.,,,.,
2020,7801,Gulf Power Co,FL,Investor Owned,1934.86,1.748,1106.8993,48.49,0.642,75.529595,1934.86,1.748,1106.8993,473630,25,Y,.,.,.,.,.,.,.,,,.,
2020,7887,Habersham Electric Membership Corp,GA,Cooperative,2559.07,3.607,709.47325,177.41,1.696,104.60495,2555.09,3.33,767.29429,33654,12.5,Y,.,.,.,.,.,.,.,,,.,
2020,7891,Guernsey-Muskingum El Coop Inc,OH,Cooperative,421.96,2.4,175.81667,336.64,2.25,149.61778,310.21,1.46,212.4726,17007.8,12.5,N,.,.,.,.,.,.,.,,,.,
2020,7977,City of Hamilton - (OH),OH,Municipal,32.13,0.45,71.4,32.13,0.45,71.4,.,.,.,29491,13.8,Y,.,.,.,.,.,.,.,,,.,
2020,8000,NineStar Connect,IN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,327.93,3.31,99.072508,101.606,1.426,71.252454,16276,N,F,15,Y
2020,8034,Hancock-Wood Electric Coop Inc,OH,Cooperative,174.93,1.23,142.21951,69.442,0.848,81.889151,81.81,0.66,123.95455,13240,12.5,Y,.,.,.,.,.,.,.,,,.,
2020,8055,City of Hannibal - (MO),MO,Municipal,110.436,2.193,50.358413,57.644,1.153,49.994796,110.436,2.193,50.358413,9310,13.8,Y,.,.,.,.,.,.,.,,,.,
2020,8147,City of Harriman - (TN),TN,Municipal,748.1,3.469,215.65293,748.1,3.469,215.65293,.,.,.,10974,13,Y,.,.,.,.,.,.,.,,,.,
2020,8179,Harrison County Rural E M C,IN,Cooperative,172.957,1.327,130.33685,108.985,1.058,103.0104,169.184,1.262,134.06022,23626,12.4,Y,.,.,.,.,.,.,.,,,.,
2020,8198,City of Harrisonburg - (VA),VA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,13.683,0.175,78.188571,13.683,0.175,78.188571,21436,N,F,23,N
2020,8210,Hart Electric Member Corp,GA,Cooperative,750.945,1.985,378.30982,109.82,0.999,109.92993,750.945,1.985,378.30982,37074,12.5,Y,.,.,.,.,.,.,.,,,.,
2020,8212,Hartford Electric,WI,Municipal,.,.,.,.,.,.,.,.,.,.,.,,33.638,0.286,117.61538,.,.,.,7602,N,L,25,N
2020,8245,City of Hastings - (NE),NE,Municipal,150.75,1.194,126.25628,5.676,0.079,71.848101,150.75,1.194,126.25628,13500,13.8,N,.,.,.,.,.,.,.,,,.,
2020,8287,Hawaii Electric Light Co Inc,HI,Investor Owned,128.76,1.819,70.786146,128.76,1.819,70.786146,121.73,1.097,110.96627,86826,34.5,N,.,.,.,.,.,.,.,,,.,
2020,8319,Heartland Power Coop,IA,Cooperative,139.125,1.135,122.57709,121.981,1.091,111.8066,.,.,.,5228,15,Y,.,.,.,.,.,.,.,,,.,
2020,8333,Haywood Electric Member Corp,NC,Cooperative,1163.702,5.156,225.6986,446.238,3.703,120.50716,781.119,3.803,205.39548,27672,12.5,N,.,.,.,.,.,.,.,,,.,
2020,8447,Hendricks County Rural E M C,IN,Cooperative,124.5,1.56,79.807692,48.9,0.83,58.915663,116.9,1.35,86.592593,34237,12.5,Y,.,.,.,.,.,.,.,,,.,
2020,8449,Henderson City Utility Comm,KY,Municipal,.,.,.,.,.,.,.,.,.,.,.,,31.577,0.59,53.520339,31.577,0.59,53.520339,12114,N,F,13.8,N
2020,8566,High Plains Power Inc,WY,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,437.29,.,.,332.96,.,.,13505,N,F,34.5,N
2020,8571,Town of High Point,NC,Municipal,207.019,2.195,94.313895,144.665,1.829,79.095134,201.723,2.097,96.195994,41905,12.4,Y,.,.,.,.,.,.,.,,,.,
2020,8620,"HILCO Electric Cooperative, Inc.",TX,Cooperative,143.9,1.299,110.77752,142.8,1.294,110.35549,134.6,0.993,135.54884,30109,14.4,Y,.,.,.,.,.,.,.,,,.,
2020,8699,Inland Power & Light Company,WA,Cooperative,797,1.97,404.56853,232,1.309,177.23453,669,1.49,448.99329,42853,24.9,Y,.,.,.,.,.,.,.,,,.,
2020,8723,City of Holland,MI,Municipal,46.082,0.523,88.110899,28.33,0.489,57.93456,46.082,0.523,88.110899,29500,12.4,N,.,.,.,.,.,.,.,,,.,
2020,8761,Holmes-Wayne Electric Coop Inc,OH,Cooperative,550.54,2.954,186.37102,273.94,2.189,125.1439,524.06,2.67,196.27715,17609,12.5,N,.,.,.,.,.,.,.,,,.,
2020,8764,"Holston Electric Coop, Inc",TN,Cooperative,200.343,2.504,80.009185,154.818,2.129,72.718647,200.343,2.504,80.009185,30887,13,Y,.,.,.,.,.,.,.,,,.,
2020,8773,"Holy Cross Electric Assn, Inc",CO,Cooperative,158.14,1.557,101.56712,77.732,1.171,66.380871,153.32,1.428,107.36695,59015,24.9,Y,.,.,.,.,.,.,.,,,.,
2020,8774,City of Holyoke - (MA),MA,Municipal,144.808,1.605,90.223053,57.108,1.072,53.272388,144.808,1.605,90.223053,17752,34.5,Y,.,.,.,.,.,.,.,,,.,
2020,8786,Horry Electric Coop Inc,SC,Cooperative,116.722,1.187,98.333614,104.488,1.034,101.05222,105.65,1.053,100.33238,82205,14.4,N,.,.,.,.,.,.,.,,,.,
2020,8795,City of Homestead - (FL),FL,Municipal,.,.,.,72.662,0.939,77.382322,.,.,.,25591,13.2,N,.,.,.,.,.,.,.,,,.,
2020,8840,City of Hope,AR,Municipal,111.21,1.18,94.245763,41.33,0.67,61.686567,111.21,1.18,94.245763,6995,13.8,Y,.,.,.,.,.,.,.,,,.,
2020,8898,Houston County Elec Coop Inc,TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,918.7,5.6,164.05357,540.4,3.9,138.5641,21864,N,L,25,Y
2020,8901,CenterPoint Energy,TX,Investor Owned,226.431,1.776,127.49493,138.213,1.316,105.02508,226.431,1.776,127.49493,2610562,34.5,Y,.,.,.,.,.,.,.,,,.,
2020,8973,Town of Hudson - (MA),MA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,34.4,0.37,92.972973,34.4,0.37,92.972973,13812,N,L,.,Y
2020,9087,Town of Huntersville - (NC),NC,Municipal,97.508,0.413,236.09685,.,.,.,.,.,.,7265,12.5,N,.,.,.,.,.,.,.,,,.,
2020,9094,City of Huntsville - (AL),AL,Municipal,.,.,.,80.378,0.853,94.229777,.,.,.,193577,25,N,.,.,.,.,.,.,.,,,.,
2020,9096,City of Lafayette - (LA),LA,Municipal,1054.4,1.833,575.23186,26.615,0.652,40.820552,119.11,0.865,137.69942,66700,15,Y,.,.,.,.,.,.,.,,,.,
2020,9187,City of Idaho Falls - (ID),ID,Municipal,183.64,0.679,270.45655,22.987,0.221,104.01357,.,.,.,.,.,Y,.,.,.,.,.,.,.,,,.,
2020,9191,Idaho Power Co,ID,Investor Owned,209.83,1.23,170.5935,160.45,1.09,147.20183,138.22,0.89,155.30337,561795,34.5,Y,.,.,.,.,.,.,.,,,.,
2020,9191,Idaho Power Co,OR,Investor Owned,185.01,0.97,190.73196,165.81,0.9,184.23333,111.8,0.59,189.49153,19515,34.5,Y,.,.,.,.,.,.,.,,,.,
2020,9216,Imperial Irrigation District,CA,Political Subdivision,72.07,0.61,118.14754,58,0.58,100,59.55,0.5,119.1,157713,12.4,N,.,.,.,.,.,.,.,,,.,
2020,9230,City of Independence - (IA),IA,Municipal,5.321,0.166,32.054217,5.321,0.166,32.054217,5.321,0.166,32.054217,3169,15,N,.,.,.,.,.,.,.,,,.,
2020,9231,City of Independence - (MO),MO,Municipal,.,.,.,.,.,.,.,.,.,.,.,,74.1,0.752,98.537234,19.364,0.294,65.863946,56769,N,F,13.8,Y
2020,9246,"Indian Electric Coop, Inc",OK,Cooperative,880.453,1.548,568.76809,87.829,0.796,110.33794,869.449,1.509,576.17561,19812,14.4,Y,.,.,.,.,.,.,.,,,.,
2020,9273,Indianapolis Power & Light Co,IN,Investor Owned,154.658,1.159,133.4409,73.394,0.934,78.5803,59.871,0.704,85.044034,507900,34,Y,.,.,.,.,.,.,.,,,.,
2020,9292,Inter County Energy Coop Corp,KY,Cooperative,138.961,1.516,91.662929,87.91,0.952,92.342437,132.001,1.215,108.6428,26862,24.9,Y,.,.,.,.,.,.,.,,,.,
2020,9324,Indiana Michigan Power Co,IN,Investor Owned,300.3,1.119,268.36461,154.1,0.937,164.46105,273.7,1.029,265.98639,469531,35,Y,.,.,.,.,.,.,.,,,.,
2020,9324,Indiana Michigan Power Co,MI,Investor Owned,644,1.429,450.6648,239.8,1.084,221.21771,614.2,1.319,465.6558,129620,35,Y,.,.,.,.,.,.,.,,,.,
2020,9331,Intercounty Electric Coop Assn,MO,Cooperative,273.5,1.501,182.21186,141,1.308,107.79817,273.5,1.501,182.21186,30666,12.5,Y,.,.,.,.,.,.,.,,,.,
2020,9336,Intermountain Rural Elec Assn,CO,Cooperative,117.451,0.771,152.33593,89.25,0.677,131.83161,97.081,0.72,134.83472,163238,12.5,Y,.,.,.,.,.,.,.,,,.,
2020,9417,Interstate Power and Light Co,IA,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,3180,1.54,2064.9351,89.5,0.79,113.29114,483526,N,F,25,Y
2020,9425,Iowa Lakes Electric Coop,IA,Cooperative,102.8,1.01,101.78218,47.55,0.675,70.444444,79.1,0.661,119.66717,12914,12.5,N,.,.,.,.,.,.,.,,,.,
2020,9475,Itasca-Mantrap Co-op Electrical Assn,MN,Cooperative,328.055,2.227,147.30804,113.945,1.587,71.798992,328.055,2.227,147.30804,12139,12.5,Y,.,.,.,.,.,.,.,,,.,
2020,9575,Jackson Energy Coop Corp - (KY),KY,Cooperative,396.16,2.833,139.83763,273.14,2.286,119.48381,351.97,2.396,146.899,51320,12.5,Y,.,.,.,.,.,.,.,,,.,
2020,9576,Jackson County Rural E M C - (IN),IN,Cooperative,212.334,2.016,105.3244,165.436,1.764,93.78458,164.678,1.312,125.51677,24608,12.5,N,.,.,.,.,.,.,.,,,.,
2020,9601,Jackson Electric Member Corp - (GA),GA,Cooperative,238.74,1.63,146.46626,69.79,1.12,62.3125,235.61,1.47,160.27891,237704,25,Y,.,.,.,.,.,.,.,,,.,
2020,9605,Jackson Purchase Energy Corporation,KY,Cooperative,103.296,1.378,74.960813,93.472,1.313,71.189642,101.553,1.204,84.346346,30337,12.5,Y,.,.,.,.,.,.,.,,,.,
2020,9612,City of Jackson - (TN),TN,Municipal,172.585,1.266,136.32306,97.711,1.059,92.267233,.,.,.,36302,12.5,Y,.,.,.,.,.,.,.,,,.,
2020,9613,City of Lebanon - (IN),IN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,20.081,0.099,202.83838,.,.,.,8818,N,L,12.4,N
2020,9616,Beaches Energy Services,FL,Municipal,31.8,0.731,43.502052,.,.,.,.,.,.,35747,27,N,.,.,.,.,.,.,.,,,.,
2020,9617,JEA,FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,78.07,1.43,54.594406,490432,N,L,26.4,Y
2020,9665,Jasper County Rural E M C,IN,Cooperative,172.62,2.922,59.075975,108.766,1.859,58.5078,141.481,2.08,68.019712,9280,7.2,Y,.,.,.,.,.,.,.,,,.,
2020,9667,City of Jasper - (IN),IN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,3.5,0.06,58.333333,3.5,0.06,58.333333,7542,N,F,13.2,N
2020,9668,"Jasper-Newton Elec Coop, Inc",TX,Cooperative,7699.56,6.06,1270.5545,852.13,3.31,257.44109,7670.13,5.71,1343.2802,22971,24.9,Y,.,.,.,.,.,.,.,,,.,
2020,9682,"Jefferson Davis Elec Coop, Inc",LA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,67,3.64,18.406593,12,1.49,8.0536913,10296,N,O,14.4,N
2020,9689,Jefferson Electric Member Corp,GA,Cooperative,144.61,1.49,97.053691,101.45,1.208,83.981788,143.2,1.399,102.35883,34723.5,24.9,Y,.,.,.,.,.,.,.,,,.,
2020,9699,"Jemez Mountains Elec Coop, Inc",NM,Cooperative,540.86,2.785,194.20467,485.97,2.736,177.62061,525.91,2.632,199.81383,31000,14.4,Y,.,.,.,.,.,.,.,,,.,
2020,9726,Jersey Central Power & Lt Co,NJ,Investor Owned,2197.785,2.742,801.52626,185.891,1.692,109.86466,2080.979,2.216,939.06995,1124901,34.5,Y,.,.,.,.,.,.,.,,,.,
2020,9739,Joe Wheeler Elec Member Corp,AL,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,130.8,1.55,84.387097,130.8,1.55,84.387097,44454,N,L,13,Y
2020,9750,"Jo-Carroll Energy, Inc",IL,Cooperative,86.45,0.69,125.28986,49.22,0.5,98.44,37.26,0.19,196.10526,19651,34.5,Y,.,.,.,.,.,.,.,,,.,
2020,9777,Johnson City - (TN),TN,Municipal,29.65,0.34,87.205882,27.82,0.33,84.30303,29.65,0.34,87.205882,79593,13.2,Y,.,.,.,.,.,.,.,,,.,
2020,9778,Johnson County Rural E M C,IN,Cooperative,97.241,0.904,107.56748,35.17,0.489,71.92229,91.32,0.799,114.29287,28236,12.5,Y,.,.,.,.,.,.,.,,,.,
2020,9837,Jones-Onslow Elec Member Corp,NC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,82.077,1.44,56.997917,.,.,.,76119,N,F,12.4,Y
2020,9964,Kenergy Corp,KY,Cooperative,155.79,1.56,99.865385,86.36,1.21,71.371901,123.5,1.21,102.06612,57734,14.4,Y,.,.,.,.,.,.,.,,,.,
2020,9996,City of Kansas City - (KS),KS,Municipal,132.698,1.323,100.30083,108.26,1.181,91.668078,132.698,1.323,100.30083,65304,13.8,Y,.,.,.,.,.,.,.,,,.,
2020,10000,Evergy Metro,KS,Investor Owned,73.85,0.674,109.56973,54.21,0.601,90.199667,73.75,0.671,109.91058,264275,34,Y,.,.,.,.,.,.,.,,,.,
2020,10000,Evergy Metro,MO,Investor Owned,109.9,1.016,108.16929,89.41,0.915,97.715847,107.65,0.974,110.52361,282004,34,Y,.,.,.,.,.,.,.,,,.,
2020,10005,"Evergy Kansas South, Inc",KS,Investor Owned,86.16,0.887,97.136415,86.13,0.887,97.102593,79.01,0.831,95.078219,334315,34,Y,.,.,.,.,.,.,.,,,.,
2020,10009,Karnes Electric Coop Inc,TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,163.383,1.176,138.93112,107.16,0.911,117.62898,23253,N,F,24.9,N
2020,10019,FreeState Electric Coop,KS,Cooperative,311.96,.,.,311.96,.,.,276.78,.,.,18451,.,Y,.,.,.,.,.,.,.,,,.,
2020,10056,City of Kaukauna,WI,Municipal,61,0.77,79.220779,9.8,0.14,70,61,0.77,79.220779,15653,34.5,N,.,.,.,.,.,.,.,,,.,
2020,10071,Kauai Island Utility Cooperative,HI,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,57.35,1.34,42.798507,.,.,.,38445,N,L,12.5,Y
2020,10170,"Kiamichi Electric Coop, Inc",OK,Cooperative,1255.92,3.92,320.38776,1255.92,3.92,320.38776,710.94,3.3,215.43636,21898,24.9,N,.,.,.,.,.,.,.,,,.,
2020,10171,Kentucky Utilities Co,KY,Investor Owned,84.37,0.806,104.67742,64.9,0.708,91.666667,77.46,0.678,114.24779,540598,34.5,Y,.,.,.,.,.,.,.,,,.,
2020,10171,Kentucky Utilities Co,VA,Investor Owned,142.91,1.227,116.47107,129.77,1.213,106.98269,104.39,0.963,108.40083,29945,34.5,Y,.,.,.,.,.,.,.,,,.,
2020,10210,Ketchikan Public Utilities,AK,Municipal,.,.,.,.,.,.,.,.,.,.,.,,566.5,5.3,106.88679,.,.,.,7856,N,L,12.5,N
2020,10226,"Utility Board of the City of Key West, F",FL,Municipal,.,.,.,76.9,1.55,49.612903,.,.,.,31137,13.8,Y,.,.,.,.,.,.,.,,,.,
2020,10331,Kingsport Power Co,TN,Investor Owned,382.8,1.671,229.08438,268.6,1.506,178.35325,382.8,1.671,229.08438,48429,35,Y,.,.,.,.,.,.,.,,,.,
2020,10345,City of Kinston - (NC),NC,Municipal,57.9,0.89,65.05618,57.9,0.89,65.05618,57.9,0.89,65.05618,11801,12.4,N,.,.,.,.,.,.,.,,,.,
2020,10370,City of Kirkwood - (MO),MO,Municipal,25.5,0.27,94.444444,24.504,0.241,101.67635,25.5,0.27,94.444444,10095,12.4,Y,.,.,.,.,.,.,.,,,.,
2020,10376,Kissimmee Utility Authority,FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,41.91,1.021,41.047992,41.91,1.021,41.047992,83689,N,L,13.2,Y
2020,10378,"Kit Carson Electric Coop, Inc",NM,Cooperative,161.52,1.454,111.08666,126.69,1.054,120.19924,161.52,1.454,111.08666,29696,24.9,N,.,.,.,.,.,.,.,,,.,
2020,10393,PUD No 1 of Klickitat County,WA,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,173.4,1.43,121.25874,.,.,.,13369,N,L,13.2,N
2020,10421,Knoxville Utilities Board,TN,Municipal,279,2.11,132.22749,128,1.65,77.575758,279,2.11,132.22749,207360,13.2,Y,.,.,.,.,.,.,.,,,.,
2020,10448,Kosciusko County Rural E M C,IN,Cooperative,240.786,1.487,161.92737,85.014,0.931,91.314715,231.766,1.25,185.4128,16489,12.5,Y,.,.,.,.,.,.,.,,,.,
2020,10454,Kootenai Electric Cooperative,ID,Cooperative,894.87,2.92,306.46233,184.77,1.78,103.80337,734.83,.,.,29854,25,Y,.,.,.,.,.,.,.,,,.,
2020,10539,"La Plata Electric Assn, Inc",CO,Cooperative,103.089,0.916,112.54258,40.839,0.474,86.158228,96.393,0.845,114.07456,44432,12.5,Y,.,.,.,.,.,.,.,,,.,
2020,10579,City of LaFollette,TN,Municipal,577,5.3,108.86792,338,4.9,68.979592,577,5.3,108.86792,22056,19.5,Y,.,.,.,.,.,.,.,,,.,
2020,10599,"Lake Region Electric Coop, Inc - (OK)",OK,Cooperative,273.456,1.462,187.04241,85.11,0.767,110.9648,267.13,1.403,190.39914,25075,12.5,Y,.,.,.,.,.,.,.,,,.,
2020,10603,"Laclede Electric Coop, Inc",MO,Cooperative,238.14,1.81,131.56906,128.23,1.58,81.158228,214.33,1.54,139.17532,37547,12.5,Y,.,.,.,.,.,.,.,,,.,
2020,10618,Lake Region Electric Cooperative - (MN),MN,Cooperative,391.3,2.71,144.39114,117.67,1.23,95.666667,264.79,1.75,151.30857,28307,12.5,N,.,.,.,.,.,.,.,,,.,
2020,10620,City of Lake Worth - (FL),FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,209.807,3.627,57.845878,154.835,2.889,53.594669,27054,Y,L,26.4,N
2020,10623,City of Lakeland - (FL),FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,63.32,1.158,54.680484,63.32,1.158,54.680484,128586,N,L,12.5,N
2020,10624,Southern Rivers Energy,GA,Cooperative,430.389,3.6,119.5525,282.783,2.92,96.843493,422.379,3.467,121.82838,19720,25,Y,.,.,.,.,.,.,.,,,.,
2020,10625,"Lamb County Electric Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,131.2,.,.,.,.,.,11511,N,L,.,Y
2020,10668,Licking Rural Electric Inc,OH,Cooperative,260.4,1.81,143.8674,139.8,1.21,115.53719,231,1.46,158.21918,26253,12.5,Y,.,.,.,.,.,.,.,,,.,
2020,10681,Lane Electric Coop Inc,OR,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,605.4,4.99,121.32265,353.05,.,.,12770,N,L,12.4,Y
2020,10697,Lake Country Power,MN,Cooperative,424.4,2.443,173.72084,179.67,1.684,106.6924,372.22,2.11,176.40758,49878,24.9,Y,.,.,.,.,.,.,.,,,.,
2020,10704,City of Lansing - (MI),MI,Municipal,.,.,.,.,.,.,.,.,.,.,.,,50.69,1.415,35.823322,45.756,1.311,34.901602,97514,N,F,13.2,Y
2020,10768,"Laurens Electric Coop, Inc",SC,Cooperative,172.11,1.44,119.52083,114.21,1.19,95.97479,158.07,1.26,125.45238,58888,14.4,Y,.,.,.,.,.,.,.,,,.,
2020,10817,"Lea County Electric Coop, Inc",NM,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,173.6,1.266,137.1248,173.6,1.266,137.1248,11156,N,O,24.9,N
2020,10817,"Lea County Electric Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,116.398,1.351,86.156921,116.398,1.351,86.156921,5103,N,O,24.9,N
2020,10857,"Lee County Electric Coop, Inc",FL,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,99.73,1.456,68.495879,84.47,1.35,62.57037,226057,N,F,24.9,Y
2020,10868,City of Leesburg - (FL),FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,68.52,1.19,57.579832,25211,N,L,12.5,N
2020,10879,Lehi City Corporation,UT,Municipal,138.896,0.738,188.20596,138.896,0.738,188.20596,75.719,0.538,140.74164,24564,12.5,N,.,.,.,.,.,.,.,,,.,
2020,10906,City of Lenoir - (TN),TN,Municipal,157.25,1.57,100.15924,157.25,1.57,100.15924,.,.,.,67978,12.5,Y,.,.,.,.,.,.,.,,,.,
2020,10944,PUD No 1 of Lewis County,WA,Political Subdivision,433.4,2.69,161.11524,259.62,1.91,135.9267,433.39,2.69,161.11152,34012,24.9,N,.,.,.,.,.,.,.,,,.,
2020,10960,City of Lewisburg - (TN),TN,Municipal,49.123,0.508,96.698819,5.965,0.104,57.355769,.,.,.,6291,13,N,.,.,.,.,.,.,.,,,.,
2020,10966,City of Lexington - (NC),NC,Municipal,.,.,.,.,.,.,.,.,.,.,.,,126.395,2.107,59.988135,54.527,0.909,59.985699,19328,Y,L,44,Y
2020,11011,Licking Valley Rural E C C,KY,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,244.78,1.6,152.9875,163.5,1.2,136.25,17449,N,L,7.2,N
2020,11018,Lincoln Electric System,NE,Municipal,58.1,0.6,96.833333,21.6,0.36,60,58.1,0.6,96.833333,139123,34.5,Y,.,.,.,.,.,.,.,,,.,
2020,11053,Linn County REC,IA,Cooperative,3483,3.018,1154.0755,154,1.739,88.556642,3329,1.278,2604.8513,30152,12.5,N,.,.,.,.,.,.,.,,,.,
2020,11124,City of Lodi - (CA),CA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,20.652,0.522,39.563218,20.652,0.522,39.563218,25008,N,F,12,N
2020,11135,City of Logan - (UT),UT,Municipal,26.402,0.465,56.778495,13.711,0.214,64.070093,13.711,0.214,64.070093,19746,46,N,.,.,.,.,.,.,.,,,.,
2020,11171,Long Island Power Authority,NY,State,.,.,.,.,.,.,.,.,.,.,.,,79.2,0.855,92.631579,65.95,0.795,82.955975,1144130,N,O,13.2,Y
2020,11187,City of Longmont,CO,Municipal,.,.,.,.,.,.,.,.,.,.,.,,22.771,0.375,60.722667,22.771,0.375,60.722667,45721,N,F,12.5,N
2020,11200,"Lorain-Medina R E C, Inc",OH,Cooperative,224.703,.,.,175.078,.,.,164.569,.,.,16521,12.5,Y,.,.,.,.,.,.,.,,,.,
2020,11204,Los Alamos County,NM,Municipal,69.05,0.55,125.54545,.,.,.,.,.,.,9045,13.2,N,.,.,.,.,.,.,.,,,.,
2020,11208,Los Angeles Department of Water & Power,CA,Municipal,139.55,0.74,188.58108,114.13,0.69,165.4058,.,.,.,1580267,34.5,N,.,.,.,.,.,.,.,,,.,
2020,11241,Entergy Louisiana LLC,LA,Investor Owned,5591.5,3.318,1685.2019,211.9,1.443,146.84685,5433.1,3.181,1707.9849,1117845,34.5,Y,.,.,.,.,.,.,.,,,.,
2020,11249,Louisville Gas & Electric Co,KY,Investor Owned,107.06,0.88,121.65909,71.62,0.75,95.493333,106.88,0.866,123.41801,427912,34.5,Y,.,.,.,.,.,.,.,,,.,
2020,11251,Loup River Public Power Dist,NE,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,32.443,0.665,48.786466,28.981,0.627,46.221691,20790,Y,L,12.5,N
2020,11256,City of Loveland - (CO),CO,Municipal,30.14,0.34,88.647059,30.14,0.34,88.647059,30.14,0.34,88.647059,37734,12.5,N,.,.,.,.,.,.,.,,,.,
2020,11272,"Lower Yellowstone R E A, Inc",MT,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,254.57,1.4,181.83571,201.4,1.23,163.73984,5093,N,F,25,Y
2020,11272,"Lower Yellowstone R E A, Inc",ND,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,28.28,0.15,188.53333,22.38,0.14,159.85714,1124,N,F,25,Y
2020,11291,Lumbee River Elec Member Corp,NC,Cooperative,158.187,1.639,96.514338,102.011,1.355,75.284871,155.175,1.608,96.501866,62467,25,Y,.,.,.,.,.,.,.,,,.,
2020,11318,City of Lumberton - (NC),NC,Municipal,.,.,.,.,.,.,.,.,.,.,.,,9.197,0.115,79.973913,.,.,.,11253,N,L,23,N
2020,11355,"Lynches River Elec Coop, Inc",SC,Cooperative,360,2.3,156.52174,163,1.8,90.555556,350,2.1,166.66667,21385,25,N,.,.,.,.,.,.,.,,,.,
2020,11364,"Lyntegar Electric Coop, Inc",TX,Cooperative,1131.55,.,.,175.54,.,.,956.01,.,.,23111,14.4,Y,.,.,.,.,.,.,.,,,.,
2020,11463,Macon Electric Coop,MO,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,42.3,.,.,.,.,.,11325,N,F,12.5,Y
2020,11479,Madison Gas & Electric Co,WI,Investor Owned,27.3,0.24,113.75,22.37,0.22,101.68182,27.3,0.24,113.75,157900,13.8,Y,.,.,.,.,.,.,.,,,.,
2020,11501,Magic Valley Electric Coop Inc,TX,Cooperative,1475.52,.,.,147.5,.,.,1466.59,.,.,124549,12.4,Y,.,.,.,.,.,.,.,,,.,
2020,11519,Magnolia Electric Power Assn,MS,Cooperative,1103.41,.,.,.,.,.,1100.1,.,.,32466,15,Y,.,.,.,.,.,.,.,,,.,
2020,11560,City of Manassas - (VA),VA,Municipal,48.32,0.785,61.55414,48.32,0.785,61.55414,48.32,0.785,61.55414,16607,13.2,Y,.,.,.,.,.,.,.,,,.,
2020,11571,Manitowoc Public Utilities,WI,Municipal,32.899,0.429,76.687646,5.49,0.083,66.144578,18.68,0.257,72.684825,17957,13.2,Y,.,.,.,.,.,.,.,,,.,
2020,11586,Town of Mansfield - (MA),MA,Municipal,8.686,0.071,122.33803,4.561,0.048,95.020833,8.686,0.071,122.33803,9950,15,N,.,.,.,.,.,.,.,,,.,
