Utility Characteristics,,,,,Yearly Energy and Demand Savings,,,,,,,,,,,,,,,,,,,,Program Costs,,,,,,,,,,DSM Program
,,,,,Number of Customers Enrolled,,,,,Energy Savings (MWh),,,,,Potential Peak Demand Savings (MW),,,,,Actual Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Grid Connected
2022,17633,Southern Indiana Gas & Elec Co,IN,MISO,"32,793",457,0,0,"33,250","7,630",0,0,0,"7,630",11.9,0.1,0.0,0.0,12.0,6.2,0.1,0.0,0.0,6.4,699,39,0,0,738,561,40,0,0,601,.
2022,17637,Southern Maryland Elec Coop Inc,MD,PJM,"39,382",94,.,.,"39,476",0,0,.,.,0,39.0,13.6,.,.,52.6,39.0,13.6,.,.,52.6,"1,695",151,.,.,"1,846","2,568",835,.,.,"3,403",.
2022,17671,Southwest Arkansas E C C,AR,MISO,0,0,5,0,5,0,0,0,0,0,0.0,0.0,35.8,0.0,35.8,0.0,0.0,11.7,0.0,11.7,0,0,121,0,121,0,0,0,0,0,.
2022,17684,Southwest Louisiana E M C,LA,MISO,.,5,.,.,5,.,29,.,.,29,.,0.3,.,.,0.3,.,0.3,.,.,0.3,.,4,.,.,4,.,.,.,.,.,.
2022,17692,Southwest Public Power Dist,NE,SWPP,.,.,"1,157",.,"1,157",.,.,"1,907",.,"1,907",.,.,18.1,.,18.1,.,.,18.1,.,18.1,.,.,.,.,.,.,.,69,.,69,.
2022,17698,Southwestern Electric Power Co,AR,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,136,14,.,150,.,23,2,.,25,.
2022,17698,Southwestern Electric Power Co,TX,SWPP,.,6,.,.,6,.,65,.,.,65,.,5.0,.,.,5.0,.,3.8,.,.,3.8,.,113,.,.,113,.,19,.,.,19,.
2022,17718,Southwestern Public Service Co,TX,SWPP,"7,480",252,.,.,"7,732",18,10,.,.,28,9.0,2.2,.,.,11.2,9.0,2.2,.,.,11.2,398,99,.,.,497,81,103,.,.,184,.
2022,17832,Snapping Shoals El Member Corp,GA,SOCO,"101,592","4,313",45,.,"105,950",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,18087,Town of Sterling - (MA),MA,ISNE,169,3,.,.,172,1,0,.,.,1,0.2,0.6,.,.,0.8,0.1,0.1,.,.,0.2,7,0,.,.,7,0,0,.,.,0,.
2022,18125,Stillwater Utilities Authority,OK,SWPP,.,1,.,.,1,.,21,.,.,21,.,2.0,.,.,2.0,.,0.0,.,.,0.0,.,1,.,.,1,.,.,.,.,.,.
2022,18203,Tallapoosa River Elec Coop Inc,AL,SOCO,.,.,1,.,1,.,.,1,.,1,.,.,3.2,.,3.2,.,.,0.3,.,0.3,.,.,81,.,81,.,.,0,.,0,.
2022,18280,Sulphur Springs Valley E C Inc,AZ,WALC,0,782,0,0,782,0,59,0,0,59,0.0,88.9,0.0,0.0,88.9,0.0,22.4,0.0,0.0,22.4,0,0,0,0,0,0,1,0,0,1,.
2022,18304,"Sumter Electric Coop, Inc",FL,SEC,.,.,8,.,8,.,.,84,.,84,.,.,13.0,.,13.0,.,.,12.0,.,12.0,.,.,.,.,.,.,.,374,.,374,.
2022,18445,City of Tallahassee - (FL),FL,TAL,0,4,0,0,4,0,0,0,0,0,0.0,40.1,0.0,0.0,40.1,0.0,0.0,0.0,0.0,0.0,0,"6,322",0,0,"6,322",0,0,0,0,0,.
2022,18454,Tampa Electric Co,FL,TEC,1,223,29,0,253,0,"9,424","34,338",0,"43,762",0.0,98.6,113.0,0.0,211.6,0.0,0.0,0.0,0.0,0.0,0,"6,968","23,359",0,"30,327","3,009",521,32,0,"3,562",0
2022,18488,City of Taunton,MA,ISNE,10,.,.,.,10,27,.,.,.,27,10.0,.,.,.,10.0,7.0,.,.,.,7.0,131,.,.,.,131,0,.,.,.,0,.
2022,18642,Tennessee Valley Authority,AL,TVA,0,108,59,0,167,0,146,"15,885",0,"16,031",0.0,4.6,417.4,0.0,422.0,0.0,4.6,428.5,0.0,433.1,0,118,"21,177",0,"21,295",0,118,47,0,165,.
2022,18642,Tennessee Valley Authority,GA,TVA,0,0,3,0,3,0,0,495,0,495,0.0,0.0,23.5,0.0,23.5,.,0.0,21.0,0.0,21.0,0,0,"1,353",0,"1,353",0,0,0,0,0,.
2022,18642,Tennessee Valley Authority,KY,TVA,0,84,58,0,142,0,83,"15,186",0,"15,269",0.0,3.8,304.5,0.0,308.3,0.0,2.6,294.2,0.0,296.8,0,84,"20,219",0,"20,303",0,61,30,0,91,.
2022,18642,Tennessee Valley Authority,MS,TVA,0,45,17,0,62,0,56,"22,961",0,"23,017",0.0,1.9,461.4,0.0,463.3,0.0,1.7,495.6,0.0,497.3,0,50,"27,160",0,"27,210",0,45,7,0,52,.
2022,18642,Tennessee Valley Authority,NC,TVA,0,0,2,0,2,0,0,"3,443",0,"3,443",0.0,0.0,46.1,0.0,46.1,0.0,0.0,44.7,0.0,44.7,0,0,"3,721",0,"3,721",0,0,0,0,0,.
2022,18642,Tennessee Valley Authority,TN,TVA,0,750,329,0,"1,079",0,"1,086","18,052",0,"19,138",0.0,48.0,710.3,0.0,758.3,0.0,33.8,618.6,0.0,652.4,0,"1,593","31,947",0,"33,540",0,806,326,0,"1,132",.
2022,18642,Tennessee Valley Authority,VA,TVA,0,4,1,0,5,0,2,0,0,2,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0,1,0,0,1,0,1,0,0,1,.
2022,18997,The Toledo Edison Co,OH,PJM,0,0,4,0,4,0,0,0,0,0,0.0,0.0,193.2,0.0,193.2,0.0,0.0,193.2,0.0,193.2,0,0,"10,767",0,"10,767",0,0,0,0,0,.
2022,19126,"TriEagle Energy, L.P.",TX,ERCO,"2,680",16,0,0,"2,696",20,0,0,0,20,13.5,0.1,0.0,0.0,13.6,2.4,0.0,0.0,0.0,2.4,0,0,0,0,0,0,0,0,0,0,.
2022,19157,MiEnergy Cooperative,IA,MISO,"2,872",190,.,.,"3,062",0,0,.,.,0,1.6,4.4,.,.,6.0,1.6,4.3,.,.,5.8,219,14,.,.,234,205,14,.,.,219,60
2022,19157,MiEnergy Cooperative,MN,MISO,"5,328",353,.,.,"5,681",0,0,.,.,0,3.0,8.2,.,.,11.1,2.9,7.9,.,.,10.8,407,27,.,.,433,381,25,.,.,406,190
2022,19160,"Tri-County Electric Coop, Inc (OK)",OK,SWPP,.,.,13,.,13,.,.,173,.,173,.,.,0.5,.,0.5,.,.,0.3,.,0.3,.,.,3,.,3,.,.,2,.,2,.
2022,19189,Trico Electric Cooperative Inc,AZ,WALC,.,20,2,.,22,.,.,.,.,.,.,3.6,0.0,.,3.6,.,1.5,0.0,.,1.5,.,.,.,.,.,.,.,.,.,.,.
2022,19396,Tri-County Electric Coop (MI),MI,MISO,"6,094",.,.,.,"6,094",0,.,.,.,0,25.7,.,.,.,25.7,15.0,.,.,.,15.0,662,.,.,.,662,0,.,.,.,0,36
2022,19436,Union Electric Co - (MO),MO,MISO,"42,733",826,120,.,"43,679",625,.,.,.,625,59.6,64.5,18.2,.,142.3,.,.,.,.,.,"1,634","1,612",454,.,"3,700","3,629","1,917",541,.,"6,087",.
2022,19446,Duke Energy Kentucky,KY,PJM,"13,936",9,3,.,"13,948",.,.,.,.,.,13.0,6.0,7.0,.,26.0,.,.,.,.,.,208,463,.,.,671,564,437,.,.,"1,001",.
2022,19490,United Electric Coop Service Inc - (TX),TX,ERCO,"46,007","8,158",45,.,"54,210",632,270,270,.,"1,172",4.2,1.5,1.6,.,7.3,4.2,1.5,1.6,.,7.3,87,.,.,.,87,.,.,.,.,.,.
2022,19497,United Illuminating Co,CT,ISNE,"6,215",25,4,0,"6,244",.,.,.,.,.,4.9,2.2,0.4,0.0,7.5,4.7,0.9,0.2,0.0,5.7,344,138,24,0,506,483,169,30,0,681,.
2022,19499,"United Power, Inc",CO,WACM,"1,380",15,6,.,"1,401",.,.,.,.,.,2.3,36.1,35.3,.,73.7,.,11.5,11.0,.,22.5,35,0,0,.,35,80,0,0,.,80,.
2022,19547,Hawaiian Electric Co Inc,HI,HECO,"31,902",237,.,.,"32,139","2,383",465,.,.,"2,848",20.5,9.1,.,.,29.6,.,.,.,.,.,"1,310","1,854",.,.,"3,164",681,401,.,.,"1,082",.
2022,19728,"UNS Electric, Inc",AZ,TEPC,.,29,.,.,29,.,.,.,.,.,.,4.6,.,.,4.6,.,4.6,.,.,4.6,.,.,.,.,.,.,1,.,.,1,.
2022,19790,Verendrye Electric Coop Inc,ND,MISO,"3,390",377,0,0,"3,767",.,.,.,.,.,15.3,1.7,0.0,0.0,17.0,5.3,0.6,0.0,0.0,5.9,102,11,0,0,113,9,1,0,0,10,.
2022,19798,City of Vernon,CA,CISO,.,.,1,.,1,.,.,0,.,0,.,.,16.0,.,16.0,.,.,0.0,.,0.0,.,.,"2,893",.,"2,893",.,.,0,.,0,.
2022,19876,Virginia Electric & Power Co,NC,PJM,"2,324",198,0,0,"2,522",0,0,0,0,0,1.1,0.2,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,82,4,0,0,86,117,41,0,0,158,0
2022,19876,Virginia Electric & Power Co,VA,PJM,"65,864",21,0,0,"65,885",0,0,0,0,0,37.0,5.9,0.0,0.0,42.9,0.0,0.0,0.0,0.0,0.0,"2,112",509,0,0,"2,621","3,921",111,0,0,"4,032",0
2022,19896,City of Volga - (SD),SD,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22
2022,19951,City of Wadsworth - (OH),OH,PJM,550,.,.,.,550,.,.,.,.,.,0.5,.,.,.,0.5,.,.,.,.,.,22,.,.,.,22,54,.,.,.,54,.
2022,19981,Wake Electric Membership Corp,NC,CPLE,.,5,1,.,6,.,0,0,.,1,.,2.9,7.4,.,10.3,.,2.9,7.4,.,10.3,.,0,0,.,0,.,0,0,.,0,.
2022,20401,West River Electric Assn Inc,SD,SWPP,"4,676",.,.,.,"4,676",.,.,.,.,.,44.1,.,.,.,44.1,31.4,.,.,.,31.4,37,.,.,.,37,98,.,.,.,98,.
2022,20404,AEP Texas North Company,TX,ERCO,.,21,.,.,21,.,2,.,.,2,.,2.3,.,.,2.3,.,2.1,.,.,2.1,.,74,.,.,74,.,11,.,.,11,.
2022,20472,"Wharton County Elec Coop, Inc",TX,ERCO,796,31,10,0,837,0,0,0,0,0,2.8,5.6,19.4,0.0,27.9,2.8,3.2,8.4,0.0,14.5,134,90,.,.,224,116,77,.,.,193,.
2022,20477,City of Westerville - (OH),OH,PJM,939,.,.,.,939,10,.,.,.,10,1.0,.,.,.,1.0,0.8,.,.,.,0.8,18,.,.,.,18,20,.,.,.,20,.
2022,20521,Wheeling Power Co,WV,PJM,12,0,0,0,12,1,0,0,0,1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,9,0,0,0,9,28,0,0,.,28,.
2022,20603,Northeastern Rural E M C,IN,PJM,"1,210",0,0,0,"1,210",0,0,0,0,0,1.8,0.0,0.0,0.0,1.8,1.4,0.0,0.0,0.0,1.4,83,.,.,.,83,88,.,.,.,88,0
2022,20639,"Wild Rice Electric Coop, Inc",MN,MISO,"5,460",46,1,.,"5,507","3,865",257,71,.,"4,194",111.2,8.5,1.2,.,120.9,32.8,2.5,0.4,.,35.6,"4,424",309,153,.,"4,885",222,17,2,.,242,.
2022,20737,Willmar Municipal Utilities,MN,MISO,"1,998",287,.,.,"2,285",3,0,.,.,3,3.0,0.4,.,.,3.4,2.7,0.4,.,.,3.1,0,.,.,.,0,63,9,.,.,73,.
2022,20841,"Wiregrass Electric Coop, Inc",AL,SOCO,"3,957",.,.,.,"3,957",0,.,.,.,0,4.8,.,.,.,4.8,0.0,.,.,.,0.0,0,.,.,.,0,.,.,.,.,.,.
2022,20847,Wisconsin Electric Power Co,WI,MISO,.,28,56,.,84,.,.,.,.,.,.,2.5,121.1,.,123.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,20856,Wisconsin Power & Light Co,WI,MISO,"1,910",0,101,.,"2,011",21,.,69,.,90,2.2,.,122.0,.,124.2,.,.,.,.,.,211,.,"8,474",.,"8,686",340,.,0,.,340,.
2022,20963,Woodruff Electric Coop Corp,AR,MISO,.,.,"3,700",.,"3,700",.,.,"3,950",.,"3,950",.,.,72.0,.,72.0,.,.,60.7,.,60.7,.,.,"4,700",.,"4,700",.,.,52,.,52,.
2022,21002,York Electric Coop Inc,SC,DUK,"5,947",.,.,.,"5,947",.,.,.,.,.,25.0,.,.,.,25.0,6.2,.,.,.,6.2,155,.,.,.,155,"1,615",.,.,.,"1,615",.
2022,21013,City of Worthington - (MN),MN,MISO,"2,337",.,.,.,"2,337",.,.,.,.,.,7.0,.,.,.,7.0,2.3,.,.,.,2.3,0,.,.,.,0,8,.,.,.,8,.
2022,21244,"Southside Electric Coop, Inc",VA,PJM,"1,271",.,.,.,"1,271",4,.,.,.,4,12.0,.,.,.,12.0,3.0,.,.,.,3.0,.,.,.,.,.,"13,298",.,.,.,"13,298",.
2022,21554,Seminole Electric Cooperative Inc,FL,SEC,"2,112",.,.,.,"2,112",4,.,.,.,4,4.2,.,.,.,4.2,3.7,.,.,.,3.7,53,.,.,.,53,112,.,.,.,112,.
2022,21632,EnergyUnited Elec Member Corp,NC,DUK,"11,150",152,5,.,"11,307",340,273,145,.,758,10.0,8.0,4.0,.,22.0,10.0,7.0,3.0,.,20.0,.,.,.,.,.,.,.,.,.,.,.
2022,22053,Kentucky Power Co,KY,PJM,0,0,7,0,7,0,0,0,0,0,0.0,0.0,7.4,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,.
2022,22500,"Evergy Kansas Central, Inc",KS,SWPP,"24,441",771,1,.,"25,213",.,.,.,.,.,10.4,1.7,15.0,.,27.1,10.4,0.3,.,.,10.7,.,.,.,.,.,199,6,.,.,205,.
2022,24211,Tucson Electric Power Co,AZ,TEPC,.,161,.,.,161,.,"2,530",.,.,"2,530",.,28.4,.,.,28.4,.,28.4,.,.,28.4,.,109,.,.,109,.,38,.,.,38,.
2022,24590,Unitil Energy Systems,NH,ISNE,755,20,.,.,775,.,.,.,.,.,0.6,2.7,.,.,3.2,0.6,2.7,.,.,3.2,26,93,.,.,119,31,11,.,.,42,.
2022,24949,Cass County Elec Coop Inc,ND,MISO,"8,496",418,514,.,"9,428","15,582","7,992","3,343",.,"26,917",272.2,129.2,54.0,.,455.4,73.5,34.9,14.6,.,123.0,63,.,.,.,63,578,28,36,.,642,79
2022,40051,Texas-New Mexico Power Co,TX,ERCO,.,80,.,.,80,.,7,.,.,7,.,7.8,.,.,7.8,.,7.3,.,.,7.3,.,220,.,.,220,.,29,.,.,29,.
2022,40165,"Dixie Escalante R E A, Inc",UT,PACE,.,228,.,.,228,.,334,.,.,334,.,21.7,.,.,21.7,.,10.7,.,.,10.7,.,562,.,.,562,.,59,.,.,59,.
2022,40211,"Wabash Valley Power Assn, Inc",IL,MISO,"4,535",.,2,.,"4,537",.,.,.,.,.,8.9,.,0.1,.,9.0,3.7,.,0.1,.,3.8,557,.,5,.,562,5,.,.,.,5,.
2022,40211,"Wabash Valley Power Assn, Inc",IN,PJM,50,.,98,.,148,.,.,.,.,.,0.0,.,3.3,.,3.3,.,.,.,.,.,3,.,187,.,190,2,.,.,.,2,.
2022,40211,"Wabash Valley Power Assn, Inc",IN,MISO,"17,185",9,776,.,"17,970",.,.,.,.,.,12.4,3.1,45.9,.,61.4,0.6,3.1,16.0,.,19.7,840,151,"2,500",.,"3,491",13,.,1,.,14,.
2022,40211,"Wabash Valley Power Assn, Inc",MO,MISO,191,.,.,.,191,.,.,.,.,.,0.2,.,.,.,0.2,0.1,.,.,.,0.1,13,.,.,.,13,2,.,.,.,2,.
2022,40212,Colquitt Electric Membership Corp,GA,SOCO,.,5,"2,210",.,"2,215",.,6,"1,318",.,"1,324",.,0.3,86.8,.,87.1,.,0.3,86.5,.,86.7,.,.,.,.,.,.,6,60,.,66,.
2022,40228,Rappahannock Electric Coop,VA,PJM,"8,277",28,.,.,"8,305",230,.,.,.,230,24.2,.,.,.,24.2,24.2,.,.,.,24.2,163,.,.,.,163,.,.,.,.,.,.
2022,44372,Oncor Electric Delivery Company LLC,TX,ERCO,"41,127",522,.,.,"41,649",132,344,.,.,476,44.1,114.7,.,.,158.8,44.1,114.7,.,.,158.8,"1,322","3,789",.,.,"5,111",122,336,.,.,458,.
2022,54913,NSTAR Electric Company,MA,ISNE,"29,604",433,.,.,"30,037",.,.,.,.,.,22.4,57.3,.,.,79.7,22.4,57.3,.,.,79.7,"1,471","4,242",.,.,"5,713","2,337",882,.,.,"3,220",.
2022,55787,City of Moreno Valley - (CA),CA,CISO,0,15,0,0,15,0,41,0,0,41,0.0,0.8,0.0,0.0,0.8,0.0,0.7,0.0,0.0,0.7,0,0,0,0,0,0,8,0,0,8,.
2022,55937,Entergy Texas Inc.,TX,MISO,.,8,4,.,12,.,7,15,.,22,.,10.3,92.3,.,102.6,.,6.9,.,.,6.9,.,200,.,.,200,.,26,.,.,26,.
2022,56692,Marin Clean Energy,CA,CISO,"1,707",34,0,0,"1,741",34,6,0,0,40,2.6,6.0,0.0,0.0,8.6,0.6,0.1,0.0,0.0,0.7,73,18,0,0,91,11,11,0,0,21,.
2022,57346,Efficiency Maine Trust,ME,ISNE,.,23,.,.,23,.,.,.,.,.,.,11.0,.,.,11.0,.,7.5,.,.,7.5,.,262,.,.,262,.,32,.,.,32,.
2022,58127,Cape Light Compact,MA,ISNE,"3,193",.,15,.,"3,208",.,.,.,.,.,2.3,.,1.0,.,3.3,1.5,.,1.0,.,2.5,178,.,58,.,235,216,.,152,.,369,.
2022,60631,Upper Michigan Energy Resources Corp.,MI,MISO,.,.,4,.,4,.,.,.,.,.,.,.,163.6,.,163.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
