Data Year,Utility Number,Utility Name,Short Form,State,County
2019,14328,Pacific Gas & Electric Co.,,CA,Tulare
2019,14328,Pacific Gas & Electric Co.,,CA,Tuolumne
2019,14328,Pacific Gas & Electric Co.,,CA,Yolo
2019,14328,Pacific Gas & Electric Co.,,CA,Yuba
2019,14354,PacifiCorp,,CA,Del Norte
2019,14354,PacifiCorp,,CA,Modoc
2019,14354,PacifiCorp,,CA,Shasta
2019,14354,PacifiCorp,,CA,Siskiyou
2019,14354,PacifiCorp,,ID,Bannock
2019,14354,PacifiCorp,,ID,Bear Lake
2019,14354,PacifiCorp,,ID,Bingham
2019,14354,PacifiCorp,,ID,Bonneville
2019,14354,PacifiCorp,,ID,Butte
2019,14354,PacifiCorp,,ID,Caribou
2019,14354,PacifiCorp,,ID,Clark
2019,14354,PacifiCorp,,ID,Franklin
2019,14354,PacifiCorp,,ID,Fremont
2019,14354,PacifiCorp,,ID,Jefferson
2019,14354,PacifiCorp,,ID,Madison
2019,14354,PacifiCorp,,ID,Oneida
2019,14354,PacifiCorp,,ID,Power
2019,14354,PacifiCorp,,ID,Teton
2019,14354,PacifiCorp,,OR,Benton
2019,14354,PacifiCorp,,OR,Clatsop
2019,14354,PacifiCorp,,OR,Coos
2019,14354,PacifiCorp,,OR,Crook
2019,14354,PacifiCorp,,OR,Deschutes
2019,14354,PacifiCorp,,OR,Douglas
2019,14354,PacifiCorp,,OR,Gilliam
2019,14354,PacifiCorp,,OR,Hood River
2019,14354,PacifiCorp,,OR,Jackson
2019,14354,PacifiCorp,,OR,Jefferson
2019,14354,PacifiCorp,,OR,Josephine
2019,14354,PacifiCorp,,OR,Klamath
2019,14354,PacifiCorp,,OR,Lake
2019,14354,PacifiCorp,,OR,Lane
2019,14354,PacifiCorp,,OR,Lincoln
2019,14354,PacifiCorp,,OR,Linn
2019,14354,PacifiCorp,,OR,Marion
2019,14354,PacifiCorp,,OR,Morrow
2019,14354,PacifiCorp,,OR,Multnomah
2019,14354,PacifiCorp,,OR,Polk
2019,14354,PacifiCorp,,OR,Sherman
2019,14354,PacifiCorp,,OR,Tillamook
2019,14354,PacifiCorp,,OR,Umatilla
2019,14354,PacifiCorp,,OR,Wallowa
2019,14354,PacifiCorp,,OR,Wasco
2019,14354,PacifiCorp,,UT,Beaver
2019,14354,PacifiCorp,,UT,Box Elder
2019,14354,PacifiCorp,,UT,Cache
2019,14354,PacifiCorp,,UT,Carbon
2019,14354,PacifiCorp,,UT,Davis
2019,14354,PacifiCorp,,UT,Duchesne
2019,14354,PacifiCorp,,UT,Emery
2019,14354,PacifiCorp,,UT,Garfield
2019,14354,PacifiCorp,,UT,Grand
2019,14354,PacifiCorp,,UT,Iron
2019,14354,PacifiCorp,,UT,Juab
2019,14354,PacifiCorp,,UT,Millard
2019,14354,PacifiCorp,,UT,Morgan
2019,14354,PacifiCorp,,UT,Piute
2019,14354,PacifiCorp,,UT,Rich
2019,14354,PacifiCorp,,UT,Salt Lake
2019,14354,PacifiCorp,,UT,San Juan
2019,14354,PacifiCorp,,UT,Sanpete
2019,14354,PacifiCorp,,UT,Sevier
2019,14354,PacifiCorp,,UT,Summit
2019,14354,PacifiCorp,,UT,Tooele
2019,14354,PacifiCorp,,UT,Uintah
2019,14354,PacifiCorp,,UT,Utah
2019,14354,PacifiCorp,,UT,Wasatch
2019,14354,PacifiCorp,,UT,Washington
2019,14354,PacifiCorp,,UT,Weber
2019,14354,PacifiCorp,,WA,Benton
2019,14354,PacifiCorp,,WA,Columbia
2019,14354,PacifiCorp,,WA,Cowlitz
2019,14354,PacifiCorp,,WA,Garfield
2019,14354,PacifiCorp,,WA,Walla Walla
2019,14354,PacifiCorp,,WA,Yakima
2019,14354,PacifiCorp,,WY,Albany
2019,14354,PacifiCorp,,WY,Big Horn
2019,14354,PacifiCorp,,WY,Carbon
2019,14354,PacifiCorp,,WY,Converse
2019,14354,PacifiCorp,,WY,Fremont
2019,14354,PacifiCorp,,WY,Hot Springs
2019,14354,PacifiCorp,,WY,Johnson
2019,14354,PacifiCorp,,WY,Lincoln
2019,14354,PacifiCorp,,WY,Natrona
2019,14354,PacifiCorp,,WY,Park
2019,14354,PacifiCorp,,WY,Platte
2019,14354,PacifiCorp,,WY,Sublette
2019,14354,PacifiCorp,,WY,Sweetwater
2019,14354,PacifiCorp,,WY,Uinta
2019,14354,PacifiCorp,,WY,Washakie
2019,14371,City of Paducah - (KY),,KY,McCracken
2019,14373,Page Utility Enterprises,,AZ,Coconino
2019,14381,City of Painesville,,OH,Lake
2019,14398,Palmetto Electric Coop Inc,,SC,Allendale
2019,14398,Palmetto Electric Coop Inc,,SC,Beaufort
2019,14398,Palmetto Electric Coop Inc,,SC,Hampton
2019,14398,Palmetto Electric Coop Inc,,SC,Jasper
2019,14400,City of Palmyra - (MO),Y,MO,Marion
2019,14401,City of Palo Alto - (CA),,CA,Santa Clara
2019,14424,"Panola-Harrison Elec Coop, Inc",,LA,Caddo
2019,14424,"Panola-Harrison Elec Coop, Inc",,LA,DeSoto
2019,14424,"Panola-Harrison Elec Coop, Inc",,TX,Harrison
2019,14424,"Panola-Harrison Elec Coop, Inc",,TX,Panola
2019,14426,Panhandle Rural El Member Assn,,NE,Arthur
2019,14426,Panhandle Rural El Member Assn,,NE,Box Butte
2019,14426,Panhandle Rural El Member Assn,,NE,Cherry
2019,14426,Panhandle Rural El Member Assn,,NE,Garden
2019,14426,Panhandle Rural El Member Assn,,NE,Grant
2019,14426,Panhandle Rural El Member Assn,,NE,Hooker
2019,14426,Panhandle Rural El Member Assn,,NE,McPherson
2019,14426,Panhandle Rural El Member Assn,,NE,Morrill
2019,14426,Panhandle Rural El Member Assn,,NE,Sheridan
2019,14426,Panhandle Rural El Member Assn,,NE,Sioux
2019,14433,City of Panora - (IA),Y,IA,Guthrie
2019,14435,Town of Paoli,Y,IN,Orange
2019,14443,Town of Paragonah - (UT),Y,UT,Iron
2019,14446,Paragould Light & Water Comm,,AR,Greene
2019,14451,Village of Pardeeville - (WI),Y,WI,Columbia
2019,14455,City of Paris - (TN),,TN,Henry
2019,14456,City of Paris - (MO),Y,MO,Monroe
2019,14459,City of Paris - (KY),Y,KY,Bourbon
2019,14460,City of Paris - (AR),Y,AR,Logan
2019,14468,People's Cooperative Services,,MN,Dodge
2019,14468,People's Cooperative Services,,MN,Fillmore
2019,14468,People's Cooperative Services,,MN,Mower
2019,14468,People's Cooperative Services,,MN,Olmsted
2019,14468,People's Cooperative Services,,MN,Wabasha
2019,14468,People's Cooperative Services,,MN,Winona
2019,14471,Parke County Rural E M C,,IN,Clay
2019,14471,Parke County Rural E M C,,IN,Fountain
2019,14471,Parke County Rural E M C,,IN,Montgomery
2019,14471,Parke County Rural E M C,,IN,Parke
2019,14471,Parke County Rural E M C,,IN,Putnam
2019,14471,Parke County Rural E M C,,IN,Vigo
2019,14472,Borough of Park Ridge - (NJ),Y,NJ,Bergen
2019,14473,City of Paton - (IA),Y,IA,Greene
2019,14474,City of Park River - (ND),Y,ND,Walsh
2019,14489,City of Parker - (SD),Y,SD,Turner
2019,14500,Park Electric Coop Inc,,MT,Gallatin
2019,14500,Park Electric Coop Inc,,MT,Meagher
2019,14500,Park Electric Coop Inc,,MT,Park
2019,14500,Park Electric Coop Inc,,MT,Sweet Grass
2019,14505,Parkland Light & Water Company,,WA,Pierce
2019,14512,Parowan City Corporation,Y,UT,Iron
2019,14534,City of Pasadena - (CA),,CA,Los Angeles
2019,14537,Pascoag Utility District,,RI,Providence
2019,14543,Tohono O'Odham Utility Authority,Y,AZ,Maricopa
2019,14543,Tohono O'Odham Utility Authority,Y,AZ,Pima
2019,14543,Tohono O'Odham Utility Authority,Y,AZ,Pinal
2019,14557,"Pee Dee Electric Coop, Inc",,SC,Chesterfield
2019,14557,"Pee Dee Electric Coop, Inc",,SC,Darlington
2019,14557,"Pee Dee Electric Coop, Inc",,SC,Dillon
2019,14557,"Pee Dee Electric Coop, Inc",,SC,Florence
2019,14557,"Pee Dee Electric Coop, Inc",,SC,Lee
2019,14557,"Pee Dee Electric Coop, Inc",,SC,Marion
2019,14563,Pearl River Valley El Pwr Assn,,MS,Covington
2019,14563,Pearl River Valley El Pwr Assn,,MS,Forrest
2019,14563,Pearl River Valley El Pwr Assn,,MS,George
2019,14563,Pearl River Valley El Pwr Assn,,MS,Jackson
2019,14563,Pearl River Valley El Pwr Assn,,MS,Jefferson Davis
2019,14563,Pearl River Valley El Pwr Assn,,MS,Lamar
2019,14563,Pearl River Valley El Pwr Assn,,MS,Lawrence
2019,14563,Pearl River Valley El Pwr Assn,,MS,Marion
2019,14563,Pearl River Valley El Pwr Assn,,MS,Pearl River
2019,14563,Pearl River Valley El Pwr Assn,,MS,Perry
2019,14563,Pearl River Valley El Pwr Assn,,MS,Stone
2019,14563,Pearl River Valley El Pwr Assn,,MS,Walthall
2019,14577,City of Paullina - (IA),Y,IA,O'Brien
2019,14581,Village of Paw Paw - (MI),Y,MI,Van Buren
2019,14582,City of Pawhuska - (OK),,OK,Osage
2019,14585,Town of Paxton - (MA),Y,MA,Worcester
2019,14599,"Paulding-Putman Elec Coop, Inc",,IN,Adams
2019,14599,"Paulding-Putman Elec Coop, Inc",,IN,Allen
2019,14599,"Paulding-Putman Elec Coop, Inc",,OH,Allen
2019,14599,"Paulding-Putman Elec Coop, Inc",,OH,Defiance
2019,14599,"Paulding-Putman Elec Coop, Inc",,OH,Paulding
2019,14599,"Paulding-Putman Elec Coop, Inc",,OH,Putnam
2019,14599,"Paulding-Putman Elec Coop, Inc",,OH,Van Wert
2019,14600,Payson City Corporation,,UT,Utah
2019,14602,Pea River Electric Coop,,AL,Barbour
2019,14602,Pea River Electric Coop,,AL,Coffee
2019,14602,Pea River Electric Coop,,AL,Dale
2019,14602,Pea River Electric Coop,,AL,Henry
2019,14605,City of Peabody - (MA),,MA,Essex
2019,14606,"Peace River Electric Coop, Inc",,FL,Brevard
2019,14606,"Peace River Electric Coop, Inc",,FL,DeSoto
2019,14606,"Peace River Electric Coop, Inc",,FL,Hardee
2019,14606,"Peace River Electric Coop, Inc",,FL,Highlands
2019,14606,"Peace River Electric Coop, Inc",,FL,Hillsborough
2019,14606,"Peace River Electric Coop, Inc",,FL,Indian River
2019,14606,"Peace River Electric Coop, Inc",,FL,Manatee
2019,14606,"Peace River Electric Coop, Inc",,FL,Osceola
2019,14606,"Peace River Electric Coop, Inc",,FL,Polk
2019,14606,"Peace River Electric Coop, Inc",,FL,Sarasota
2019,14610,Orlando Utilities Comm,,FL,Brevard
2019,14610,Orlando Utilities Comm,,FL,Orange
2019,14610,Orlando Utilities Comm,,FL,Osceola
2019,14610,Orlando Utilities Comm,,FL,Polk
2019,14624,PUD No 2 of Grant County,,WA,Adams
2019,14624,PUD No 2 of Grant County,,WA,Douglas
2019,14624,PUD No 2 of Grant County,,WA,Grant
2019,14624,PUD No 2 of Grant County,,WA,Kittitas
2019,14624,PUD No 2 of Grant County,,WA,Lincoln
2019,14626,"Pedernales Electric Coop, Inc",,TX,Bell
2019,14626,"Pedernales Electric Coop, Inc",,TX,Bexar
2019,14626,"Pedernales Electric Coop, Inc",,TX,Blanco
2019,14626,"Pedernales Electric Coop, Inc",,TX,Burnet
2019,14626,"Pedernales Electric Coop, Inc",,TX,Caldwell
2019,14626,"Pedernales Electric Coop, Inc",,TX,Comal
2019,14626,"Pedernales Electric Coop, Inc",,TX,Edwards
2019,14626,"Pedernales Electric Coop, Inc",,TX,Gillespie
2019,14626,"Pedernales Electric Coop, Inc",,TX,Guadalupe
2019,14626,"Pedernales Electric Coop, Inc",,TX,Hays
2019,14626,"Pedernales Electric Coop, Inc",,TX,Kendall
2019,14626,"Pedernales Electric Coop, Inc",,TX,Kerr
2019,14626,"Pedernales Electric Coop, Inc",,TX,Kimble
2019,14626,"Pedernales Electric Coop, Inc",,TX,Kinney
2019,14626,"Pedernales Electric Coop, Inc",,TX,Lampasas
2019,14626,"Pedernales Electric Coop, Inc",,TX,Llano
2019,14626,"Pedernales Electric Coop, Inc",,TX,Mason
2019,14626,"Pedernales Electric Coop, Inc",,TX,Menard
2019,14626,"Pedernales Electric Coop, Inc",,TX,Real
2019,14626,"Pedernales Electric Coop, Inc",,TX,San Saba
2019,14626,"Pedernales Electric Coop, Inc",,TX,Schleicher
2019,14626,"Pedernales Electric Coop, Inc",,TX,Sutton
2019,14626,"Pedernales Electric Coop, Inc",,TX,Travis
2019,14626,"Pedernales Electric Coop, Inc",,TX,Williamson
2019,14633,Pedro Bay Village Council - (AK),Y,AK,Lake and Peninsula
2019,14645,City of Pella - (IA),,IA,Mahaska
2019,14645,City of Pella - (IA),,IA,Marion
2019,14648,Borough of Pemberton - (NJ),Y,NJ,Burlington
2019,14649,Planters Electric Member Corp,,GA,Bulloch
2019,14649,Planters Electric Member Corp,,GA,Burke
2019,14649,Planters Electric Member Corp,,GA,Effingham
2019,14649,Planters Electric Member Corp,,GA,Emanuel
2019,14649,Planters Electric Member Corp,,GA,Jenkins
2019,14649,Planters Electric Member Corp,,GA,Richmond
2019,14649,Planters Electric Member Corp,,GA,Screven
2019,14650,Village of Pemberville - (OH),Y,OH,Wood
2019,14653,PUD No 1 of Pend Oreille County,,WA,Pend Oreille
2019,14656,City of Pender - (NE),Y,NE,Thurston
2019,14659,Town of Pendleton - (IN),Y,IN,Madison
2019,14668,Peninsula Light Company,,WA,Kitsap
2019,14668,Peninsula Light Company,,WA,Pierce
2019,14700,Village of Penn Yan - (NY),Y,NY,Yates
2019,14711,Pennsylvania Electric Co,,NY,Chemung
2019,14711,Pennsylvania Electric Co,,NY,Tioga
2019,14711,Pennsylvania Electric Co,,PA,Armstrong
2019,14711,Pennsylvania Electric Co,,PA,Bedford
2019,14711,Pennsylvania Electric Co,,PA,Blair
2019,14711,Pennsylvania Electric Co,,PA,Bradford
2019,14711,Pennsylvania Electric Co,,PA,Butler
2019,14711,Pennsylvania Electric Co,,PA,Cambria
2019,14711,Pennsylvania Electric Co,,PA,Centre
2019,14711,Pennsylvania Electric Co,,PA,Clarion
2019,14711,Pennsylvania Electric Co,,PA,Clearfield
2019,14711,Pennsylvania Electric Co,,PA,Crawford
2019,14711,Pennsylvania Electric Co,,PA,Cumberland
2019,14711,Pennsylvania Electric Co,,PA,Erie
2019,14711,Pennsylvania Electric Co,,PA,Forest
2019,14711,Pennsylvania Electric Co,,PA,Franklin
2019,14711,Pennsylvania Electric Co,,PA,Huntingdon
2019,14711,Pennsylvania Electric Co,,PA,Indiana
2019,14711,Pennsylvania Electric Co,,PA,Jefferson
2019,14711,Pennsylvania Electric Co,,PA,Juniata
2019,14711,Pennsylvania Electric Co,,PA,Lebanon
2019,14711,Pennsylvania Electric Co,,PA,Lycoming
2019,14711,Pennsylvania Electric Co,,PA,McKean
2019,14711,Pennsylvania Electric Co,,PA,Mifflin
2019,14711,Pennsylvania Electric Co,,PA,Perry
2019,14711,Pennsylvania Electric Co,,PA,Potter
2019,14711,Pennsylvania Electric Co,,PA,Somerset
2019,14711,Pennsylvania Electric Co,,PA,Sullivan
2019,14711,Pennsylvania Electric Co,,PA,Susquehanna
2019,14711,Pennsylvania Electric Co,,PA,Tioga
2019,14711,Pennsylvania Electric Co,,PA,Venango
2019,14711,Pennsylvania Electric Co,,PA,Warren
2019,14711,Pennsylvania Electric Co,,PA,Wayne
2019,14711,Pennsylvania Electric Co,,PA,Westmoreland
2019,14711,Pennsylvania Electric Co,,PA,Wyoming
2019,14712,Pemiscot-Dunklin Elec Coop Inc,,MO,Dunklin
2019,14712,Pemiscot-Dunklin Elec Coop Inc,,MO,New Madrid
2019,14712,Pemiscot-Dunklin Elec Coop Inc,,MO,Pemiscot
2019,14715,PPL Electric Utilities Corp,,PA,Berks
2019,14715,PPL Electric Utilities Corp,,PA,Bradford
2019,14715,PPL Electric Utilities Corp,,PA,Bucks
2019,14715,PPL Electric Utilities Corp,,PA,Carbon
2019,14715,PPL Electric Utilities Corp,,PA,Centre
2019,14715,PPL Electric Utilities Corp,,PA,Chester
2019,14715,PPL Electric Utilities Corp,,PA,Clinton
2019,14715,PPL Electric Utilities Corp,,PA,Columbia
2019,14715,PPL Electric Utilities Corp,,PA,Cumberland
2019,14715,PPL Electric Utilities Corp,,PA,Dauphin
2019,14715,PPL Electric Utilities Corp,,PA,Juniata
2019,14715,PPL Electric Utilities Corp,,PA,Lackawanna
2019,14715,PPL Electric Utilities Corp,,PA,Lancaster
2019,14715,PPL Electric Utilities Corp,,PA,Lebanon
2019,14715,PPL Electric Utilities Corp,,PA,Lehigh
2019,14715,PPL Electric Utilities Corp,,PA,Luzerne
2019,14715,PPL Electric Utilities Corp,,PA,Lycoming
2019,14715,PPL Electric Utilities Corp,,PA,Mifflin
2019,14715,PPL Electric Utilities Corp,,PA,Monroe
2019,14715,PPL Electric Utilities Corp,,PA,Montgomery
2019,14715,PPL Electric Utilities Corp,,PA,Montour
2019,14715,PPL Electric Utilities Corp,,PA,Northampton
2019,14715,PPL Electric Utilities Corp,,PA,Northumberland
2019,14715,PPL Electric Utilities Corp,,PA,Perry
2019,14715,PPL Electric Utilities Corp,,PA,Pike
2019,14715,PPL Electric Utilities Corp,,PA,Schuylkill
2019,14715,PPL Electric Utilities Corp,,PA,Snyder
2019,14715,PPL Electric Utilities Corp,,PA,Sullivan
2019,14715,PPL Electric Utilities Corp,,PA,Susquehanna
2019,14715,PPL Electric Utilities Corp,,PA,Union
2019,14715,PPL Electric Utilities Corp,,PA,Wayne
2019,14715,PPL Electric Utilities Corp,,PA,Wyoming
2019,14715,PPL Electric Utilities Corp,,PA,York
2019,14716,Pennsylvania Power Co,,PA,Allegheny
2019,14716,Pennsylvania Power Co,,PA,Beaver
2019,14716,Pennsylvania Power Co,,PA,Butler
2019,14716,Pennsylvania Power Co,,PA,Crawford
2019,14716,Pennsylvania Power Co,,PA,Lawrence
2019,14716,Pennsylvania Power Co,,PA,Mercer
2019,14717,Pee Dee Electric Member Corp,,NC,Anson
2019,14717,Pee Dee Electric Member Corp,,NC,Montgomery
2019,14717,Pee Dee Electric Member Corp,,NC,Moore
2019,14717,Pee Dee Electric Member Corp,,NC,Richmond
2019,14717,Pee Dee Electric Member Corp,,NC,Scotland
2019,14717,Pee Dee Electric Member Corp,,NC,Stanly
2019,14717,Pee Dee Electric Member Corp,,NC,Union
2019,14724,Pennyrile Rural Electric Coop,,KY,Butler
2019,14724,Pennyrile Rural Electric Coop,,KY,Christian
2019,14724,Pennyrile Rural Electric Coop,,KY,Grant
2019,14724,Pennyrile Rural Electric Coop,,KY,Livingston
2019,14724,Pennyrile Rural Electric Coop,,KY,Logan
2019,14724,Pennyrile Rural Electric Coop,,KY,Muhlenberg
2019,14724,Pennyrile Rural Electric Coop,,KY,Todd
2019,14724,Pennyrile Rural Electric Coop,,KY,Trigg
2019,14771,PUD No 1 of Asotin County,Y,WA,Asotin
2019,14775,People's Electric Cooperative,,OK,Atoka
2019,14775,People's Electric Cooperative,,OK,Carter
2019,14775,People's Electric Cooperative,,OK,Coal
2019,14775,People's Electric Cooperative,,OK,Garvin
2019,14775,People's Electric Cooperative,,OK,Hughes
2019,14775,People's Electric Cooperative,,OK,Johnston
2019,14775,People's Electric Cooperative,,OK,McClain
2019,14775,People's Electric Cooperative,,OK,Murray
2019,14775,People's Electric Cooperative,,OK,Pittsburg
2019,14775,People's Electric Cooperative,,OK,Pontotoc
2019,14775,People's Electric Cooperative,,OK,Seminole
2019,14792,Borough of Perkasie - (PA),Y,PA,Bucks
2019,14806,City of Perry - (MO),Y,MO,Ralls
2019,14829,City of Perry - (OK),Y,OK,Noble
2019,14839,City of Peru - (IN),,IN,Cass
2019,14839,City of Peru - (IN),,IN,Miami
2019,14840,City of Peru - (IL),,IL,LaSalle
2019,14841,City of Peterson - (MN),Y,MN,Fillmore
2019,14856,Petersburg Borough - (AK),,AK,Wrangell Petersburg
2019,14857,Pitt & Greene Elec Member Corp,,NC,Edgecombe
2019,14857,Pitt & Greene Elec Member Corp,,NC,Greene
2019,14857,Pitt & Greene Elec Member Corp,,NC,Lenoir
2019,14857,Pitt & Greene Elec Member Corp,,NC,Pitt
2019,14857,Pitt & Greene Elec Member Corp,,NC,Wayne
2019,14857,Pitt & Greene Elec Member Corp,,NC,Wilson
2019,14864,Petit Jean Electric Coop Corp,,AR,Cleburne
2019,14864,Petit Jean Electric Coop Corp,,AR,Conway
2019,14864,Petit Jean Electric Coop Corp,,AR,Faulkner
2019,14864,Petit Jean Electric Coop Corp,,AR,Marion
2019,14864,Petit Jean Electric Coop Corp,,AR,Newton
2019,14864,Petit Jean Electric Coop Corp,,AR,Pope
2019,14864,Petit Jean Electric Coop Corp,,AR,Searcy
2019,14864,Petit Jean Electric Coop Corp,,AR,Stone
2019,14864,Petit Jean Electric Coop Corp,,AR,Van Buren
2019,14867,City of Petoskey - (MI),,MI,Emmet
2019,14940,PECO Energy Co,,PA,Bucks
2019,14940,PECO Energy Co,,PA,Chester
2019,14940,PECO Energy Co,,PA,Delaware
2019,14940,PECO Energy Co,,PA,Montgomery
2019,14940,PECO Energy Co,,PA,Philadelphia
2019,14940,PECO Energy Co,,PA,York
2019,14945,Village of Philadelphia - (NY),Y,NY,Jefferson
2019,14947,City of Philadelphia - (MS),,MS,Neshoba
2019,14954,Philippi Municipal Electric,Y,WV,Barbour
2019,15016,Pickwick Electric Coop,,TN,Chester
2019,15016,Pickwick Electric Coop,,TN,Hardeman
2019,15016,Pickwick Electric Coop,,TN,Hardin
2019,15016,Pickwick Electric Coop,,TN,McNairy
2019,15022,City of Piedmont - (AL),Y,AL,Calhoun
2019,15023,Piedmont Electric Member Corp,,NC,Alamance
2019,15023,Piedmont Electric Member Corp,,NC,Caswell
2019,15023,Piedmont Electric Member Corp,,NC,Chatham
2019,15023,Piedmont Electric Member Corp,,NC,Durham
2019,15023,Piedmont Electric Member Corp,,NC,Granville
2019,15023,Piedmont Electric Member Corp,,NC,Orange
2019,15023,Piedmont Electric Member Corp,,NC,Person
2019,15034,Pierce-Pepin Coop Services,,WI,Buffalo
2019,15034,Pierce-Pepin Coop Services,,WI,Pepin
2019,15034,Pierce-Pepin Coop Services,,WI,Pierce
2019,15034,Pierce-Pepin Coop Services,,WI,St Croix
2019,15039,City of Pierce - (NE),,NE,Pierce
2019,15040,City of Pierre - (SD),,SD,Hughes
2019,15041,City of Pierz - (MN),Y,MN,Morrison
2019,15043,City of Piggott - (AR),Y,AR,Clay
2019,15045,Pike County Light & Power Co,,PA,Pike
2019,15046,Town of Pikeville - (NC),Y,NC,Wayne
2019,15048,Electrical Dist No2 Pinal County,,AZ,Pinal
2019,15049,Electrical Dist No4 Pinal County,,AZ,Pinal
2019,15051,City of Pine Bluffs - (WY),Y,WY,Laramie
2019,15054,"Pioneer Rural Elec Coop, Inc - (OH)",,OH,Auglaize
2019,15054,"Pioneer Rural Elec Coop, Inc - (OH)",,OH,Champaign
2019,15054,"Pioneer Rural Elec Coop, Inc - (OH)",,OH,Clark
2019,15054,"Pioneer Rural Elec Coop, Inc - (OH)",,OH,Darke
2019,15054,"Pioneer Rural Elec Coop, Inc - (OH)",,OH,Logan
2019,15054,"Pioneer Rural Elec Coop, Inc - (OH)",,OH,Madison
2019,15054,"Pioneer Rural Elec Coop, Inc - (OH)",,OH,Mercer
2019,15054,"Pioneer Rural Elec Coop, Inc - (OH)",,OH,Miami
2019,15054,"Pioneer Rural Elec Coop, Inc - (OH)",,OH,Montgomery
2019,15054,"Pioneer Rural Elec Coop, Inc - (OH)",,OH,Shelby
2019,15054,"Pioneer Rural Elec Coop, Inc - (OH)",,OH,Union
2019,15058,Town of Pinetops - (NC),Y,NC,Edgecombe
2019,15062,Town of Pineville - (NC),,NC,Mecklenburg
2019,15072,Village of Pioneer - (OH),Y,OH,Williams
2019,15073,"Pioneer Electric Coop, Inc - (KS)",,KS,Finney
2019,15073,"Pioneer Electric Coop, Inc - (KS)",,KS,Grant
2019,15073,"Pioneer Electric Coop, Inc - (KS)",,KS,Gray
2019,15073,"Pioneer Electric Coop, Inc - (KS)",,KS,Hamilton
2019,15073,"Pioneer Electric Coop, Inc - (KS)",,KS,Haskell
2019,15073,"Pioneer Electric Coop, Inc - (KS)",,KS,Kearny
2019,15073,"Pioneer Electric Coop, Inc - (KS)",,KS,Morton
2019,15073,"Pioneer Electric Coop, Inc - (KS)",,KS,Seward
2019,15073,"Pioneer Electric Coop, Inc - (KS)",,KS,Stanton
2019,15073,"Pioneer Electric Coop, Inc - (KS)",,KS,Stevens
2019,15075,City of Pioche - (NV),Y,NV,Lincoln
2019,15086,Pioneer Power and Light Co,,WI,Adams
2019,15086,Pioneer Power and Light Co,,WI,Marquette
2019,15086,Pioneer Power and Light Co,,WI,Waushara
2019,15095,City of Piqua - (OH),,OH,Miami
2019,15104,Borough of Pitcairn - (PA),Y,PA,Allegheny
2019,15116,Town of Pittsboro - (IN),Y,IN,Hendricks
2019,15134,City of Plankinton - (SD),Y,SD,Aurora
2019,15137,City of Plaquemine - (LA),Y,LA,Iberville
2019,15138,"Platte-Clay Electric Coop, Inc",,MO,Buchanan
2019,15138,"Platte-Clay Electric Coop, Inc",,MO,Caldwell
2019,15138,"Platte-Clay Electric Coop, Inc",,MO,Clay
2019,15138,"Platte-Clay Electric Coop, Inc",,MO,Clinton
2019,15138,"Platte-Clay Electric Coop, Inc",,MO,DeKalb
2019,15138,"Platte-Clay Electric Coop, Inc",,MO,Platte
2019,15138,"Platte-Clay Electric Coop, Inc",,MO,Ray
2019,15141,Plateau Electric Cooperative,,TN,Morgan
2019,15141,Plateau Electric Cooperative,,TN,Scott
2019,15145,City of Plattsburgh - (NY),,NY,Clinton
2019,15159,City of Plymouth - (WI),,WI,Fond Du Lac
2019,15159,City of Plymouth - (WI),,WI,Sheboygan
2019,15175,Pointe Coupee Elec Member Corp,,LA,Iberville
2019,15175,Pointe Coupee Elec Member Corp,,LA,Pointe Coupee
2019,15175,Pointe Coupee Elec Member Corp,,LA,West Baton Rouge
2019,15180,City of Pocahontas - (IA),Y,IA,Pocahontas
2019,15188,Polk County Rural Pub Pwr Dist,,NE,Butler
2019,15188,Polk County Rural Pub Pwr Dist,,NE,Hamilton
2019,15188,Polk County Rural Pub Pwr Dist,,NE,Merrick
2019,15188,Polk County Rural Pub Pwr Dist,,NE,Nance
2019,15188,Polk County Rural Pub Pwr Dist,,NE,Polk
2019,15188,Polk County Rural Pub Pwr Dist,,NE,York
2019,15201,City of Pomona - (KS),Y,KS,Franklin
2019,15202,City of Ponca City - (OK),,OK,Kay
2019,15202,City of Ponca City - (OK),,OK,Osage
2019,15203,Village of Plymouth - (OH),Y,OH,Richland
2019,15211,Pontotoc Electric Power Assn,,MS,Calhoun
2019,15211,Pontotoc Electric Power Assn,,MS,Pontotoc
2019,15229,City of Poplar Bluff - (MO),,MO,Butler
2019,15231,City of Port Angeles - (WA),,WA,Clallam
2019,15246,City of Portland - (MI),Y,MI,Ionia
2019,15248,Portland General Electric Co,,OR,Clackamas
2019,15248,Portland General Electric Co,,OR,Columbia
2019,15248,Portland General Electric Co,,OR,Marion
2019,15248,Portland General Electric Co,,OR,Multnomah
2019,15248,Portland General Electric Co,,OR,Polk
2019,15248,Portland General Electric Co,,OR,Washington
2019,15248,Portland General Electric Co,,OR,Yamhill
2019,15257,"Poudre Valley REA, Inc",,CO,Boulder
2019,15257,"Poudre Valley REA, Inc",,CO,Larimer
2019,15257,"Poudre Valley REA, Inc",,CO,Weld
2019,15263,The Potomac Edison Company,,MD,Allegany
2019,15263,The Potomac Edison Company,,MD,Carroll
2019,15263,The Potomac Edison Company,,MD,Frederick
2019,15263,The Potomac Edison Company,,MD,Garrett
2019,15263,The Potomac Edison Company,,MD,Howard
