Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected
September,09/06/2020,16:30:00,09/06/2020,21:05:00,California:,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,System Operations,1071,Unknown
September,09/06/2020,17:36:00,09/06/2020,19:27:00,Washington: Oregon: California:,WECC,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.",System Operations,0,0
September,09/06/2020,17:00:00,09/07/2020,03:00:00,California: Los Angeles County;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,72000
September,09/07/2020,22:40:00,09/09/2020,17:24:00,California:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Transmission Interruption,610,172000
September,09/07/2020,18:00:00,09/08/2020,18:00:00,"Washington: Kitsap County, King County, Pierce County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,71500
September,09/07/2020,09:13:00,09/08/2020,06:00:00,Washington:,WECC,Complete operational failure or shut-down of the transmission and/or distribution of electrical system.,Natural Disaster,80,21000
September,09/07/2020,19:05:00,09/08/2020,22:00:00,"Oregon: Multnomah County, Washington County, Clackamas County, Marion County, Yamhill County, Polk County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,2859,103000
September,09/08/2020,09:50:00,09/08/2020,10:56:00,Michigan: Ingham County;,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,265,0
September,09/09/2020,22:16:00,09/11/2020,08:17:00,Minnesota: Sherburne County;,MRO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
September,09/09/2020,11:22:00,09/09/2020,13:04:00,Idaho:,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Natural Disaster,0,0
September,09/15/2020,22:00:00,09/20/2020,15:00:00,Alabama: Florida: Georgia: Mississippi:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,236,34096
September,09/15/2020,15:04:00,09/15/2020,15:37:00,North Dakota: South Dakota: Montana:,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
September,09/16/2020,07:00:00,09/18/2020,06:00:00,Florida: Escambia County;,FRCC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
September,09/16/2020,03:00:00,09/21/2020,08:00:00,Alabama: Baldwin County;,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,77600
September,09/16/2020,02:09:00,09/16/2020,02:20:00,Maine: Oxford County;,NPCC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
September,09/20/2020,20:01:00,09/21/2020,15:44:00,Oklahoma: Canadian County;,SPP RE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,0,Unknown
September,09/22/2020,10:02:00,09/22/2020,12:58:00,California:,WECC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,System Operations,8,4350
September,09/23/2020,12:00:00,09/23/2020,13:00:00,New Jersey:,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
September,09/26/2020,05:17:00,09/26/2020,05:41:00,Nevada: Clark County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Actual Physical Attack,26,13000
September,09/27/2020,18:27:00,09/28/2020,15:17:00,California:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Natural Disaster,337,102267
September,09/30/2020,05:55:00,09/30/2020,23:30:00,Connecticut: Maine: Rhode Island: Massachusetts: New Hampshire: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,155000
October,10/02/2020,19:30:00,10/04/2020,06:30:00,Virginia: Hanover County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
October,10/07/2020,13:45:00,10/07/2020,13:59:00,Louisiana: Orleans Parish;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,183,39089
October,10/07/2020,16:00:00,Unknown,Unknown,New York: Onondaga County;,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,7500
October,10/07/2020,18:50:00,10/09/2020,15:00:00,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,186600
October,10/09/2020,10:44:00,10/09/2020,22:25:00,Colorado:,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
October,10/09/2020,20:00:00,10/15/2020,07:00:00,Louisiana:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,200,50000
October,10/09/2020,19:50:00,10/11/2020,15:09:00,"Louisiana: Acadia Parish, Beauregard Parish, Calcasieu Parish, Evangeline Parish, Iberia Parish, Rapides Parish, Vernon Parish, Avoyelles Parish, Grant Parish, Natchitoches Parish, St. Landry Parish, St. Mary Parish, St. Tammany Parish;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,132200
October,10/09/2020,17:30:00,10/10/2020,18:00:00,Louisiana: Texas: Arkansas: Mississippi:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,477966
October,10/09/2020,20:00:00,10/10/2020,06:00:00,Louisiana: Lafayette Parish;,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,50000
October,10/10/2020,23:10:00,10/10/2020,23:15:00,Washington: Oregon:,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
October,10/10/2020,08:05:00,10/10/2020,12:00:00,Oregon: Clackamas County;,WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
October,10/10/2020,02:22:00,10/10/2020,05:00:00,Louisiana: Lafayette Parish;,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Severe Weather,Unknown,Unknown
October,10/12/2020,04:06:00,10/12/2020,04:07:00,Florida: Polk County;,FRCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
October,10/13/2020,13:14:00,10/14/2020,14:00:00,"Washington: Whatcom County, King County, Pierce County, Thurston County, Kittitas County, Kitsap County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,76000
October,10/14/2020,18:26:00,10/15/2020,13:11:00,Texas: Pecos County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,18,Unknown
October,10/15/2020,23:43:00,Unknown,Unknown,Washington: Walla Walla County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
October,10/15/2020,16:50:00,Unknown,Unknown,Michigan:,RF,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
October,10/16/2020,14:00:00,10/16/2020,16:00:00,Kentucky:,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,62,0
October,10/20/2020,18:48:00,10/20/2020,18:49:00,Illinois: Massac County;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
October,10/22/2020,08:00:00,10/22/2020,08:01:00,Idaho:,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
October,10/22/2020,22:48:00,10/22/2020,23:34:00,Florida: Pinellas County;,FRCC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
October,10/23/2020,15:42:00,10/23/2020,23:11:00,Ohio:,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Unknown,Unknown
October,10/23/2020,15:46:00,10/23/2020,23:03:00,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,55506
October,10/24/2020,20:13:00,10/24/2020,22:52:00,Minnesota: Hennepin County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,1,4
October,10/25/2020,14:32:00,10/27/2020,18:00:00,California:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,1218,370000
October,10/25/2020,03:25:00,10/25/2020,03:45:00,Wisconsin: Milwaukee County; Michigan:,MRO,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Suspicious Activity,0,0
October,10/26/2020,13:00:00,11/07/2020,19:00:00,"Oklahoma: Oklahoma County, Canadian County, Logan County, Cleveland County, Pottawatomie County;",SPP RE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,447000
October,10/26/2020,11:24:00,10/27/2020,16:43:00,"California: Los Angeles County, Riverside County, San Bernardino County, Orange County, Kern County, Ventura County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,136833
October,10/26/2020,09:28:00,10/26/2020,12:20:00,Colorado:,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,75,13000
October,10/26/2020,10:00:00,10/26/2020,10:15:00,Kentucky:,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,64,0
October,10/27/2020,17:50:00,Unknown,Unknown,Oklahoma:,SPP RE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,235000
October,10/28/2020,21:37:00,11/02/2020,19:30:00,Alabama: Florida: Mississippi: Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,253,35478
October,10/28/2020,18:00:00,10/29/2020,01:15:00,Louisiana:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,481268
October,10/28/2020,11:53:00,10/28/2020,15:26:00,Texas:,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Unknown,Unknown
October,10/28/2020,10:28:00,10/28/2020,10:29:00,Texas:,TRE,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,Severe Weather,Unknown,Unknown
October,10/28/2020,17:12:00,10/29/2020,16:30:00,"Louisiana: St. Tammany Parish, St. Mary Parish;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,72707
October,10/29/2020,08:15:00,10/31/2020,18:45:00,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,461580
October,10/29/2020,11:58:00,10/29/2020,13:10:00,Maine:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
October,10/29/2020,02:00:00,10/31/2020,09:00:00,"Alabama: Baldwin County, Butler County, Clarke County, Conecuh County, Escambia County, Lee County, Lowndes County, Macon County, Montgomery County, Pike County, Russell County, Tallapoosa County, Talladega County, Washington County, Monroe County; Florida: Escambia County, Okaloosa County, Walton County, Santa Rosa County;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,90000
November,11/01/2020,18:00:00,11/01/2020,18:09:00,Ohio:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,85677
November,11/01/2020,12:31:00,11/01/2020,12:35:00,California: Placer County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
November,11/02/2020,11:12:00,11/02/2020,11:21:00,Florida:,FRCC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
November,11/07/2020,17:40:00,11/07/2020,22:10:00,Colorado:,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
November,11/09/2020,12:00:00,11/10/2020,09:45:00,New Hampshire: Coos County;,NPCC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
November,11/10/2020,10:42:00,11/10/2020,12:45:00,Arizona: Maricopa County;,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
November,11/13/2020,00:20:00,11/13/2020,08:00:00,Washington: Snohomish County;,WECC,Cyber event that could potentially impact electric power system adequacy or reliability.,System Operations,0,0
November,11/14/2020,07:40:00,Unknown,Unknown,California: San Bernardino County;,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability.,Fuel Supply Deficiency,0,0
November,11/15/2020,15:08:00,11/15/2020,22:30:00,Ohio:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,123361
November,11/15/2020,14:52:00,11/16/2020,05:59:00,Ohio:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,96809
November,11/15/2020,12:30:00,11/18/2020,09:44:00,"Michigan: Huron County, Livingston County, Macomb County, Monroe County, Wayne County, Washtenaw County, Tuscola County, St. Clair County, Lapeer County, Oakland County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,150000
November,11/15/2020,15:37:00,11/17/2020,12:15:00,"Michigan: Iosco County, Oscoda County, Ogemaw County, Livingston County, Ionia County, Barry County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,57327
November,11/15/2020,23:05:00,11/16/2020,05:00:00,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,62408
November,11/15/2020,11:30:00,11/16/2020,03:25:00,Ohio: West Virginia: Virginia: Indiana:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,75000
November,11/18/2020,08:30:00,11/18/2020,10:50:00,Missouri: Jackson County;,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
November,11/18/2020,10:20:00,11/18/2020,11:18:00,Maine:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
November,11/20/2020,09:10:00,11/20/2020,09:22:00,Texas: Kentucky: Arizona: New Mexico: Oregon: Washington:,TRE,Cyber event that causes interruptions of electrical system operations.,System Operations,0,Unknown
November,11/21/2020,11:59:00,11/21/2020,12:59:00,Nevada: Clark County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Actual Physical Attack,21,577
November,11/23/2020,05:50:00,11/23/2020,07:27:00,Wisconsin: Dane County;,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
November,11/30/2020,14:33:00,11/30/2020,17:20:00,Texas: El Paso County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
November,11/30/2020,16:24:00,12/01/2020,14:25:00,Massachusetts: Maine: Connecticut: Rhode Island: Vermont: New Hampshire:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,116000
December,12/01/2020,12:32:00,12/01/2020,22:50:00,Ohio:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,170190
December,12/03/2020,09:01:00,12/03/2020,09:03:00,Colorado:,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,89,0
December,12/03/2020,00:44:00,12/05/2020,11:03:00,California: San Diego County;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,93,73000
December,12/03/2020,10:57:00,12/04/2020,15:02:00,"California: Kern County, Los Angeles County, Orange County, Riverside County, San Bernardino County, San Diego County, Tulare County, Ventura County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,132,51686
December,12/05/2020,16:40:00,Unknown,Unknown,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,271231
December,12/06/2020,09:45:00,12/06/2020,17:00:00,Pennsylvania:,RF,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
December,12/07/2020,18:10:00,12/08/2020,21:09:00,"California: Kern County, Los Angeles County, Orange County, Riverside County, San Bernardino County, Ventura County, Tulare County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,286,76234
December,12/08/2020,09:43:00,12/08/2020,10:33:00,Michigan: Wayne County;,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
December,12/09/2020,13:20:00,12/09/2020,14:30:00,Missouri: Kansas:,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
December,12/10/2020,16:30:00,12/12/2020,05:00:00,Washington: King County;,WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
December,12/11/2020,22:51:00,12/11/2020,23:57:00,Texas: Harris County;,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
December,12/13/2020,06:47:00,12/13/2020,07:36:00,California:,WECC,"Uncontrolled loss of 200 Megawatts or more of firm system loads for 15 minutes or more from a single incident for entities with previous year's peak demand less than or equal to 3,000 Megawatts.",System Operations,298,159239
December,12/14/2020,11:00:00,Unknown,Unknown,Idaho: Oregon:,WECC,Cyber event that could potentially impact electric power system adequacy or reliability.,Cyber Event,0,0
December,12/14/2020,17:01:00,12/14/2020,17:34:00,California:,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
December,12/14/2020,01:30:00,Unknown,Unknown,New Jersey: Pennsylvania: Maryland: Illinois: Delaware: District of Columbia:,RF,Cyber event that could potentially impact electric power system adequacy or reliability.,Cyber Event,0,0
December,12/16/2020,23:20:00,12/17/2020,07:20:00,Oklahoma:,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Unknown,Unknown
December,12/17/2020,08:07:00,12/17/2020,08:32:00,California:,WECC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,Severe Weather,35,17000
December,12/17/2020,16:19:00,12/17/2020,16:57:00,Michigan: Wayne County;,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
December,12/18/2020,06:34:00,12/18/2020,09:51:00,Oregon: Clackamas County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
December,12/20/2020,05:06:00,12/20/2020,05:22:00,California: Los Angeles County;,WECC,Cyber event that could potentially impact electric power system adequacy or reliability.,Cyber Event,0,0
December,12/22/2020,02:20:00,12/22/2020,02:21:00,Washington: Pierce County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Vandalism,0,2000
December,12/24/2020,23:40:00,Unknown,Unknown,"Pennsylvania: Bucks County, Chester County, Delaware County, Montgomery County, Philadelphia County, York County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Distribution Interruption,Unknown,68114
December,12/25/2020,03:51:00,12/25/2020,03:52:00,California:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
December,12/25/2020,18:51:00,12/25/2020,19:24:00,Ohio: Kentucky:,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
December,12/25/2020,07:55:00,12/25/2020,16:45:00,Connecticut: Maine: New Hampshire: Massachusetts: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,19000
December,12/28/2020,17:31:00,12/29/2020,13:31:00,Virginia:,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
