Utility Characteristics,,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
2017,MO,3634,City of Nixa - (MO),SWPP,AC,0.074,.,.,.,0.074,9,.,.,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.3,.,.,.,7.3,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.074,0,0,0,0.074,9,0,0,0,9,7.3,0,0,0,7.3
2017,MO,4045,City of Columbia - (MO),MISO,AC,0.985,0.51,.,.,1.495,139,19,.,.,158,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,404.51,269.75,.,.,674.26,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.985,0.51,0,0,1.495,139,19,0,0,158,404.51,269.75,0,0,674.26
2017,MO,4063,Co-Mo Electric Coop Inc,AECI,AC,0.257,0.123,.,.,0.38,33,6,.,.,39,0.045,.,.,.,0.045,3,.,.,.,3,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.002,0.004,.,.,0.006,1,2,.,.,3,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.259,0.127,0,0,0.386,34,8,0,0,42,0,0,0,0,0
2017,MO,4160,Callaway Electric Cooperative,AECI,AC,0.102,0.116,.,.,0.218,15,3,.,.,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.105,0.116,0,0,0.221,16,3,0,0,19,0,0,0,0,0
2017,MO,4237,Consolidated Electric Coop,AECI,AC,0.037,0.038,.,.,0.075,6,1,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.68,.,.,.,7.68,0.038,.,.,.,0.038,10,.,.,.,10,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.075,0.038,0,0,0.113,16,1,0,0,17,7.68,0,0,0,7.68
2017,MO,4524,"Crawford Electric Coop, Inc",AECI,DC,0.098,.,.,.,0.098,14,.,.,.,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.135,.,.,.,3.135,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.098,0,0,0,0.098,14,0,0,0,14,3.135,0,0,0,3.135
2017,MO,4675,Cuivre River Electric Coop Inc,AECI,AC,0.204,.,.,.,0.204,24,.,.,.,24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,144.151,.,.,.,144.151,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.204,0,0,0,0.204,24,0,0,0,24,144.151,0,0,0,144.151
2017,MO,5860,Empire District Electric Co,SWPP,DC,10.688,6.146,0.156,.,16.99,1026,217,5,.,1248,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1638.585,481.838,0,.,2120.423,0.035,0.067,0.01,.,0.112,7,2,1,.,10,0,0,0,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,10.723,6.213,0.166,0,17.102,1033,219,6,0,1258,1638.585,481.838,0,0,2120.423
2017,MO,6181,"Farmers Electric Coop, Inc - (MO)",AECI,AC,0.219,0.035,.,.,0.254,24,1,.,.,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,115.278,21.515,.,.,136.793,0.012,.,.,.,0.012,2,.,.,.,2,2.949,.,.,.,2.949,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.231,0.035,0,0,0.266,26,1,0,0,27,118.227,21.515,0,0,139.742
2017,MO,6205,City of Farmington - (MO),MISO,AC,0.001,0.012,.,.,0.013,1,1,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.001,0.012,0,0,0.013,1,1,0,0,2,0,0,0,0,0
2017,MO,7024,Gascosage Electric Coop,AECI,AC,0.027,.,.,.,0.027,3,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.89,.,.,.,2.89,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.027,0,0,0,0.027,3,0,0,0,3,2.89,0,0,0,2.89
2017,MO,7720,"Grundy Electric Coop, Inc",AECI,AC,0.068,.,.,.,0.068,4,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.068,0,0,0,0.068,4,0,0,0,4,0,0,0,0,0
2017,MO,8055,City of Hannibal - (MO),MISO,AC,0.01,.,.,.,0.01,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.573,.,.,.,0.573,0.064,.,.,.,0.064,1,.,.,.,1,8.055,.,.,.,8.055,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.074,0,0,0,0.074,3,0,0,0,3,8.628,0,0,0,8.628
2017,MO,8199,City of Harrisonville - (MO),SWPP,AC,0.06,.,.,.,0.06,4,.,.,.,4,0,.,.,.,0,0,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,0.06,0,0,0,0.06,4,0,0,0,4,0,0,0,0,0
2017,MO,8911,Howard Electric Coop,AECI,AC,0.075,.,.,.,0.075,11,.,.,.,11,.,.,.,.,0,.,.,.,.,0,0.068,.,.,.,0.068,9,.,.,.,9,19.79,.,.,.,19.79,0.007,.,.,.,0.007,2,.,.,.,2,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.15,0,0,0,0.15,22,0,0,0,22,19.79,0,0,0,19.79
2017,MO,8934,"Howell-Oregon Elec Coop, Inc",AECI,AC,0.354,.,.,.,0.354,46,.,.,.,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.356,0,0,0,0.356,47,0,0,0,47,0,0,0,0,0
2017,MO,9231,City of Independence - (MO),SWPP,AC,0.084,0.177,.,.,0.261,28,10,.,.,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,84.896,69.77,.,.,154.666,.,0.002,.,.,0.002,.,1,.,.,1,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.084,0.179,0,0,0.263,28,11,0,0,39,84.896,69.77,0,0,154.666
2017,MO,9331,Intercounty Electric Coop Assn,AECI,AC,0.545,.,.,.,0.545,55,.,.,.,55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.545,0,0,0,0.545,55,0,0,0,55,0,0,0,0,0
2017,MO,10000,Kansas City Power & Light Co,SWPP,AC,8.283,16.298,.,.,24.581,812,732,.,.,1544,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5389.286,4517.892,.,.,9907.178,0.011,0.05,.,.,0.061,4,1,.,.,5,0.152,0.92,.,.,1.072,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,8.294,16.348,0,0,24.642,816,733,0,0,1549,5389.438,4518.812,0,0,9908.25
2017,MO,10152,City of Kennett - (MO),SWPP,AC,0.007,.,.,.,0.007,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.079,.,.,.,6.079,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.007,0,0,0,0.007,1,0,0,0,1,6.079,0,0,0,6.079
2017,MO,10370,City of Kirkwood - (MO),MISO,AC,0.015,.,.,.,0.015,3,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.015,0,0,0,0.015,3,0,0,0,3,0,0,0,0,0
2017,MO,10603,"Laclede Electric Coop, Inc",AECI,AC,0.295,.,.,.,0.295,39,.,.,.,39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,154.424,.,.,.,154.424,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.295,0,0,0,0.295,39,0,0,0,39,154.424,0,0,0,154.424
2017,MO,10832,City of Lebanon - (MO),AECI,AC,0.02,.,.,.,0.02,3,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.02,0,0,0,0.02,3,0,0,0,3,0,0,0,0,0
2017,MO,10962,Lewis County Rural E C A,AECI,DC,0.004,.,.,.,0.004,3,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0.001,.,.,.,0.001,1,.,.,.,1,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.005,0,0,0,0.005,4,0,0,0,4,0,0,0,0,0
2017,MO,11463,Macon Electric Coop,AECI,AC,0.094,.,.,.,0.094,12,.,.,.,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.094,0,0,0,0.094,12,0,0,0,12,0,0,0,0,0
2017,MO,11732,City of Marshall - (MO),SWPP,DC,0.028,.,.,.,0.028,4,.,.,.,4,.,.,.,.,0,.,.,.,.,0,0,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.028,0,0,0,0.028,4,0,0,0,4,0,0,0,0,0
2017,MO,12698,KCP&L Greater Missouri Operations Co.,SWPP,AC,18.119,14.64,0.557,.,33.316,1112,638,18,.,1768,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13510.511,5358.15,33.028,.,18901.689,0.026,0.009,.,.,0.035,11,3,.,.,14,1.577,0.177,.,.,1.754,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,18.145,14.649,0.557,0,33.351,1123,641,18,0,1782,13512.088,5358.327,33.028,0,18903.443
2017,MO,12700,Missouri Rural Electric Coop,AECI,AC,0.02,.,.,.,0.02,2,.,.,.,2,.,.,.,.,0,.,.,.,.,0,0,.,.,.,0,0,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.02,0,0,0,0.02,2,0,0,0,2,0,0,0,0,0
2017,MO,12782,City of Monett - (MO),SWPP,AC,0.027,0.013,.,.,0.04,4,1,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.935,0.015,.,.,0.95,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.027,0.013,0,0,0.04,4,1,0,0,5,0.935,0.015,0,0,0.95
2017,MO,13040,City of Mount Vernon - (MO),SWPP,AC,0.033,.,.,.,0.033,5,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.033,0,0,0,0.033,5,0,0,0,5,0,0,0,0,0
2017,MO,13520,"New-Mac Electric Coop, Inc",AECI,AC,0.44,.,.,.,0.44,47,.,.,.,47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,142,.,.,.,142,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.44,0,0,0,0.44,47,0,0,0,47,142,0,0,0,142
2017,MO,13690,North Central MO Elec Coop Inc,AECI,AC,0.012,.,.,.,0.012,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.012,0,0,0,0.012,2,0,0,0,2,0,0,0,0,0
2017,MO,14192,Osage Valley Elec Coop Assn,AECI,AC,0.688,0.011,.,.,0.699,61,1,.,.,62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.688,0.011,0,0,0.699,61,1,0,0,62,0,0,0,0,0
2017,MO,14285,Ozark Border Electric Coop,AECI,AC,0.12,0.017,.,.,0.137,9,2,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,0.002,.,.,0.002,.,1,.,.,1,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.12,0.019,0,0,0.139,9,3,0,0,12,0,0,0,0,0
2017,MO,14288,Ozark Electric Coop Inc - (MO),AECI,AC,1.202,0.047,.,.,1.249,136,4,.,.,140,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,106.7,2,.,.,108.7,0.006,.,.,.,0.006,1,.,.,.,1,0,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,1.208,0.047,0,0,1.255,137,4,0,0,141,106.7,2,0,0,108.7
2017,MO,15138,"Platte-Clay Electric Coop, Inc",AECI,AC,0.745,.,.,.,0.745,80,.,.,.,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,97.39,.,.,.,97.39,0.015,.,.,.,0.015,5,.,.,.,5,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.76,0,0,0,0.76,85,0,0,0,85,97.39,0,0,0,97.39
2017,MO,15672,Ralls County Electric Coop,AECI,AC,0.093,.,.,.,0.093,10,.,.,.,10,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.093,0,0,0,0.093,10,0,0,0,10,0,0,0,0,0
2017,MO,16259,City of Rolla - (MO),MISO,AC,0.042,.,.,.,0.042,4,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,0.01,.,.,0.01,.,1,.,.,1,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.042,0.01,0,0,0.052,4,1,0,0,5,0,0,0,0,0
2017,MO,16511,Sac-Osage Electric Coop Inc,AECI,AC,0.44,.,.,.,0.44,40,.,.,.,40,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,72.7,.,.,.,72.7,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.443,0,0,0,0.443,41,0,0,0,41,72.7,0,0,0,72.7
2017,MO,16751,Three Rivers Electric Coop,AECI,DC,0.133,0.108,.,.,0.241,17,2,.,.,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20.698,0,.,.,20.698,0.005,.,.,.,0.005,2,.,.,.,2,0,.,.,.,0,0.026,.,.,.,0.026,3,.,.,.,3,5.976,.,.,.,5.976,0.164,0.108,0,0,0.272,22,2,0,0,24,26.674,0,0,0,26.674
2017,MO,16805,SEMO Electric Cooperative,AECI,AC,0.079,0.03,.,.,0.109,9,1,.,.,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.079,0.03,0,0,0.109,9,1,0,0,10,0,0,0,0,0
2017,MO,16851,SE-MA-NO Electric Coop,AECI,AC,0.201,.,.,.,0.201,18,.,.,.,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,0,0.001,.,.,.,0.001,2,.,.,.,2,0,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.202,0,0,0,0.202,20,0,0,0,20,0,0,0,0,0
2017,MO,17833,City Utilities of Springfield - (MO),SWPP,AC,0.776,0.761,0,0,1.537,107,19,0,0,126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33.271,.,.,.,33.271,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.776,0.761,0,0,1.537,107,19,0,0,126,33.271,0,0,0,33.271
2017,MO,19150,Trenton Municipal Utilities - (MO),SWPP,DC,0.031,0.022,.,.,0.053,1,2,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.031,0.022,0,0,0.053,1,2,0,0,3,0,0,0,0,0
2017,MO,19158,Tri-County Electric Coop Assn,AECI,AC,0.197,.,.,.,0.197,22,.,.,.,22,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.008,.,.,.,0.008,3,.,.,.,3,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.205,0,0,0,0.205,25,0,0,0,25,0,0,0,0,0
2017,MO,19436,Union Electric Co - (MO),MISO,DC,23.306,30.52,1.88,.,55.706,2532,1427,82,.,4041,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0.048,0.018,.,.,0.066,18,7,.,.,25,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,23.354,30.538,1.88,0,55.772,2550,1434,82,0,4066,0,0,0,0,0
2017,MO,20318,Webster Electric Coop,AECI,AC,0.26,.,.,.,0.26,31,.,.,.,31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37.4,.,.,.,37.4,0.017,.,.,.,0.017,6,.,.,.,6,0,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.277,0,0,0,0.277,37,0,0,0,37,37.4,0,0,0,37.4
2017,MO,20363,West Central Electric Coop Inc - (MO),AECI,AC,0.364,.,.,.,0.364,42,.,.,.,42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,207,.,.,.,207,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.364,0,0,0,0.364,42,0,0,0,42,207,0,0,0,207
2017,MO,20392,City of West Plains - (MO),SWPP,AC,.,0.198,.,.,0.198,.,2,.,.,2,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0,0.198,0,0,0.198,0,2,0,0,2,0,0,0,0,0
2017,MO,20574,White River Valley El Coop Inc,AECI,AC,1.089,.,.,.,1.089,117,.,.,.,117,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,84,.,.,.,84,0.003,.,.,.,0.003,1,.,.,.,1,0,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,1.092,0,0,0,1.092,118,0,0,0,118,84,0,0,0,84
2017,MO,27238,"Southwest Electric Coop, Inc",AECI,DC,0.37,.,.,.,0.37,48,.,.,.,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,.,.,.,28,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.37,0,0,0,0.37,48,0,0,0,48,28,0,0,0,28
2017,MO,99999,Adjustment 2017,AECI,,-0.118,-0.019,.,.,-0.137,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.118,-0.019,.,.,-0.137,.,.,.,.,.,.,.,.,.,.
2017,MO,99999,Adjustment 2017,MISO,,-4.097,-5.33,-0.328,.,-9.755,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-4.097,-5.33,-0.328,.,-9.755,.,.,.,.,.,.,.,.,.,.
2017,MO,99999,Adjustment 2017,SWPP,,-1.874,-1.076,-0.027,.,-2.977,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1.874,-1.076,-0.027,.,-2.977,.,.,.,.,.,.,.,.,.,.
2017,MS,3841,Coast Electric Power Assn,SOCO,AC,0.361,0.009,0,0,0.37,58,1,0,0,59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.361,0.009,0,0,0.37,58,1,0,0,59,0,0,0,0,0
2017,MS,5175,Dixie Electric Power Assn,MISO,AC,0.09,0.16,.,.,0.25,14,3,.,.,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31.088,53.039,.,.,84.127,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.09,0.16,0,0,0.25,14,3,0,0,17,31.088,53.039,0,0,84.127
2017,MS,11519,Magnolia Electric Power Assn,MISO,AC,0.069,.,0.19,.,0.259,11,.,3,.,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.069,0,0.19,0,0.259,11,0,3,0,14,0,0,0,0,0
2017,MS,12685,Entergy Mississippi Inc,MISO,DC,0.23,0.13,.,.,0.36,49,10,.,.,59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0.005,.,.,.,0.005,1,.,.,.,1,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.235,0.13,0,0,0.365,50,10,0,0,60,0,0,0,0,0
2017,MS,12686,Mississippi Power Co,SOCO,DC,0.483,0.432,0,0,0.915,65,10,0,0,75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.483,0.432,0,0,0.915,65,10,0,0,75,0,0,0,0,0
2017,MS,14563,Pearl River Valley El Pwr Assn,MISO,AC,0.299,0.477,.,.,0.776,44,7,.,.,51,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,128.357,208.956,.,.,337.313,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.299,0.477,0,0,0.776,44,7,0,0,51,128.357,208.956,0,0,337.313
2017,MS,17647,Southern Pine Elec Power Assn,MISO,AC,0.105,0.315,.,.,0.42,14,4,.,.,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,0.065,.,.,0.065,.,1,.,.,1,.,.,.,.,0,0.105,0.38,0,0,0.485,14,5,0,0,19,0,0,0,0,0
2017,MS,99999,Adjustment 2017,MISO,,-0.04,-0.023,.,.,-0.063,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.04,-0.023,.,.,-0.063,.,.,.,.,.,.,.,.,.,.
2017,MS,99999,Adjustment 2017,SOCO,,-0.084,-0.075,0,0,-0.16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.084,-0.075,0,0,-0.16,.,.,.,.,.,.,.,.,.,.
2017,MT,1417,"Beartooth Electric Coop, Inc",NWMT,AC,0.133,.,.,.,0.133,25,.,.,.,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0.022,.,.,.,0.022,6,.,.,.,6,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.155,0,0,0,0.155,31,0,0,0,31,0,0,0,0,0
2017,MT,6395,Flathead Electric Coop Inc,BPAT,AC,0.258,0.081,.,.,0.339,40,12,.,.,52,.,.,.,.,0,.,.,.,.,0,0.1,.,.,.,0.1,260,.,.,.,260,.,.,.,.,0,0.005,.,.,.,0.005,4,.,.,.,4,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.363,0.081,0,0,0.444,304,12,0,0,316,0,0,0,0,0
2017,MT,7262,"Glacier Electric Coop, Inc",NWMT,DC,0.01,0.035,.,.,0.045,1,3,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0.01,0.02,.,.,0.03,1,2,.,.,3,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.02,0.055,0,0,0.075,2,5,0,0,7,0,0,0,0,0
