Utility Characteristics,,,,,Number of,,,,,Types of Program,,,,,,,,,,,,,,,,,,,
,,,,,Customers Enrolled,,,,,Time of Use Pricing,,,,Real Time Pricing,,,,Variable Peak Pricing,,,,Critical Peak Pricing,,,,Critical Peak Rebate,,,
2017,13780,Northern States Power Co - Wisconsin,WI,MISO,7142,8834,30,.,16006,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13781,Northern States Power Co - Minnesota,MN,MISO,663,15116,22,.,15801,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13781,Northern States Power Co - Minnesota,ND,MISO,28,811,23,.,862,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13781,Northern States Power Co - Minnesota,SD,MISO,6,612,23,.,641,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13799,Prairie Land Electric Coop Inc,KS,SWPP,0,0,1,0,1,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13805,Northwest Rural Pub Pwr Dist,NE,WACM,2087,.,.,.,2087,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13815,Northwestern Wisconsin Elec Co,WI,MISO,500,59,23,.,582,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13933,City of Oak Ridge,TN,TVA,0,1,1,0,2,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13936,Oakdale Electric Coop,WI,MISO,796,201,35,.,1032,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N
2017,13963,Oconomowoc Utilities,WI,MISO,46,72,5,0,123,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13965,Oconto Falls Water & Light Comm,WI,MISO,0,5,0,0,5,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14006,Ohio Power Co,OH,PJM,708814,565,16,.,709395,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
2017,14062,Oklahoma Electric Coop Inc,OK,SWPP,50393,3834,26,.,54253,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N
2017,14063,Oklahoma Gas & Electric Co,AR,SWPP,6368,534,54,.,6956,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N
2017,14063,Oklahoma Gas & Electric Co,OK,SWPP,111598,8683,1073,.,121354,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N
2017,14078,City of Okolona,MS,TVA,0,144,0,0,144,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14127,Omaha Public Power District,NE,SWPP,.,98,3,.,101,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14146,City of Opelika - (AL),AL,SOCO,.,1,2,.,3,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14160,Orange County Rural E M C,IN,MISO,493,.,.,.,493,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14164,City of Orangeburg - (SC),SC,SCEG,.,.,16,.,16,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14170,Orcas Power & Light Coop,WA,BPAT,58,.,.,.,58,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14175,"Tri-County Electric Coop, Inc",SC,SC,.,223,.,.,223,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14232,Otter Tail Power Co,MN,MISO,18330,2030,11,0,20371,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N
2017,14232,Otter Tail Power Co,ND,MISO,16367,2227,0,0,18594,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N
2017,14232,Otter Tail Power Co,SD,MISO,3727,365,0,0,4092,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N
2017,14246,City of Owatonna - (MN),MN,MISO,.,75,50,.,125,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14289,Ozarks Electric Coop Corp - (AR),AR,SWPP,.,12,3,.,15,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
2017,14328,Pacific Gas & Electric Co.,CA,CISO,243825,538515,1555,.,783895,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N
2017,14354,PacifiCorp,CA,PACW,0,9,23,0,32,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14354,PacifiCorp,ID,PACE,11601,1,0,0,11602,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14354,PacifiCorp,OR,PACW,1094,268,203,0,1565,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14354,PacifiCorp,UT,PACE,468,928,540,1,1937,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14354,PacifiCorp,WA,PACW,0,30,20,0,50,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14354,PacifiCorp,WY,PACE,0,14,64,0,78,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14398,Palmetto Electric Coop Inc,SC,SC,.,214,7,.,221,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
2017,14401,City of Palo Alto - (CA),CA,CISO,111,1,.,.,112,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14426,Panhandle Rural El Member Assn,NE,WACM,0,0,1,0,1,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14455,City of Paris - (TN),TN,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14468,People's Cooperative Services,MN,MISO,288,3,.,.,291,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14471,Parke County Rural E M C,IN,MISO,23,1,.,.,24,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14534,City of Pasadena - (CA),CA,CISO,50,203,.,.,253,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14557,"Pee Dee Electric Coop, Inc",SC,SC,2,0,14,0,16,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2017,14563,Pearl River Valley El Pwr Assn,MS,MISO,.,.,1,.,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14602,Pea River Electric Coop,AL,AEC,.,17,.,.,17,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14605,City of Peabody - (MA),MA,ISNE,.,6,3,.,9,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14606,"Peace River Electric Coop, Inc",FL,SEC,0,10,2,.,12,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14610,Orlando Utilities Comm,FL,FMPP,.,200,.,.,200,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14626,"Pedernales Electric Coop, Inc",TX,ERCO,67,103,4,0,174,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14711,Pennsylvania Electric Co,PA,PJM,57,0,81,0,138,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14715,PPL Electric Utilities Corp,PA,PJM,.,.,193,.,193,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14716,Pennsylvania Power Co,PA,PJM,0,3,37,0,40,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N
2017,14717,Pee Dee Electric Member Corp,NC,CPLE,16,.,.,.,16,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14724,Pennyrile Rural Electric Coop,KY,TVA,0,1,14,0,15,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,14940,PECO Energy Co,PA,PJM,.,326,99,.,425,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,15023,Piedmont Electric Member Corp,NC,DUK,631,169,1,.,801,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2017,15086,Pioneer Power and Light Co,WI,MISO,1,0,0,0,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,15159,City of Plymouth - (WI),WI,MISO,17,36,6,0,59,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,15211,Pontotoc Electric Power Assn,MS,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,15248,Portland General Electric Co,OR,PGE,2335,301,.,.,2636,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,15263,The Potomac Edison Co,MD,PJM,.,60,56,.,116,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,15270,Potomac Electric Power Co,DC,PJM,391,3606,0,0,3997,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
2017,15270,Potomac Electric Power Co,MD,PJM,512000,18163,8,1,530172,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
2017,15312,Village of Prairie Du Sac - (WI),WI,MISO,0,8,1,0,9,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,15340,Presque Isle Elec & Gas Coop,MI,MISO,.,8,6,.,14,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,15466,Public Service Co of Colorado,CO,PSCO,8928,5,0,.,8933,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
2017,15470,"Duke Energy Indiana, LLC",IN,MISO,.,27,75,.,102,N,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N
2017,15472,Public Service Co of NH,NH,ISNE,37,85,72,.,194,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,15473,Public Service Co of NM,NM,PNM,115,5077,66,.,5258,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,15474,Public Service Co of Oklahoma,OK,SWPP,476771,59959,6203,0,542933,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
2017,15507,City of Pulaski - (TN),TN,TVA,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,15671,Randolph Electric Member Corp,NC,CPLE,33,28,1,.,62,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,15748,Town of Reading - (MA),MA,ISNE,471,91,.,.,562,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,15804,Reedsburg Utility Comm,WI,MISO,1,21,8,0,30,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,15938,Rice Lake Utilities,WI,MISO,31,7,37,.,75,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,15978,City of Richland Center - (WI),WI,MISO,52,9,4,0,65,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,15989,City of Richmond - (IN),IN,PJM,.,.,58,.,58,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2017,16060,Riverland Energy Cooperative,WI,MISO,369,62,.,.,431,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,16082,City of River Falls,WI,MISO,15,21,2,0,38,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,16088,City of Riverside - (CA),CA,CISO,80,.,500,.,580,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,16101,Roanoke Electric Member Corp,NC,PJM,.,1,2,.,3,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,16179,Rochelle Municipal Utilities,IL,PJM,.,.,34,.,34,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,16181,Rochester Public Utilities,MN,MISO,0,53,0,.,53,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,16183,Rochester Gas & Electric Corp,NY,NYIS,3587,385,140,.,4112,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,16223,City of Rockwood - (TN),TN,TVA,0,0,5,0,5,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,16295,City of Roseville - (CA),CA,BANC,0,0,31,0,31,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,16534,Sacramento Municipal Util Dist,CA,BANC,3422,64060,162,1,67645,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,16558,City of Salem - (VA),VA,PJM,0,9,7,0,16,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,16572,Salt River Project,AZ,SRP,311756,11345,3,.,323104,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,16603,"San Luis Valley R E C, Inc",CO,WACM,1165,67,52,.,1284,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,16604,City of San Antonio - (TX),TX,ERCO,.,55,.,.,55,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,16609,San Diego Gas & Electric Co,CA,CISO,113996,146638,253,0,260887,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N
2017,16616,"San Isabel Electric Assn, Inc",CO,WACM,879,493,4,.,1376,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,16629,Sand Mountain Electric Coop,AL,TVA,0,1,0,0,1,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,16674,Satilla Rural Elec Member Corporation,GA,SOCO,0,754,22,0,776,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2017,16679,City of Sauk Centre - (MN),MN,MISO,34,4,11,0,49,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N
2017,16829,City of Scottsboro,AL,TVA,0,1,2,0,3,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,16865,Sawnee Electric Membership Corporation,GA,SOCO,186,28,0,0,214,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,16868,City of Seattle - (WA),WA,SCL,.,99,27,2,128,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,16920,Sedgwick County El Coop Assn Inc,KS,SWPP,.,7,.,.,7,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,16930,Sequachee Valley Electric Coop,TN,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,16949,Sevier County Electric System,TN,TVA,0,1,3,0,4,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,16971,Shakopee Public Utilities Comm,MN,MISO,.,.,1,.,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17011,Shawano Municipal Utilities,WI,MISO,24,2,31,0,57,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17033,Sheffield Utilities,AL,TVA,0,0,8,0,8,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17037,City of Shelby - (NC),NC,DUK,.,2,.,.,2,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17047,City of Shelbyville - (TN),TN,TVA,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17066,Shenandoah Valley Elec Coop,VA,PJM,.,11,5,.,16,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
2017,17166,Sierra Pacific Power Co,NV,NEVP,984,1044,111,0,2139,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17252,Singing River Elec Pwr Assn,MS,MISO,0,51,12,0,63,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17324,Slinger Utilities,WI,MISO,2,9,0,0,11,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17452,City of Smithville - (TN),TN,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17492,"Socorro Electric Coop, Inc",NM,PNM,164,12,.,.,176,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17539,South Carolina Electric&Gas Company,SC,SCEG,80,1311,20,0,1411,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17543,South Carolina Public Service Authority,SC,SC,3,31,6,0,40,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,N
2017,17549,South Jersey Energy Company,CT,ISNE,0,2,0,0,2,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17549,South Jersey Energy Company,MA,ISNE,0,6,0,0,6,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17549,South Jersey Energy Company,ME,ISNE,0,2,0,0,2,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17549,South Jersey Energy Company,NH,ISNE,0,13,0,0,13,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17549,South Jersey Energy Company,NJ,PJM,0,11,0,0,11,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17549,South Jersey Energy Company,PA,PJM,0,2,0,0,2,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17549,South Jersey Energy Company,RI,ISNE,0,3,0,0,3,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17572,South River Elec Member Corp,NC,CPLE,4,105,.,.,109,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17577,City of South Sioux City,NE,SWPP,.,1,.,.,1,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17592,Southeast Colorado Power Assn,CO,WACM,34,.,.,.,34,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17599,Southeastern Indiana R E M C,IN,MISO,8,.,.,.,8,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
2017,17603,Southeastern Electric Coop Inc - (OK),OK,SWPP,.,.,9,.,9,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
2017,17609,Southern California Edison Co,CA,CISO,332178,562642,76451,.,971271,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,N
2017,17612,Bear Valley Electric Service,CA,CISO,.,.,1,.,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17643,"Southern Iowa Elec Coop, Inc",IA,AECI,4557,161,0,0,4718,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17646,"Southern Pine Elec Coop, Inc",AL,AEC,.,.,2,.,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2017,17683,Southwest Mississippi E P A,MS,MISO,.,3,1,.,4,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17684,Southwest Louisiana E M C,LA,MISO,.,6,.,.,6,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17694,Southwest Tennessee E M C,TN,TVA,0,8,1,0,9,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17698,Southwestern Electric Power Co,AR,SWPP,101344,17804,597,0,119745,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17698,Southwestern Electric Power Co,LA,SWPP,204385,1651,61,0,206097,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17698,Southwestern Electric Power Co,TX,SWPP,146038,3381,181,0,149600,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17826,"Springer Electric Coop, Inc",NM,PNM,43,5,.,.,48,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17829,City of Springfield - (TN),TN,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17891,City of St Marys - (OH),OH,PJM,3641,502,13,0,4156,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,17896,City of Shasta Lake - (CA),CA,BANC,.,.,1,.,1,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,18006,City of Starkville,MS,TVA,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,18022,City of Statesville - (NC),NC,DUK,.,24,14,.,38,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
2017,18047,Steele-Waseca Cooperative Electric,MN,MISO,.,14,1,.,15,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,18087,Town of Sterling - (MA),MA,ISNE,75,.,.,.,75,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,18102,"Steuben Rural Elec Coop, Inc",NY,NYIS,47,.,.,.,47,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,18181,City of Stoughton - (WI),WI,MISO,13,25,3,0,41,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,18249,City of Sturgeon Bay - (WI),WI,MISO,6,38,1,0,45,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,18280,Sulphur Springs Valley E C Inc,AZ,WALC,14,71,1,0,86,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,18304,"Sumter Electric Coop, Inc",FL,SEC,.,19,.,.,19,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,18305,Sumter Electric Member Corp,GA,SOCO,.,757,10,.,767,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,18312,Sun Prairie Utilities,WI,MISO,2,47,6,0,55,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,18316,"Sumner-Cowley Elec Coop, Inc",KS,SWPP,0,0,2,0,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2017,18336,"Superior Water, Light and Power Co",WI,MISO,16,.,23,.,39,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,18339,Surry-Yadkin Elec Member Corp,NC,DUK,308,.,.,.,308,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,18360,Suwannee Valley Elec Coop Inc,FL,SEC,.,268,1,.,269,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,18383,Taylor Electric Coop - (WI),WI,MISO,177,28,.,.,205,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,18384,City of Sweetwater,TN,TVA,0,0,3,0,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,18445,City of Tallahassee - (FL),FL,TAL,1912,.,.,.,1912,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,18447,Tallahatchie Valley E P A,MS,TVA,0,3,1,0,4,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,18454,Tampa Electric Co,FL,TEC,4536,3861,22,0,8419,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
2017,18472,City of Tarrant,AL,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,18498,Taylor County Rural E C C,KY,PJM,449,5,.,.,454,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
2017,18642,Tennessee Valley Authority,AL,TVA,0,1,9,0,10,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,18642,Tennessee Valley Authority,KY,TVA,0,1,10,0,11,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,18642,Tennessee Valley Authority,MS,TVA,0,2,6,0,8,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,18642,Tennessee Valley Authority,TN,TVA,0,4,17,0,21,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,18917,Tillamook Peoples Utility Dist,OR,BPAT,.,.,6,.,6,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,18940,Tipmont Rural Elec Member Corp,IN,MISO,74,0,1,.,75,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,18943,Tippah Electric Power Assn,MS,TVA,0,0,3,0,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,18951,Tishomingo County E P A,MS,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19007,Tombigbee Electric Power Assn,MS,TVA,0,0,4,0,4,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19119,"TransCanada Power Marketing, Ltd.",CT,ISNE,0,0,6,0,6,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19119,"TransCanada Power Marketing, Ltd.",MA,ISNE,0,0,12,0,12,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19119,"TransCanada Power Marketing, Ltd.",ME,ISNE,0,0,1,0,1,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
