|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..BA Code|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Residential|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Commercial|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Industrial|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Transportation|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Total|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Residential|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Commercial|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Industrial|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Transportation|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Total|,|Incremental Life Cycle Savings.Energy Savings (MWh).Residential|,|Incremental Life Cycle Savings.Energy Savings (MWh).Commercial|,|Incremental Life Cycle Savings.Energy Savings (MWh).Industrial|,|Incremental Life Cycle Savings.Energy Savings (MWh).Transportation|,|Incremental Life Cycle Savings.Energy Savings (MWh).Total|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Residential|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Commercial|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Industrial|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Transportation|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Total|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Residential|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Commercial|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Industrial|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Transportation|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Total|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Residential|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Commercial|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Industrial|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Transportation|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Total|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Residential|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Commercial|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Industrial|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Transportation|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Total|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Residential|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Commercial|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Industrial|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Transportation|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Total|,|Weighted Average Life.(Years).Residential|,|Weighted Average Life.(Years).Commercial|,|Weighted Average Life.(Years).Industrial|,|Weighted Average Life.(Years).Transportation|,|..Website|
2022,9417,Interstate Power and Light Co,IA,MISO,"39,109","22,088","27,230",.,"88,427",3.7,4.9,6.2,.,14.8,"228,494","266,834","255,264",.,"750,591",3.7,4.9,6.2,.,14.8,"1,569","2,669","3,635",.,"7,873","6,988","1,789","1,416",.,"10,192","1,569","2,669","3,635",.,"7,873","6,988","1,789","1,416",.,"10,192",5.842,12.081,9.374,.,https://efs.iowa.gov/efs/ShowDocumentSearch.do?search Type=document
2022,9576,Jackson County Rural E M C - (IN),IN,MISO,404,796,.,.,"1,200",1.7,0.0,.,.,1.7,"4,040","7,960",.,.,"12,000",1.7,0.0,.,.,1.7,161,31,.,.,192,115,17,.,.,132,161,31,.,.,192,115,17,.,.,132,10.000,10.000,.,.,
2022,9601,Jackson Electric Member Corp - (GA),GA,SOCO,"1,846",864,176,.,"2,886",0.7,0.2,0.0,.,0.9,"16,127","7,466","1,650",.,"25,243",0.8,0.2,0.0,.,1.1,"1,789",1,2,.,"1,792",0,0,0,.,0,"1,789",1,2,.,"1,792",0,0,0,.,0,8.000,8.000,8.000,.,www.jacksonemc.com/savenow
2022,9617,JEA,FL,JEA,"19,076","9,662",.,.,"28,738",1.4,2.7,.,.,4.2,"144,125","142,111",.,.,"286,236",1.2,1.7,.,.,2.9,731,571,.,.,"1,302","1,590",449,.,.,"2,039",731,571,.,.,"1,302","1,590",449,.,.,"2,039",7.560,14.710,.,.,
2022,9689,Jefferson Electric Member Corp,GA,SOCO,"3,363",562,.,.,"3,925",.,.,.,.,.,"24,419","5,955",.,.,"30,374",.,.,.,.,.,.,.,.,.,.,35,10,.,.,45,.,.,.,.,.,704,47,.,.,751,8.000,19.000,.,.,
2022,9699,"Jemez Mountains Elec Coop, Inc",NM,WALC,13,47,.,.,60,0.0,0.0,.,.,0.0,175,558,.,.,733,0.0,0.0,.,.,0.0,8,7,.,.,15,0,0,.,.,0,8,7,.,.,15,.,.,.,.,.,12.780,12.000,.,.,
2022,9726,Jersey Central Power & Lt Co,NJ,PJM,"172,513","32,798","3,018",0,"208,329",14.3,5.7,0.6,0.0,20.6,"2,314,372","436,985","44,020",0,"2,795,377",14.3,5.7,0.6,0.0,20.6,"17,266","6,552",648,0,"24,465","8,452","2,545",252,0,"11,249","17,266","6,552",648,0,"24,465","8,452","2,545",252,0,"11,249",13.416,13.324,14.288,0.000,https://www.njcleanenergy.com/cp
2022,9750,"Jo-Carroll Energy, Inc",IL,MISO,388,92,28,0,508,0.0,0.0,0.0,0.0,0.0,"6,540","1,350",411,0,"8,301",0.0,0.0,0.0,0.0,0.0,64,3,0,0,67,10,6,6,0,22,64,3,0,0,67,10,6,6,0,22,16.856,14.672,14.667,0.000,
2022,9778,Johnson County Rural E M C,IN,MISO,60,.,86,.,146,0.1,.,0.3,.,0.3,"1,081",.,"1,285",.,"2,366",0.1,.,0.1,.,0.2,32,.,15,.,47,.,.,.,.,.,32,.,15,.,47,.,.,.,.,.,18.000,.,15.000,.,
2022,9996,City of Kansas City - (KS),KS,SWPP,43,0,0,0,43,0.1,0.0,0.0,0.0,0.1,426,0,0,0,426,0.1,0.0,0.0,0.0,0.1,35,0,0,0,35,0,0,0,0,0,35,0,0,0,35,0,0,0,0,0,7.000,0.000,0.000,0.000,
2022,10000,Evergy Metro,KS,SWPP,35,.,.,.,35,0.0,.,.,.,0.0,346,.,.,.,346,0.0,.,.,.,0.0,62,.,.,.,62,62,13,.,.,74,62,.,.,.,62,62,13,.,.,74,10.000,10.000,.,.,evergy.com
2022,10000,Evergy Metro,MO,SWPP,"49,484","29,067",.,.,"78,551",10.0,5.5,.,.,15.5,"359,492","312,072",.,.,"671,563",10.0,5.5,.,.,15.5,"2,713","3,119",.,.,"5,832","2,856","3,456",.,.,"6,312","2,713","3,119",.,.,"5,832","2,856","3,456",.,.,"6,312",7.300,10.700,.,.,evergy.com
2022,10066,K C Electric Association,CO,WACM,62,235,.,.,297,0.0,0.1,.,.,0.1,925,"3,136",.,.,"4,061",0.0,0.1,.,.,0.1,34,21,.,.,56,.,.,.,.,.,34,21,.,.,56,.,.,.,.,.,15.870,17.630,.,.,
2022,10071,Kauai Island Utility Cooperative,HI,NA,837,374,79,0,"1,289",0.4,0.6,0.1,0.0,1.1,"14,381","5,096","1,074",0,"20,551",0.6,0.6,0.1,0.0,1.3,229,102,22,0,353,59,26,6,0,90,229,102,22,0,353,59,26,6,0,90,13.040,11.270,2.370,0.000,
2022,10171,Kentucky Utilities Co,KY,LGEE,"2,110","19,638",.,.,"21,748",0.0,4.1,.,.,4.1,"42,204","392,765",.,.,"434,970",0.0,4.1,.,.,4.1,.,1,.,.,1,4,1,.,.,5,.,1,.,.,1,4,1,.,.,5,20.000,20.000,.,.,
2022,10376,Kissimmee Utility Authority,FL,,413,150,0,0,563,0.1,0.1,0.0,0.0,0.2,"6,674","1,878",0,0,"8,552",0.1,0.1,0.0,0.0,0.2,91,10,0,0,101,0,0,0,0,0,91,10,0,0,101,255,10,0,0,266,16.163,12.485,0.000,0.000,
2022,10393,PUD No 1 of Klickitat County,WA,BPAT,104,43,174,.,321,.,.,.,.,.,"1,921",549,984,.,"3,454",.,.,.,.,.,91,9,29,.,128,.,.,.,.,.,91,9,29,.,128,.,.,.,.,.,18.448,12.857,5.660,.,
2022,10454,Kootenai Electric Cooperative,ID,AVA,"2,223",51,32,0,"2,307",0.1,0.0,0.0,0.0,0.1,"38,696",616,388,0,"39,699",0.1,0.0,0.0,0.0,0.1,569,7,3,0,579,65,2,1,0,67,569,7,3,0,579,65,2,1,0,67,17.407,12.000,12.000,0.000,
2022,10539,"La Plata Electric Assn, Inc",CO,WACM,760,883,0,0,"1,644",0.3,0.2,0.0,0.0,0.5,"11,288","10,677",0,0,"21,965",0.3,0.2,0.0,0.0,0.5,492,54,0,0,546,305,20,0,0,325,492,54,0,0,546,305,20,0,0,325,15.510,13.190,0.000,0.000,
2022,10623,City of Lakeland - (FL),FL,FMPP,"1,893",467,.,.,"2,360",1.1,0.2,.,.,1.3,"21,103","2,801",.,.,"23,904",1.5,0.6,.,.,2.1,406,27,.,.,433,.,.,.,.,.,406,27,.,.,433,.,.,.,.,.,13.770,13.770,.,.,
2022,10627,Lakeview Light & Power,WA,BPAT,10,413,828,.,"1,251",0.0,0.0,0.1,.,0.1,234,"4,954","8,846",.,"14,034",0.0,0.0,0.1,.,0.1,6,51,196,.,254,.,.,.,.,.,6,51,196,.,254,.,.,.,.,.,22.540,12.000,10.680,.,
2022,10704,City of Lansing - (MI),MI,MISO,"5,377","16,641","1,154",0,"23,172",1.0,2.0,0.2,0.0,3.1,"56,992","216,335","15,007",0,"288,334",1.0,2.5,0.2,0.0,3.8,717,"1,054",61,0,"1,832",468,868,27,0,"1,363",717,"1,054",61,0,"1,832",468,868,27,0,"1,363",10.000,13.000,13.000,0.000,
2022,10857,"Lee County Electric Coop, Inc",FL,FPL,"6,602",35,.,.,"6,637",0.0,0.0,.,.,0.0,"52,819",245,.,.,"53,064",0.0,0.0,.,.,0.0,0,0,.,.,0,120,0,.,.,121,0,0,.,.,0,120,0,.,.,121,8.000,7.000,.,.,
2022,10868,City of Leesburg - (FL),FL,FPC,17,.,.,.,17,0.0,.,.,.,0.0,251,.,.,.,251,0.0,.,.,.,0.0,15,.,.,.,15,.,.,.,.,.,15,.,.,.,15,.,.,.,.,.,15.000,.,.,.,
2022,10879,Lehi City Corporation,UT,PACE,55,.,.,.,55,.,.,.,.,.,440,.,.,.,440,.,.,.,.,.,4,.,.,.,4,.,.,.,.,.,4,.,.,.,4,.,.,.,.,.,4.040,.,.,.,
2022,10944,PUD No 1 of Lewis County,WA,BPAT,"1,195","1,261",592,0,"3,047",0.4,0.4,0.2,0.0,1.1,"28,230","15,849","7,101",0,"51,180",0.4,0.4,0.2,0.0,1.1,799,294,94,0,"1,187",264,97,31,0,392,799,294,94,0,"1,187",264,97,31,0,392,20.090,12.100,12.000,0.000,
2022,10967,City of Lexington - (NE),NE,SWPP,292,74,0,0,366,0.1,0.0,0.0,0.0,0.1,"4,424",814,0,0,"5,238",0.1,0.0,0.0,0.0,0.1,93,4,0,0,97,32,3,0,0,35,93,4,0,0,97,32,3,0,0,35,15.133,11.054,0.000,0.000,
2022,11018,Lincoln Electric System,NE,SWPP,766,"1,333","4,517",.,"6,616",0.8,0.4,1.1,.,2.3,"9,192","15,996","54,204",.,"79,392",0.8,0.4,1.1,.,2.3,725,129,417,.,"1,271",98,98,98,.,295,725,129,417,.,"1,271",98,98,98,.,295,12.000,12.000,12.000,.,
2022,11124,City of Lodi - (CA),CA,CISO,389,"1,174",647,.,"2,210",0.1,0.1,0.1,.,0.3,"4,816","15,137","10,346",.,"30,299",0.1,0.1,0.1,.,0.3,229,177,97,.,504,89,8,1,.,98,229,177,97,.,504,89,8,1,.,98,14.402,11.088,15.000,.,
2022,11135,City of Logan - (UT),UT,PACE,7,242,0,.,249,0.0,0.1,0.0,.,0.1,36,680,0,.,716,0.0,0.2,0.0,.,0.2,2,15,0,.,17,1,5,0,.,6,2,66,0,.,69,1,6,0,.,8,16.300,10.000,0.000,0.000,
2022,11171,Long Island Power Authority,NY,NYIS,"258,352","70,373",.,.,"328,725",18.0,13.0,.,.,31.0,"3,522,557","1,125,968",.,.,"4,648,525",18.0,13.0,.,.,31.0,"23,675","20,670",.,.,"44,344","20,685","10,731",.,.,"31,416","23,675","20,670",.,.,"44,344","20,685","10,731",.,.,"31,416",13.635,16.000,.,.,www.psegliny.com
2022,11187,City of Longmont,CO,PSCO,"1,374","6,170",.,.,"7,543",0.3,0.9,.,.,1.2,"9,300","83,343",.,.,"92,643",0.3,0.9,.,.,1.2,323,"1,065",.,.,"1,388",265,284,.,.,549,323,"1,065",.,.,"1,388",265,284,.,.,549,6.770,13.509,.,.,https://www.prpa.org/financial-information/
2022,11208,Los Angeles Department of Water & Power,CA,LDWP,"37,712","116,612",0,.,"154,324",22.7,14.7,0.0,.,37.4,"439,676","1,230,804",0,.,"1,670,480",25.4,16.3,0.0,.,41.7,"38,692","64,903",0,.,"103,595","18,150","42,008",0,.,"60,158","38,692","64,903",0,.,"103,595","18,150","42,008",0,.,"60,158",15.375,11.577,0.000,0.000,
2022,11241,Entergy Louisiana LLC,LA,MISO,"35,431","29,415",.,.,"64,846",6.0,3.8,.,.,9.8,"584,718","396,698",.,.,"981,416",6.0,3.8,.,.,9.8,"3,729","2,452",.,.,"6,181","2,243","1,886",.,.,"4,129","3,729","2,452",.,.,"6,181","2,243","1,886",.,.,"4,129",18.760,13.820,.,.,
2022,11249,Louisville Gas & Electric Co,KY,LGEE,"2,662","32,943",0,0,"35,605",0.0,6.2,0.0,0.0,6.2,"53,234","658,865",0,0,"712,099",0.0,6.2,0.0,0.0,6.2,0,1,0,0,1,5,2,0,0,6,0,1,0,0,1,5,2,0,0,6,20.000,20.000,.,.,https://lge-ku.com/residential-energy-efficiency
2022,11251,Loup River Public Power Dist,NE,SWPP,892,564,41,.,"1,497",0.2,0.1,0.0,.,0.3,"11,436","6,312",428,.,"18,177",0.2,0.1,0.0,.,0.3,261,32,2,.,295,82,37,1,.,121,261,32,2,.,295,82,37,1,.,121,12.814,11.199,10.521,.,
2022,11256,City of Loveland - (CO),CO,PSCO,"3,741","4,696",.,.,"8,437",0.6,1.0,.,.,1.6,"8,133","63,055",.,.,"71,188",0.6,1.0,.,.,1.6,274,"1,157",.,.,"1,431",373,270,.,.,644,274,"1,157",.,.,"1,431",373,270,.,.,644,2.174,13.426,.,.,
2022,11291,Lumbee River Elec Member Corp,NC,CPLE,"4,736",12,.,.,"4,748",.,.,.,.,.,"5,923",544,.,.,"6,466",.,.,.,.,.,1,1,.,.,2,3,0,.,.,3,1,1,.,.,2,3,0,.,.,3,1.300,15.000,.,.,
2022,11475,City of Madison - (SD),SD,MISO,13,.,.,.,13,0.0,.,.,.,0.0,"1,651",.,.,.,"1,651",0.0,.,.,.,0.0,4,.,.,.,4,.,.,.,.,.,67,.,.,.,67,.,.,.,.,.,8.390,.,.,.,
2022,11501,Magic Valley Electric Coop Inc,TX,ERCO,45,.,.,.,45,2.5,.,.,.,2.5,195,.,.,.,195,2.5,.,.,.,2.5,10,.,.,.,10,.,.,.,.,.,10,.,.,.,10,.,.,.,.,.,10.000,.,.,.,
2022,11571,Manitowoc Public Utilities,WI,MISO,54,0,0,0,54,0.1,0.0,0.0,0.0,0.1,54,0,0,0,54,0.1,0.0,0.0,0.0,0.1,18,0,0,0,18,0,0,0,0,0,18,0,0,0,18,0,0,0,0,0,1.000,.,.,.,
2022,11646,City of Marietta - (GA),GA,SOCO,45,.,.,.,45,0.0,.,.,.,0.0,481,.,.,.,481,0.0,.,.,.,0.0,3,.,.,.,3,2,.,.,.,2,.,.,.,.,.,17,.,.,.,17,11.030,.,.,.,
2022,11731,City of Marshall - (MN),MN,MISO,112,295,259,0,666,0.1,0.1,0.0,0.0,0.2,"1,314","4,926","2,218",0,"8,459",0.1,0.1,0.0,.,0.2,39,26,6,0,71,24,12,3,0,39,39,26,6,0,71,24,12,3,0,39,11.690,16.710,8.570,0.000,
2022,11804,Massachusetts Electric Co,MA,ISNE,"96,080","132,295","62,256",.,"290,631",15.7,18.0,8.5,.,42.2,"396,824","1,293,187","608,558",.,"2,298,569",15.7,18.0,8.5,.,42.2,135,53,9,.,197,48,26,5,.,79,135,53,9,.,197,48,26,5,.,79,4.130,9.780,9.780,.,
2022,11811,Town of Massena - (NY),NY,NYIS,97,103,.,0,201,.,0.0,.,.,0.0,271,"1,502",.,.,"1,773",.,0.0,.,.,0.0,0,2,.,.,2,12,61,.,.,73,4,25,.,.,29,25,50,.,.,75,2.790,14.520,.,.,
2022,12087,McKenzie Electric Coop Inc,ND,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,.,.,.,.,
2022,12187,City of McMinnville - (OR),OR,BPAT,"1,868",633,15,0,"2,515",0.3,0.1,0.0,0.0,0.5,"30,421","8,247",175,0,"38,843",0.3,0.1,0.0,0.0,0.5,533,77,2,0,611,50,17,0,0,67,533,77,2,0,611,50,17,0,0,67,16.286,13.036,12.000,0.000,mc-power.com
2022,12199,Montana-Dakota Utilities Co,MT,SWPP,5,557,.,.,562,0.0,0.1,.,.,0.1,52,"7,691",.,.,"7,743",0.0,0.1,.,.,0.1,0,39,.,.,40,.,.,.,.,.,0,39,.,.,40,.,.,.,.,.,10.000,10.000,.,.,
2022,12312,Merced Irrigation District,CA,CISO,6,250,735,.,990,.,.,.,.,.,6,250,735,.,990,.,.,.,.,.,13,17,51,.,81,.,.,.,.,.,13,17,51,.,81,.,.,.,.,.,1.000,1.000,1.000,.,
2022,12341,MidAmerican Energy Co,IA,MISO,"40,366","68,750","15,734",.,"124,851",13.1,18.6,2.3,.,34.0,"143,649","1,414,755","221,561",.,"1,779,964",9.8,20.4,2.3,.,32.5,"4,345","8,818","2,941",.,"16,104","1,393","3,063",965,.,"5,421","4,345","8,818","2,941",.,"16,104","1,393","3,063",965,.,"5,421",3.560,20.580,14.080,.,https://efs.iowa.gov/efs/ShowDocketSummary.do?docketNumber=EEP-2018-0002       
2022,12341,MidAmerican Energy Co,IL,MISO,"8,055","5,552","3,421",.,"17,028",2.6,1.1,0.5,.,4.2,"18,998","81,273","50,069",.,"150,339",0.8,1.2,0.4,.,2.4,561,841,544,.,"1,946",227,228,93,.,548,561,841,544,.,"1,946",227,228,93,.,548,2.360,14.640,14.640,.,https://www.icc.illinois.gov/docket/P2019-0734       
2022,12390,Metropolitan Edison Co,PA,PJM,"39,586","13,093","24,881",0,"77,559",6.1,2.2,3.4,0.0,11.8,"422,680","172,095","356,960",0,"951,735",6.1,2.2,3.4,0.0,11.8,"7,061","1,531",902,0,"9,494","3,329","1,312","1,189",0,"5,831","7,061","1,531",902,0,"9,494","3,329","1,312","1,189",0,"5,831",10.678,13.144,14.347,0.000,https://firstenergycorp.com/save_energy/save_energy_pennsylvania/act-129.html
2022,12395,Menard Electric Coop,IL,MISO,160,.,.,.,160,0.0,.,.,.,0.0,"2,393",.,.,.,"2,393",0.0,.,.,.,0.0,1,.,.,.,1,0,.,.,.,0,1,.,.,.,1,0,.,.,.,0,15.000,.,.,.,
2022,12450,Midland Power Coop,IA,MISO,570,18,0,0,588,0.1,0.0,0.0,0.0,0.1,"11,834",125,0,0,"11,958",1.3,0.0,0.0,0.0,1.3,151,1,0,0,152,67,1,0,0,68,151,1,0,0,152,67,1,0,0,68,16.000,15.000,0.000,0.000,www.midlandpower.coop
2022,12462,Mid-Carolina Electric Coop Inc,SC,SC,.,287,.,.,287,.,0.1,.,.,0.1,.,"2,870",.,.,"2,870",.,0.1,.,.,0.1,.,19,.,.,19,.,.,.,.,.,.,19,.,.,19,.,.,.,.,.,.,10.000,.,.,
2022,12539,Midwest Electric Member Corp,NE,WACM,83,105,11,0,200,0.0,0.0,0.0,0.0,0.1,"1,319","1,264",226,0,"2,810",0.0,0.0,0.0,0.0,0.1,44,3,6,0,54,0,0,0,0,0,44,3,6,0,54,0,0,0,0,0,15.730,12.000,20.000,0.000,
2022,12647,"ALLETE, Inc.",MN,MISO,"18,321","51,593",.,.,"69,914",2.3,5.2,.,.,7.5,"264,897","687,548",.,.,"952,445",1.7,3.3,.,.,5.0,"1,903","2,676",.,.,"4,578","1,893","3,165",.,.,"5,058","1,903","2,676",.,.,"4,578","1,893","3,165",.,.,"5,058",14.458,13.326,.,.,
2022,12685,Entergy Mississippi LLC,MS,MISO,"30,977","19,856",.,.,"50,832",4.4,3.6,.,.,8.0,"361,256","243,224",.,.,"604,480",4.4,3.6,.,.,8.0,"6,250","4,335",.,.,"10,585","3,111","2,501",.,.,"5,611","6,250","4,335",.,.,"10,585","3,111","2,501",.,.,"5,611",11.662,12.250,.,.,
2022,12686,Mississippi Power Co,MS,SOCO,"19,406","8,650","1,177",0,"29,233",4.9,2.7,0.4,0.0,8.0,"102,706","121,499","11,209",0,"235,414",4.9,2.7,0.4,0.0,8.0,"1,700",617,38,0,"2,355",971,714,0,0,"1,685","1,700",617,38,0,"2,355",971,714,0,0,"1,685",5.290,12.750,9.530,0.000,
2022,12692,"Missoula Electric Coop, Inc",MT,BPAT,39,101,15,.,155,0.0,0.0,0.0,.,0.1,"5,864","3,615",316,.,"9,795",0.0,0.0,0.0,.,0.0,21,25,4,.,50,90,42,7,.,139,163,46,5,.,214,202,64,8,.,274,26.000,12.000,15.000,.,
2022,12698,Evergy Missouri West,MO,SWPP,"57,981","37,537",.,.,"95,517",11.7,11.1,.,.,22.8,"434,233","446,929",.,.,"881,162",11.7,11.1,.,.,22.8,"3,458","3,710",.,.,"7,168","4,084","3,444",.,.,"7,528","3,458","3,710",.,.,"7,168","4,084","3,444",.,.,"7,528",7.500,11.900,.,.,evergy.com
2022,12744,Modern Electric Water Company,WA,AVA,389,642,.,.,"1,031",0.0,0.1,.,.,0.1,"12,184","7,705",.,.,"19,889",0.0,0.1,.,.,0.1,116,69,.,.,185,21,35,.,.,57,116,69,.,.,185,21,35,.,.,57,27.211,12.000,.,.,www.modernelectricwater.com
2022,12745,Modesto Irrigation District,CA,BANC,570,"1,592",168,0,"2,330",0.2,0.1,0.0,0.0,0.3,"7,174","21,868","2,184",0,"31,226",0.2,0.1,0.0,0.0,0.3,495,175,13,0,683,307,543,48,0,898,495,175,13,0,683,307,543,48,0,898,14.109,13.815,13.000,0.000,
2022,12825,NorthWestern Energy LLC - (MT),MT,NWMT,"20,628","53,749",.,.,"74,377",0.1,0.4,.,.,0.4,"293,281","771,058",.,.,"1,064,339",0.1,0.4,.,.,0.4,"1,247","3,557",.,.,"4,804","3,890","4,940",.,.,"8,829","1,247","3,557",.,.,"4,804","3,890","4,940",.,.,"8,829",14.220,14.350,.,.,
2022,12894,City of Moorhead - (MN),MN,SWPP,317,"1,125","1,491",.,"2,933",0.0,0.2,0.2,.,0.4,"5,599","14,934","19,796",.,"40,329",0.0,0.2,0.2,.,0.4,30,46,61,.,137,30,46,61,.,137,30,46,61,.,137,30,46,61,.,137,17.682,13.276,13.276,.,
2022,13050,"Mountain Parks Electric, Inc",CO,WACM,128,458,.,.,586,0.0,0.1,.,.,0.2,"1,868","5,495",.,.,"7,363",0.0,0.1,.,.,0.2,67,25,.,.,92,0,0,.,.,0,67,25,.,.,92,0,0,.,.,0,14.850,12.000,.,.,
2022,13058,"Mountain View Elec Assn, Inc",CO,WACM,497,240,.,.,737,0.3,0.1,.,.,0.3,"6,879","2,876",.,.,"9,756",0.2,0.1,.,.,0.3,132,10,.,.,142,13,6,.,.,19,132,10,.,.,142,13,6,.,.,19,15.454,12.000,.,.,
2022,13143,Board of Water Electric & Communications,IA,MISO,167,713,.,.,879,0.0,0.1,.,.,0.1,"3,168","7,159",.,.,"10,327",0.0,0.1,.,.,0.1,3,55,.,.,58,63,18,.,.,81,3,55,.,.,58,63,18,.,.,81,11.390,8.734,.,.,
2022,13208,City of Naperville - (IL),IL,PJM,110,.,.,.,110,2.7,.,.,.,2.7,"3,195",.,.,.,"3,195",2.7,.,.,.,2.7,2,.,.,.,2,5,.,.,.,5,189,.,.,.,189,10,.,.,.,10,20.000,.,.,.,
2022,13214,The Narragansett Electric Co,RI,ISNE,"49,502","55,013","24,142",.,"128,657",6.6,7.9,3.5,.,17.9,"254,241","444,575","195,101",.,"893,917",6.6,7.9,3.5,.,17.9,"27,932","20,384","8,945",.,"57,261","11,881","5,366","2,355",.,"19,602","27,932","20,384","8,945",.,"57,261","11,881","5,366","2,355",.,"19,602",5.140,8.080,8.080,.,
2022,13337,Nebraska Public Power District,NE,SWPP,632,"4,085",6,0,"4,724",0.1,0.6,0.0,0.0,0.8,"8,971","44,552",50,0,"53,572",0.1,0.6,0.0,0.0,0.8,191,177,1,0,369,12,257,0,0,270,191,177,1,0,369,12,257,0,0,270,14.187,10.906,7.897,0.000,
2022,13407,Nevada Power Co,NV,NEVP,"14,840","120,949",.,.,"135,789",4.6,24.8,.,.,29.4,"124,344","1,284,348",.,.,"1,408,692",4.6,24.8,.,.,29.4,"2,747","5,549",.,.,"8,296","7,505","5,960",.,.,"13,465","2,747","5,549",.,.,"8,296","7,505","5,960",.,.,"13,465",8.400,10.600,.,.,http://puc.nv.gov/utilities/electric
2022,13441,New Hampshire Elec Coop Inc,NH,ISNE,"1,560","3,336",.,.,"4,896",0.2,0.1,.,.,0.2,"22,968","40,124",.,.,"63,092",0.2,0.1,.,.,0.2,"1,959",707,.,.,"2,666",480,243,.,.,722,"1,959",707,.,.,"2,666",480,243,.,.,722,14.730,12.030,.,.,
2022,13478,"Entergy New Orleans, LLC",LA,MISO,"26,848","40,632",506,.,"67,986",6.6,7.8,0.2,.,14.6,"286,949","507,200","6,318",.,"800,467",6.6,7.8,0.2,.,14.6,"4,153","4,618",58,.,"8,829","3,129","4,421",55,.,"7,606","4,153","4,618",58,.,"8,829","3,129","4,421",55,.,"7,606",10.688,12.483,12.483,.,"Notes: 1. EasyCool BYOT: The approach taken was to get the number of customers that participated in PY12 and multiply by the demand reduction value from the PY11 evaluation (0 kWh / 4,413.23 kW).  2. Behavioral: Applied mid-year estimate (5,212,714 kWh / 854.50 kW). "
2022,13511,New York State Elec & Gas Corp,NY,NYIS,"68,371","41,652",.,.,"110,023",10.2,7.0,.,.,17.1,"801,298","373,396",.,.,"1,174,694",10.2,7.0,.,.,17.1,"15,203","10,520",.,.,"25,724","4,119","1,579",.,.,"5,698","15,203","10,520",.,.,"25,724","4,119","1,579",.,.,"5,698",15.000,15.000,.,.,
2022,13519,City of Newark - (DE),DE,PJM,103,627,.,.,730,.,.,.,.,.,245,"3,040",.,.,"3,285",.,.,.,.,.,5,31,.,.,36,.,.,.,.,.,70,669,.,.,739,.,.,.,.,.,2.070,3.000,.,.,
2022,13573,Niagara Mohawk Power Corp.,NY,NYIS,"230,407","120,334","73,753",.,"424,494",13.9,25.6,15.7,.,55.2,"1,830,825","1,468,236","899,887",.,"4,198,948",13.9,25.6,15.7,.,55.2,"22,982","20,203","12,383",.,"55,568","5,818","2,765","1,694",.,"10,277","22,982","20,203","12,383",.,"55,568","5,818","2,765","1,694",.,"10,277",7.900,12.200,12.200,.,
2022,13630,North Carolina Mun Power Agny #1,NC,DUK,719,772,353,.,"1,844",0.1,0.5,0.4,.,1.0,"6,751","7,556","4,569",.,"18,875",0.1,0.4,0.3,.,0.9,84,112,44,.,240,126,50,35,.,211,84,112,44,.,240,126,50,35,.,211,9.390,9.782,12.958,.,
