|Utility Characteristics.Year|,|Utility Characteristics.State|,|Utility Characteristics.Utility Number|,|Utility Characteristics.Utility Name|,|Utility Characteristics.BA_CODE|,|Number and Capacity (MW).Number of Generators|,|Number and Capacity (MW).Total Capacity|,|Number and Capacity (MW).Capacity Back-up Only|,|Number and Capacity (MW).Capacity Utility Owned|,|Photovoltaic.Type|,|Photovoltaic.Residential|,|Photovoltaic.Commercial|,|Photovoltaic.Industrial|,|Photovoltaic.Transportation|,|Photovoltaic.Direct Connected|,|Photovoltaic.Total|,|Storage.Residential|,|Storage.Commercial|,|Storage.Industrial|,|Storage.Transportation|,|Storage.Direct Connected|,|Storage.Total|,|Wind.Residential|,|Wind.Commercial|,|Wind.Industrial|,|Wind.Transportation|,|Wind.Direct Connected|,|Wind.Total|,|Hydroelectric.Residential|,|Hydroelectric.Commercial|,|Hydroelectric.Industrial|,|Hydroelectric.Transportation|,|Hydroelectric.Direct Connected|,|Hydroelectric.Total|,|Fuel Cells.Residential|,|Fuel Cells.Commercial|,|Fuel Cells.Industrial|,|Fuel Cells.Transportation|,|Fuel Cells.Direct Connected|,|Fuel Cells.Total|,|Internal Combustion.Residential|,|Internal Combustion.Commercial|,|Internal Combustion.Industrial|,|Internal Combustion.Transportation|,|Internal Combustion.Direct Connected|,|Internal Combustion.Total|,|Combustion Turbine.Residential|,|Combustion Turbine.Commercial|,|Combustion Turbine.Industrial|,|Combustion Turbine.Transportation|,|Combustion Turbine.Direct Connected|,|Combustion Turbine.Total|,|Steam.Residential|,|Steam.Commercial|,|Steam.Industrial|,|Steam.Transportation|,|Steam.Direct Connected|,|Steam.Total|,|Other.Residential|,|Other.Commercial|,|Other.Industrial|,|Other.Transportation|,|Other.Direct Connected|,|Other.Total|,|Total.Residential|,|Total.Commercial|,|Total.Industrial|,|Total.Transportation|,|Total.Direct Connected|,|.Total|
2022,TN,4920,City of Dayton - (TN),TVA,4,0.077,0.000,0.000,,0.028,0.050,0.000,0.000,0.000,0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.028,0.050,0.000,0.000,0.000,0.077
2022,AL,4958,Decatur Utilities,TVA,3,0.244,0.000,0.000,,0.046,0.198,0.000,0.000,0.000,0.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.046,0.198,0.000,0.000,0.000,0.244
2022,NY,5021,Delaware County Elec Coop Inc,NYIS,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,TX,5063,City of Denton - (TX),ERCO,7,0.315,.,.,AC,.,.,0.010,.,.,0.010,.,.,.,.,.,0.000,.,.,0.305,.,.,0.305,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.315,0.000,0.000,0.315
2022,TX,5078,"Denton County Elec Coop, Inc",ERCO,13,11.250,.,.,DC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,11.250,.,.,.,11.250,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,11.250,0.000,0.000,0.000,11.250
2022,CO,5086,Delta Montrose Electric Assn,WACM,3,0.190,.,.,DC,0.190,.,.,.,.,0.190,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.190,0.000,0.000,0.000,0.000,0.190
2022,MI,5109,DTE Electric Company,MISO,39,19.749,.,.,AC,.,1.496,0.750,.,11.967,14.213,.,.,.,.,.,0.000,.,0.195,.,.,.,0.195,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.950,0.376,.,.,1.326,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,1.555,2.460,.,.,4.015,0.000,4.196,3.586,0.000,11.967,19.749
2022,MN,5111,City of Detroit Lakes - (MN),MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,TN,5148,City of Dickson,TVA,29,0.558,0.000,0.000,,0.201,0.357,0.000,0.000,0.000,0.558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.201,0.357,0.000,0.000,0.000,0.558
2022,TN,5399,Duck River Elec Member Corp,TVA,54,0.915,0.000,0.000,,0.372,0.543,0.000,0.000,0.000,0.915,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.372,0.543,0.000,0.000,0.000,0.915
2022,NC,5416,"Duke Energy Carolinas, LLC",DUK,232,26.402,0.000,3.645,AC,0.451,17.046,.,.,.,17.497,0.000,0.000,.,.,.,0.000,0.000,0.038,.,.,.,0.038,0.000,7.400,.,.,.,7.400,0.000,0.000,.,.,.,0.000,0.000,0.000,.,.,.,0.000,0.000,0.870,.,.,.,0.870,0.000,0.000,.,.,.,0.000,0.000,0.597,.,.,.,0.597,0.451,25.951,0.000,0.000,0.000,26.402
2022,SC,5416,"Duke Energy Carolinas, LLC",DUK,16,3.853,0.000,0.000,AC,0.005,1.598,.,.,.,1.603,0.000,0.000,.,.,.,0.000,0.000,0.000,.,.,.,0.000,0.000,2.250,.,.,.,2.250,0.000,0.000,.,.,.,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,.,.,.,0.000,0.005,3.848,0.000,0.000,0.000,3.853
2022,IA,5529,City of Durant - (IA),MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,IL,5531,Enerstar Power Corp,MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,MN,5574,East Central Energy,MISO,3,0.502,0.000,0.000,AC,0.000,0.352,0.000,0.000,0.000,0.352,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.150,0.000,0.000,0.000,0.150,0.000,0.502,0.000,0.000,0.000,0.502
2022,MN,5575,City of East Grand Forks - (MN),MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,MS,5578,East Mississippi Elec Pwr Assn,TVA,2,0.020,0.000,0.000,,0.007,0.014,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.014,0.000,0.000,0.000,0.020
2022,IA,5605,Eastern Iowa Light & Power Coop,MISO,21,1.029,.,.,AC,0.105,0.870,.,.,.,0.975,0.021,0.030,.,.,.,0.051,0.003,.,.,.,.,0.003,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.129,0.900,0.000,0.000,0.000,1.029
2022,MI,5630,City of Eaton Rapids - (MI),MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,TN,5763,City of Elizabethton - (TN),TVA,15,0.171,0.000,0.000,,0.090,0.081,0.000,0.000,0.000,0.171,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.090,0.081,0.000,0.000,0.000,0.171
2022,WI,5777,City of Elkhorn - (WI),MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,CO,5862,"Empire Electric Assn, Inc",WACM,4,0.532,0.000,0.010,AC,0.010,0.072,.,.,.,0.082,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.450,.,.,.,0.450,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.010,0.522,0.000,0.000,0.000,0.532
2022,VT,5915,Village of Enosburg Falls - (VT),ISNE,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,TN,5961,Town of Erwin - (TN),TVA,4,0.033,0.000,0.000,,0.027,0.006,0.000,0.000,0.000,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.027,0.006,0.000,0.000,0.000,0.033
2022,TN,6008,City of Etowah,TVA,4,0.029,0.000,0.000,,0.020,0.009,0.000,0.000,0.000,0.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.009,0.000,0.000,0.000,0.029
2022,OR,6022,City of Eugene - (OR),BPAT,41,3.073,0.000,0.000,AC,0.013,2.260,.,.,.,2.273,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.800,.,.,.,0.800,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.013,3.060,0.000,0.000,0.000,3.073
2022,IA,6112,"Farmers Electric Coop, Inc - (IA)",MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,WA,6149,City of Ellensburg - (WA),BPAT,25,5.304,5.000,0.304,AC,.,.,.,.,0.304,0.304,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,5.000,.,.,.,5.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,5.000,0.000,0.000,0.304,5.304
2022,IA,6168,Farmers Electric Coop - (IA),MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,NV,6172,City of Fallon - (NV),NEVP,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,TX,6182,"Farmers Electric Coop, Inc - (TX)",ERCO,9,7.833,.,7.833,AC,.,.,.,.,7.833,7.833,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,7.833,7.833
2022,MO,6205,City of Farmington - (MO),MISO,104,8.966,8.966,0.190,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,1.169,5.797,2.000,0.000,0.000,8.966,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,1.169,5.797,2.000,0.000,0.000,8.966
2022,TN,6234,City of Fayetteville,TVA,45,5.657,0.000,0.000,,1.809,3.849,0.000,0.000,0.000,5.657,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.809,3.849,0.000,0.000,0.000,5.657
2022,NC,6235,Fayetteville Public Works Commission,CPLE,31,1.221,.,1.130,,0.091,0.880,.,.,.,0.971,.,0.250,.,.,.,0.250,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.091,1.130,0.000,0.000,0.000,1.221
2022,MA,6374,Fitchburg Gas & Elec Light Co,ISNE,60,3.459,.,.,AC,0.524,2.545,.,.,.,3.069,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.390,.,.,.,0.390,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.524,2.935,0.000,0.000,0.000,3.459
2022,SD,6390,City of Flandreau,MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,MT,6395,Flathead Electric Coop Inc,BPAT,2,0.225,.,.,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.225,.,.,.,0.225,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.225,0.000,0.000,0.000,0.225
2022,AL,6422,City of Florence - (AL),TVA,6,0.089,0.000,0.000,,0.089,0.000,0.000,0.000,0.000,0.089,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.089,0.000,0.000,0.000,0.000,0.089
2022,KS,6431,"Flint Hills Rural E C A, Inc",SWPP,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,KY,6442,Fleming-Mason Energy Coop Inc,PJM,1,0.085,.,.,AC,.,0.085,.,.,.,0.085,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.085,0.000,0.000,0.000,0.085
2022,FL,6452,Florida Power & Light Co,FPL,761,207.885,202.530,7.031,AC,.,2.272,.,.,2.216,4.488,.,0.367,.,.,.,0.367,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,202.030,1.000,.,.,203.030,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,204.669,1.000,0.000,2.216,207.885
2022,FL,6455,"Duke Energy Florida, LLC",FPC,190,97.268,97.261,0.007,AC,.,0.323,.,.,0.007,0.330,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,96.270,0.668,.,.,96.938,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,96.593,0.668,0.000,0.007,97.268
2022,CO,6604,City of Fort Collins - (CO),PSCO,16,4.870,.,.,DC,.,.,.,.,4.870,4.870,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,4.870,4.870
2022,TN,6608,Fort Loudoun Electric Coop,TVA,50,1.588,0.000,0.000,,0.362,0.227,0.000,0.000,0.000,0.589,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.999,0.000,0.000,0.000,0.999,0.362,1.226,0.000,0.000,0.000,1.588
2022,AL,6612,Fort Payne Improvement Authority,TVA,4,0.159,0.000,0.000,,0.010,0.149,0.000,0.000,0.000,0.159,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.149,0.000,0.000,0.000,0.159
2022,MS,6641,4-County Electric Power Assn,TVA,21,1.287,0.000,0.000,,0.200,0.088,0.000,0.000,0.000,0.288,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.999,0.000,0.000,0.000,0.999,0.200,1.087,0.000,0.000,0.000,1.287
2022,SC,6709,Easley Combined Utility System,DUK,14,12.775,1.875,.,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,1.875,.,.,10.900,12.775,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,1.875,0.000,0.000,10.900,12.775
2022,IA,6722,Franklin Rural Electric Coop - (IA),MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,NC,6784,French Broad Elec Member Corp,CPLE,19,3.653,.,3.000,DC,0.019,0.627,.,.,.,0.646,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.007,.,3.000,.,.,3.007,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.026,0.627,3.000,0.000,0.000,3.653
2022,KY,6840,City of Fulton - (KY),TVA,3,0.027,0.000,0.000,,0.017,0.010,0.000,0.000,0.000,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.010,0.000,0.000,0.000,0.027
2022,IN,6848,Fulton County Rural E M C,MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,SC,6894,City of Gaffney - (SC),DUK,6,5.900,3.000,2.400,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,5.900,5.900,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,5.900,5.900
2022,FL,6909,Gainesville Regional Utilities,GVL,13,4.100,4.100,2.800,DC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,4.100,.,.,.,4.100,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,4.100,0.000,0.000,0.000,4.100
2022,TN,6923,City of Gallatin - (TN),TVA,7,0.161,0.000,0.000,,0.009,0.152,0.000,0.000,0.000,0.161,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.009,0.152,0.000,0.000,0.000,0.161
2022,KS,6965,City of Garnett - (KS),SWPP,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,OH,7004,"Buckeye Power, Inc",PJM,25,2.950,0.000,2.100,DC,.,.,.,.,2.100,2.100,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,0.850,.,.,0.850,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.850,0.000,2.100,2.950
2022,NC,7027,City of Gastonia - (NC),DUK,33,2.810,1.700,1.700,,0.640,0.470,.,.,.,1.110,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,1.700,.,.,.,1.700,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.640,2.170,0.000,0.000,0.000,2.810
2022,GA,7090,GreyStone Power Corporation,SOCO,136,79.254,79.254,4.000,DC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,18.705,60.549,.,.,79.254,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,18.705,60.549,0.000,0.000,79.254
2022,GA,7140,Georgia Power Co,SOCO,"8,526",312.532,72.700,.,,50.160,23.250,146.120,.,.,219.530,.,1.025,.,.,.,1.025,.,.,.,.,.,0.000,.,2.730,0.750,.,0.500,3.980,.,.,.,.,.,0.000,.,82.790,5.207,.,.,87.997,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,50.160,109.795,152.077,0.000,0.500,312.532
2022,KY,7174,Gibson Electric Members Corp,TVA,19,0.248,0.000,0.000,,0.143,0.105,0.000,0.000,0.000,0.248,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.105,0.000,0.000,0.000,0.248
2022,TN,7174,Gibson Electric Members Corp,TVA,54,1.029,.,.,,0.575,0.454,0.000,.,.,1.029,.,.,.,.,.,.,0.000,0.000,0.000,.,.,0.000,0.000,0.000,0.000,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.000,0.000,.,.,0.000,0.575,0.454,0.000,.,.,1.029
2022,FL,7264,"Glades Electric Coop, Inc",SEC,170,51.269,50.000,19.750,AC,1.269,.,.,.,.,1.269,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,40.000,5.000,5.000,.,.,50.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,41.269,5.000,5.000,0.000,0.000,51.269
